2019/09/24, 60359.07706876456
2019/09/27, 60133.412733100224
2019/09/29, 59884.24169580419
2019/10/01, 59325.957532051274
2019/10/03, 58744.16666666666
2019/10/04, 58162.37580128205
2019/10/05, 57584.89449786324
2019/10/07, 56945.6428062678
2019/10/09, 56574.4981060606
2019/10/12, 56259.5083041958
2019/10/14, 56127.87077505827
2019/10/17, 56639.376602564094
2019/10/19, 57187.552884615376
2019/10/21, 57639.351689976684
2019/10/24, 57684.014423076915
2019/10/26, 57684.014423076915
2019/10/29, 57622.89699883449
2019/10/31, 57416.03802447552
2019/11/03, 57209.179050116545
2019/11/05, 57025.82677738927
2019/11/08, 56861.27986596736
2019/11/10, 56692.03161421911
2019/11/13, 56475.76995920745
2019/11/15, 56236.001602564094
2019/11/18, 56015.0386072261
2019/11/20, 55897.505099067595
2019/11/23, 55798.776952214444
2019/11/25, 55704.750145687634
2019/11/28, 55596.61931818181
2019/11/30, 55493.189831002324
2019/12/03, 55375.65632284382
2019/12/05, 55267.52549533799
2019/12/08, 55159.394667832166
2019/12/10, 55098.277243589735
2019/12/13, 55098.277243589735
2019/12/15, 55098.277243589735
2019/12/18, 54943.13301282051
2019/12/20, 54708.06599650349
2019/12/23, 54472.99898018647
2019/12/25, 54228.529283216776
2019/12/28, 53993.46226689976
2019/12/30, 53767.79793123543
2020/01/02, 53626.75772144522
2020/01/04, 53495.12019230769
2020/01/06, 53396.39204545454
2020/01/09, 53377.58668414918
2020/01/11, 53339.975961538454
2020/01/14, 53297.66389860139
2020/01/16, 53184.83173076923
2020/01/19, 53071.99956293705
2020/01/21, 52973.27141608391
2020/01/24, 52879.24460955711
2020/01/26, 52780.516462703956
2020/01/29, 52639.47625291375
2020/01/31, 52470.228001165495
2020/02/03, 52324.48645104894
2020/02/05, 52305.681089743586
2020/02/08, 52305.681089743586
2020/02/10, 52329.18779137528
2020/02/13, 52437.31861888111
2020/02/15, 52545.44944638694
2020/02/18, 52644.177593240085
2020/02/20, 52714.69769813519
2020/02/23, 52786.6282051282
