"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","body_build","display_protection","display_�","memory_�","misc_models","main_camera_single","misc_sar_eu","misc_sar","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","body_�","selfie_camera_�","features_�","battery_stand-by","network_gprs","network_edge","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","battery_talk_time","camera_�","main_camera_five","sound_�","main_camera_dual","battery_music_play","body_keyboard","features_browser","comms_infrared_port","sound_alert_types","features_languages","features_clock","features_alarm"
"Nokia","Lumia 925","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - all versions","HSDPA 850 / 900 / 1900 / 2100 - RM-892","1, 3, 7, 8, 20 - RM-892",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2013, May","Available. Released 2013, June","129 x 70.6 x 8.5 mm, 78 cc (5.08 x 2.78 x 0.33 in)","139 g (4.90 oz)","Micro-SIM","AMOLED capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm (~63.3% screen-to-body ratio)","768 x 1280 pixels, 5:3 ratio (~332 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8960 Snapdragon S4 Plus","Dual-core 1.5 GHz Krait","Adreno 225","No","16GB 1GB RAM, 32GB 1GB RAM",,"Carl Zeiss optics, dual-LED flash","1080p@30fps","1.3 MP",,"720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS","Yes","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass","Non-removable Li-Ion 2000 mAh battery (BL-4YW)",,"Black, White, Gray","About 260 EUR","2, 4, 5, 17 - RM-893",,"Corning Gorilla Glass 2","PureMotion HD+ ClearBlack display",,,"8 MP, 1/3"", AF, OIS","0.81 W/kg (head)   �","1.42 W/kg (head)     1.00 W/kg (body)   �",,,"Contrast ratio: Infinite (nominal) / 3.402:1 (sunlight)","Photo / Video","Voice 63dB / Noise 72dB / Ring 66dB","Noise -82.5dB / Crosstalk -81.2dB",,,,,"Up to 440 h (3G)",,,,,,,,"Up to 18 h 20 min (2G) / Up to 12 h 40 min (3G)",,,,,"Up to 55 h",,,,,,,
"Nokia","Lumia 928","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100","4, 13 - Verizon",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, April","Available. Released 2013, May","133 x 68.9 x 10.1 mm, 92.8 cc (5.24 x 2.71 x 0.40 in)","162 g (5.71 oz)","Micro-SIM","AMOLED capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm (~62.9% screen-to-body ratio)","768 x 1280 pixels, 5:3 ratio (~332 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8960 Snapdragon S4 Plus","Dual-core 1.5 GHz Krait","Adreno 225","No","32GB 1GB RAM",,"Carl Zeiss optics, xenon flash, panorama","1080p@30fps, stereo sound rec.","1.3 MP",,"720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS","Yes","No","microUSB 2.0","Accelerometer, gyro, proximity, compass","Non-removable Li-Ion 2000 mAh battery (BV 4-NW)","Qi wireless charging","Black, White","About 380 EUR","1, 3, 7, 8, 20",,"Corning Gorilla Glass 2","PureMotion HD+ ClearBlack display",,,"8 MP, 1/3.2"", 1.4µm, AF, OIS","0.88 W/kg (head)   �","1.44 W/kg (head)     1.38 W/kg (body)   �",,,,,,"Noise -82.5dB / Crosstalk -80.7dB","Endurance rating 41h",,,,"Up to 606 h (2G) / Up to 541 h (3G)",,,,,,,,"Up to 11 h 40 min (2G) / Up to 16 h 20 min (3G)",,,,,"Up to 80 h",,,,,,,
"Nokia","Asha 501","GSM","GSM 900 / 1800 - RM-899850 / 1900 - RM-900",,,,,"2013, May","Available. Released 2013, June","99.2 x 58 x 12.1 mm (3.91 x 2.28 x 0.48 in)","98.2 g (3.46 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm (~48.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)","Nokia Asha software platform 1.0, upgradable to 1.4",,,,"microSDHC (dedicated slot), 4 GB included","128MB 64MB RAM",,,"320p@15fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","3.0, EDR","No",,"FM radio","microUSB 2.0","Accelerometer, proximity",,,"Bright Red, Bright Green, Cyan, Yellow, White and Black","About 80 EUR","GSM 900 / 1800 - SIM 1 & SIM 2 - RM-902",,,,,,"3.15 MP","0.96 W/kg (head)   �","1.41 W/kg (head)   �",,,"Contrast ratio: 1004:1 (nominal) / 2.672:1 (sunlight)","Photo","Voice 73dB / Noise 68dB / Ring 78dB","Noise -80.4dB / Crosstalk -82.3dB",,,"No","SNS apps  MP4/H.263 player  MP3/WAV/AAC player  Photo editor  Organizer  Voice memo  Predictive text input",,"Up to 85.6 kbps","Up to 236.8 kbps",,,,,,,,,,,"Up to 56 h",,,,,,,
"Nokia","Asha 210","GSM","GSM 850 / 1900 - RM-926900 / 1800 - RM-925",,,,,"2013, April","Available. Released 2013, May","111.5 x 60 x 11.8 mm, 76.3 cc (4.39 x 2.36 x 0.46 in)","97.3 g (3.42 oz)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.4 inches, 17.8 cm (~26.7% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","64MB 32MB RAM",,,"QCIF@10fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g","2.1, EDR","No",,"Stereo FM radio, RDS, recording","microUSB","V1","Removable Li-Ion 1200 mAh battery (BL-4U)",,"Yellow, Black, White, Cyan, Magenta","About 50 EUR","GSM 900 / 1800 - SIM 1 & SIM 2 - RM-924",,,,,,"2 MP","0.69 W/kg (head)   �","0.99 W/kg (head)     0.72 W/kg (body)   �",,,,,,,,,"No","SNS apps  MP4/H.263/WMV player  MP3/WAV/WMA/AAC player  Organizer  Voice memo  Predictive text input","Up to 1104 h","Class 32","Class 32","1000 entries","Yes","SMS(threaded view), MMS, Email, IM","Yes","Yes, MIDP 2.1","Up to 12 h",,,,,"Up to 40 h","QWERTY",,,,,,
"Nokia","Lumia 720","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100",,,"HSPA 21.1/5.76 Mbps","2013, February","Available. Released 2013, April","127.9 x 67.5 x 9 mm, 78 cc (5.04 x 2.66 x 0.35 in)","128 g (4.52 oz)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm (~61.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8227","Dual-core 1.0 GHz","Adreno 305","microSDXC (dedicated slot)","8GB 512MB RAM",,"Carl Zeiss optics, LED flash","720p@30fps","1.3 MP",,"720p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n","4.0, A2DP, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS","Yes","FM radio","microUSB 2.0","Accelerometer, proximity, compass","Non-removable Li-Ion 2000 mAh battery (BP-4GW)",,"White, Red, Yellow, Cyan/Black","About 200 EUR",,,"Corning Gorilla Glass 2","ClearBlack display",,,"6.7 MP, 1/3.6"", AF","0.76 W/kg (head)   �","1.24 W/kg (head)   �",,,"Contrast ratio: 1172:1 (nominal) / 2.512:1 (sunlight)","Photo / Video","Voice 72dB / Noise 66dB / Ring 75dB","Noise -83.1dB / Crosstalk -80.9dB","Endurance rating 60h",,,,"Up to 520 h (3G)",,,,,,,,"Up to 23 h 20 min (2G) / Up to 13 h 20 min (3G)",,,,,"Up to 79 h",,,,,,,
"Nokia","Lumia 520","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - all versions","HSDPA 900 / 2100 - RM-914",,,"HSPA 21.1/5.76 Mbps","2013, February. Released 2013, April","Discontinued","119.9 x 64 x 9.9 mm, 75.7 cc (4.72 x 2.52 x 0.39 in)","124 g (4.37 oz)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~59.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8227","Dual-core 1.0 GHz","Adreno 305","microSDXC (dedicated slot)","8GB 512MB RAM",,,"720p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS",,"FM Radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1430 mAh battery (BL-5J)",,"Yellow, red, cyan, white/black","About 70 EUR","HSDPA 850 / 1700 / 1900 / 2100 - RM-917","Glass front, plastic back, plastic frame","Scratch-resistant glass",,,,"5 MP, f/2.4, 28mm (wide), 1/4.0"", AF","1.09 W/kg (head)   �","0.77 W/kg (head)   �",,,"Contrast ratio: 834:1 (nominal) / 1.161:1 (sunlight)","Photo / Video","Voice 68dB / Noise 69dB / Ring 66dB","Noise -82.3dB / Crosstalk -81.8dB","Endurance rating 49h",,"No",,"Up to 360 h (3G)",,,,,,,,"Up to 14 h 40 min (2G) / Up to 9 h 40 min (3G)",,,,,"Up to 61 h",,,,,,,
"Nokia","301","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - RM-840, RM-841","HSDPA 900 / 2100 - RM-840, RM-839",,,"HSPA 7.2/5.76 Mbps","2013, February. Released 2013, April","Discontinued","114 x 50 x 12.5 mm, 104.2 cc (4.49 x 1.97 x 0.49 in)","102 g (3.60 oz)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm (~31.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","256MB ROM, 64MB RAM",,,"320p@30fps",,,,"Yes","Yes","No","2.1, A2DP, EDR","No",,"Stereo FM radio","Proprietary","V1","Removable Li-Ion 1110 mAh battery (BL-4U)",,"Cyan, Black, Yellow, Magenta, White","About 70 EUR","HSDPA 850 / 1900 - RM-841",,,,,,"3.15 MP","1.29 W/kg (head)   �","1.25 W/kg (head)     0.98 W/kg (body)   �",,,,,,,,,"No","SNS applications  MP4/H.263/WMV player  MP3/WAV/WMA/AAC player  Organizer  Predictive text input","Up to 888 h (2G) / Up to 936 h (3G)",,,"Yes","Yes","SMS, MMS, Email, IM","Yes","Yes, MIDP 2.1","Up to 20 h (2G) / Up to 6 h (3G)",,,,,,,,,,,,
"Nokia","105","GSM","GSM 900 / 1800",,,,,"2013, February. Released 2013, May","Discontinued","107 x 44.8 x 14.3 mm, 64 cc (4.21 x 1.76 x 0.56 in)","70 g (2.47 oz)","Mini-SIM","TFT, 65K colors","1.45 inches, 6.8 cm (~14.1% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~125 ppi density)",,,,,"No","8MB 384 kB",,,,,,,"Yes","Yes","No","No","No",,"FM radio","Proprietary (charging only)","V1","Removable Li-Ion 800 mAh battery (BL-5CB)",,"Black, Cyan","About 20 EUR",,,,,,,,"1.48 W/kg (head)   �",,,,,,,,,"Flashlight",,"Digital clock  Calculator  Calendar  Converter  Expense manager","Up to 840 h","No","No","500 contacts","Yes","SMS","Yes","Yes","Up to 12 h 30 min","No",,,,,,,,,,,
"Nokia","Asha 310","GSM","GSM 900 / 1800 - SIM 1 & SIM 2",,,,,"2013, February","Available. Released 2013, March","109.9 x 54 x 13 mm, 67 cc (4.33 x 2.13 x 0.51 in)","103.7 g (3.63 oz)","Dual SIM (Mini-SIM)","TFT capacitive touchscreen, 65K colors","3.0 inches, 25.6 cm (~43.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,"microSDHC (dedicated slot), 2 GB included","20MB 128MB ROM 64MB RAM",,,"176x144@10fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g","3.0, A2DP","No",,"Stereo FM radio, RDS, recording (selected markets)","microUSB 2.0","Accelerometer","Removable Li-Ion 1110 mAh battery (BL-4U)",,"Black, White, Golden Light","About 80 EUR",,,"Scratch-resistant glass",,,,"2 MP","0.93 W/kg (head)   �",,,,,,,,,,"No","SNS applications  WAV/MP3/WMA/eAAC+ player  MP4/WMV/H.264 player  Organizer  Photo viewer/editor  Predictive text input","Up to 600 h","Up to 85.6 kbps","Up to 236.8 kbps","1000 contacts","Yes","SMS, MMS, Email, IM","Yes","Yes, MIDP 2.1","Up to 17 h",,,,,"Up to 54 h",,,,,,,
"Nokia","Lumia 505","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 1900",,,"HSPA 7.2/0.384 Mbps","2012, December","Available. Released 2013, January","118.1 x 61.2 x 11.3 mm, 76 cc (4.65 x 2.41 x 0.44 in)","131 g (4.62 oz)","Micro-SIM","AMOLED capacitive touchscreen, 65K colors","3.7 inches, 39.0 cm (~53.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)","Microsoft Windows Phone 7.8","Qualcomm MSM7227A Snapdragon S1","800 MHz Cortex-A5","Adreno 200","No","4GB 256MB RAM",,,"480p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","2.1, EDR","Yes, with A-GPS",,"Stereo FM radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1300 mAh battery (BP-3L)",,"Black, White, Red, Pink","About 140 EUR",,,"Corning Gorilla Glass",,,,"8 MP","0.89 W/kg (head)   �","0.91 W/kg (head)     0.79 W/kg (body)   �",,,,,,,,,"No",,"Up to 670 h (2G) / Up to 600 h (3G)",,,,,,,,"Up to 7 h 30 min (2G) / Up to 7 h 15 min (3G)",,,,,"Up to 36 h",,,,,,,
"Nokia","Lumia 620","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100",,,"HSPA 21.1/5.76 Mbps","2012, December","Available. Released 2013, January","115.4 x 61.1 x 11 mm, 76 cc (4.54 x 2.41 x 0.43 in)","127 g (4.48 oz)","Micro-SIM","TFT capacitive touchscreen, 16M colors","3.8 inches, 41.1 cm (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm Snapdragon S4","Dual-core 1.0 GHz Krait","Adreno 305","microSDXC (dedicated slot)","8GB 512MB RAM",,"LED flash","720p@30fps","VGA",,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS","Yes","No","microUSB 2.0","Accelerometer, proximity, compass","Removable Li-Ion 1300 mAh battery (BL-4J)",,"Lime green, orange, magenta, yellow, cyan, white, black","About 120 EUR",,,,"ClearBlack display",,,"5 MP, AF","0.84 W/kg (head)   �",,,,"Contrast ratio: 1068:1 (nominal) / 2.142:1 (sunlight)","Photo / Video","Voice 71dB / Noise 66dB / Ring 78dB","Noise -79.8dB / Crosstalk -75.8dB","Endurance rating 36h",,,,"Up to 330 h",,,,,,,,"Up to 14 h 40 min (2G) / Up to 9 h 50 min (3G)",,,,,"Up to 61 h",,,,,,,
"Nokia","114","GSM","GSM 900 / 1800 - SIM 1 & SIM 2",,,,,"2012, November. Released 2012, December","Discontinued","110 x 46 x 14.8 mm, 63 cc (4.33 x 1.81 x 0.58 in)","80 g (2.82 oz)","Dual SIM (Mini-SIM)","TFT, 65K colors","1.8 inches, 10.2 cm (~20.2% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"microSDHC (dedicated slot)","16MB",,,"176x144@15fps",,,,"Yes","Yes","No","2.1","No",,"Stereo FM radio, RDS, recording","2.0","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Black, Magenta, Cyan","About 30 EUR",,,,,,,"VGA","1.46 W/kg (head)   �",,,,,,,,,,"No","SNS applications  MP3/WAV/WMA/AAC player  MP4/WMV/H.263 player  Photo viewer  Organizer  Voice memo","Up to 637 h","Up to 59.2 kbps","Up to 236.8 kbps","1000 entries","Yes","SMS(threaded view), MMS, Email, IM","Yes","Yes","Up to 10 h 30 min",,,,,"Up to 27 h",,,,,,,
"Nokia","206","GSM","GSM 850 / 1900 - RM-873",,,,,"2012, November. Released 2012, Q4","Discontinued","116 x 49.4 x 12.4 mm, 64 cc (4.57 x 1.94 x 0.49 in)","91 g (3.21 oz)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.4 inches, 17.8 cm (~31.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","64MB",,,"QCIF@10fps",,,,"Yes","Yes","No","2.1, EDR","No",,"Stereo FM radio, RDS, recording","No","V1","Removable Li-Ion 1110 mAh battery (BL-4U)",,"Cyan , Magenta, Yellow, Black, White","About 70 EUR","GSM 900 / 1800 - RM-873",,,,,,"1.3 MP","0.93 W/kg (head)   �",,,,,,,,,,"No","SNS integration  MP4/H.263/WMV player  MP3/WAV/WMA/AAC player  Organizer  Predictive text input","Up to 680 h","Up to 85.6 kbps","Up to 236.8 kbps","1000 entries","Yes","SMS(threaded view), MMS, Email, IM","Yes","Yes, MIDP 2.1","Up to 20 h",,,,,"Up to 41 h",,,,,,,
"Nokia","Asha 205","GSM","GSM 850 / 1900 - RM-863",,,,,"2012, November. Released 2012, Q4","Discontinued","112.8 x 61.1 x 13 mm, 104 cc (4.44 x 2.41 x 0.51 in)","94 g (3.32 oz)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.4 inches, 17.8 cm (~25.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","64MB",,,"QCIF@10fps",,,,"Yes","Yes","No","2.1, EDR","No",,"Stereo FM radio, RDS, recording","No","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Cyan, Magenta, Orange, Pink, White","About 50 EUR","GSM 900 / 1800 - RM-863",,,,,,"VGA","0.70 W/kg (head)   �",,,,,,,,,,"No","Facebook dedicated key  SNS integration  MP4/H.263/WMV player  MP3/WAV/WMA/AAC player  Organizer  Voice memo  Predictive text input","Up to 891 h","Up to 85.6 kbps","Up to 236.8 kbps","1000 entries","Yes","SMS(threaded view), MMS, Email, Push Email, IM","Yes","Yes, MIDP 2.0","Up to 11 h",,,,,"Up to 31 h","QWERTY",,,,,,
"Nokia","109","GSM","GSM 900 / 1800",,,,,"2012, November. Released 2012, December","Discontinued","110 x 46 x 14.8 mm, 63 cc (4.33 x 1.81 x 0.58 in)","77 g (2.72 oz)","Mini-SIM","TFT, 65K colors","1.8 inches, 10.2 cm (~20.2% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"microSDHC (dedicated slot)","64MB ROM, 16MB RAM",,,,,,,"Yes","Yes","No","No","No",,"Stereo FM radio, RDS, recording","No","V1","Removable Li-Ion 800 mAh battery (BL-5CB)",,"Black, Cyan","About 40 EUR","GSM 850 / 1900",,,,,,,"1.30 W/kg (head)   �",,,,,,,,,,,"SNS applications  MP3/WAV/WMA/AAC player  WMV/H.263 player  Organizer  Voice memo","Up to 790 h","Yes","Up to 236.8 kbps","1000 entries","Yes","SMS(threaded view), MMS, Email, IM","Yes","Yes, MIDP 2.1","Up to 7 h 40 min","No",,,,"Up to 21 h 30 min",,,,,,,
"Nokia","Lumia 822","GSM / CDMA / HSPA / EVDO / LTE","CDMA 800 / 1900","CDMA2000 1xEV-DO","13",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, October","Available. Released 2012, November","127.8 x 68.4 x 11.2 mm, 95 cc (5.03 x 2.69 x 0.44 in)","141.6 g (4.97 oz)","Micro-SIM","AMOLED capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm (~60.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8960 Snapdragon S4 Plus","Dual-core 1.5 GHz Krait","Adreno 225","microSDXC (dedicated slot)","16GB 1GB RAM",,"Carl Zeiss Tessar lens, F2.2, dual-LED flash","1080p@30fps","1.2 MP",,"720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS","Yes","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass","Removable Li-Ion 1800 mAh battery (BP-4W)",,"Black, Gray, White, Red","About 320 EUR","HSDPA 850 / 900 / 1900 / 2100",,"Corning Gorilla Glass 2","Nokia ClearBlack display",,,"8 MP, AF","1.23 W/kg (head)     1.03 W/kg (body)   �","0.79 W/kg (head)   �",,,,,,,,,,"OneDrive (15 GB cloud storage)  MP3/WAV/eAAC+/WMA player  MP4/H.264/WMV player  Document viewer  Video/photo editor","Up to 254 h (2G) / Up to 400 h (3G)",,,,,,,,"Up to 10 h 20 min (2G) / Up to 11 h 40 min (3G)",,,,,"Up to 62.1 h",,,,,,,
"Nokia","Lumia 510","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100",,,"HSPA 7.2/0.384 Mbps","2012, October","Available. Released 2012, November","120.7 x 64.9 x 11.5 mm, 81 cc (4.75 x 2.56 x 0.45 in)","129 g (4.55 oz)","Micro-SIM","TFT capacitive touchscreen, 65K colors","4.0 inches, 45.5 cm (~58.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Microsoft Windows Phone 7.8","Qualcomm MSM7227A Snapdragon S1","800 MHz Cortex-A5","Adreno 200","No","4GB 256MB RAM",,,"480p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","2.1, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1300 mAh battery (BP-3L)",,"White, Cyan, Black, Red, Yellow","About 110 EUR","HSDPA 850 / 1900 - RM-898",,,,,,"5 MP, AF","0.65 W/kg (head)   �","0.85 W/kg (head)     0.96 W/kg (body)   �",,,"Contrast ratio: 904:1 (nominal) / 1.268:1 (sunlight)","Photo","Voice 67dB / Noise 66dB / Ring 76dB","Noise -79.4dB / Crosstalk -75.2dB","Endurance rating 44h",,"No","SkyDrive (7 GB cloud storage)  MP3/WAV/eAAC+/WMA player  MP4/H.264/WMV player  Document viewer  Video/photo editor","Up to 739 h (2G) / Up to 653 h (3G)",,,,,,,,"Up to 6 h 15 min (2G) / Up to 8 h 25 min (3G)",,,,,"Up to 38 h",,,,,,,
"Nokia","Lumia 810","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 1700 / 2100",,,"HSPA 42.2/5.76 Mbps","2012, October","Available. Released 2012, November","127.8 x 68.4 x 10.9 mm, 95 cc (5.03 x 2.69 x 0.43 in)","145 g (5.11 oz)","Micro-SIM","AMOLED capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm (~60.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8960 Snapdragon S4 Plus","Dual-core 1.5 GHz Krait","Adreno 225","microSDXC (dedicated slot)","8GB 1GB RAM",,"Carl Zeiss optics, dual-LED flash","1080p@30fps","1.2 MP",,"720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS","Yes","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass","Removable Li-Ion 1800 mAh battery (BP-4W)",,"Black, Cyan","About 250 EUR","HSDPA 850 / 1700 / 1900 / 2100",,"Corning Gorilla Glass 2","Nokia ClearBlack display",,,"8 MP, AF","0.83 W/kg (head)   �","1.30 W/kg (head)     0.85 W/kg (body)   �",,,,,,"Noise -80.0dB / Crosstalk -75.4dB","Endurance rating 48h",,,"OneDrive (15 GB cloud storage)  MP3/WAV/eAAC+/WMA player  MP4/H.264/WMV player  Document viewer  Video/photo editor","Up to 400 h (2G) / Up to 360 h (3G)",,,,,,,,"Up to 10 h 20 min (2G) / Up to 10 h 10 min (3G)",,,,,"Up to 54 h",,,,,,,
"Nokia","Asha 309","GSM","GSM 850 / 900 / 1800 / 1900",,,,,"2012, September. Released 2012, December","Discontinued","109.9 x 54 x 13.2 mm, 67 cc (4.33 x 2.13 x 0.52 in)","102 g (3.60 oz)","Mini-SIM","TFT capacitive touchscreen, 65K colors","3.0 inches, 25.6 cm (~43.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,"microSDHC (dedicated slot), 2 GB included","20MB 128MB ROM 64MB RAM",,,"176x144@10fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","3.0, A2DP","No",,"Stereo FM radio, RDS, recording","microUSB 2.0","Accelerometer","Removable Li-Ion 1110 mAh battery (BL-4U)",,"Black, White","About 90 EUR",,,,,,,"2 MP","0.93 W/kg (head)   �",,,,,,,,,,"No","SNS integration  MP4/H.264/WMV player  MP3/WAV/WMA/AAC+ player  Organizer  Voice memo  Predictive text input","Up to 650 h","Up to 85.6 kbps","Up to 236.8 kbps","2000 entries, Photocall","Yes","SMS, MMS, Email, IM","Yes + downloadable","Yes, MIDP 2.1","Up to 6 h",,,,,"Up to 40 h",,,,,,,
