"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_single","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_radio","comms_usb","features_sensors","battery_�","misc_colors","misc_models","misc_sar","misc_price","network_�","network_5g_bands","display_protection","main_camera_quad","selfie_camera_features","comms_nfc","features_�","battery_charging","main_camera_triple","body_�","sound_�","misc_sar_eu","display_�","selfie_camera_dual","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_dual","tests_audio_quality","camera_�","network_gprs","network_edge","main_camera_�","selfie_camera_triple","battery_stand-by","battery_talk_time","battery_music_play","comms_infrared_port","selfie_camera_�","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","body_keyboard","features_browser","sound_alert_types","features_clock","features_alarm","features_languages"
"Samsung","Hero Plus B159","CDMA","CDMA 800",,,,"2011. Released 2011","Discontinued","108.5 x 45.8 x 13.3 mm (4.27 x 1.80 x 0.52 in)","70 g (2.47 oz)",,"Mini-SIM","CSTN, 65K colors","1.52 inches, 7.5 cm (~15.0% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~119 ppi density)",,,,,"No","597 KB",,,,,,,"Yes","No","No","No","No","No","2.0","V1","Removable Li-Ion 800 mAh battery","Black",,"0.93 W/kg (head)     0.35 W/kg (body)   �","About 30 EUR",,,,,,,"Organizer  Voice memo  Predictive text input",,,,,,,,,,,,,,,"No","No","No",,,"Up to 230 h","Up to 3 h",,,,"1000 entries","100 received, 100 dialed, 100 missed calls","SMS, MMS","Yes","No",,"No",,,,
"Samsung","W169 Duos","GSM / CDMA","GSM 900 / 1800",,,,"2010. Released 2010","Discontinued","115.5 x 48 x 15.9 mm (4.55 x 1.89 x 0.63 in)","110 g (3.88 oz)",,"Mini-SIM","TFT, 65K colors","2.2 inches, 15.2 cm (~27.5% screen-to-body ratio)","176 x 220 pixels (~128 ppi density)",,,,,"microSDHC (dedicated slot)","42MB",,"VGA",,"Yes",,,"Yes","No","No","2.1","No","FM radio","1.1","V1","Removable Li-Ion 1000 mAh battery","Black",,"0.71 W/kg (head)     0.73 W/kg (body)   �",,"CDMA 800",,,,,,"Organizer  Video/audio player  Voice memo  Predictive text input",,,,,"0.92 W/kg (head)   �",,,,,,,,,,,"Yes","Yes",,,"Up to 250 h","Up to 4 h 30 min",,,"No","1000 entries","255 received, 255 dialed, 255 missed calls","SMS, MMS (GSM Only), e-mail","Yes","Yes, MIDP 2.0",,"WAP 2.0 (Using GSM SIM Only)",,,,
"Samsung","Mpower Muzik 219","CDMA","CDMA 800",,,,"2010. Released 2010","Discontinued","112 x 46.3 x 15.3 mm (4.41 x 1.82 x 0.60 in)","88 g (3.10 oz)",,"Mini-SIM","TFT, 65K colors","1.7 inches, 9.1 cm (~17.5% screen-to-body ratio)","128 x 160 pixels (~121 ppi density)",,,,,"microSD (dedicated slot)","8MB",,"VGA",,"Yes",,,"Yes, with stereo speakers","No","No","2.0, A2DP","No","FM radio","2.0","V1","Removable Li-Ion 1000 mAh battery","Black",,,,,,,,,,"Organizer  Video/audio player  Voice memo  Predictive text input",,,,,,,,,,,,,,,,"No","No",,,"Up to 250 h","Up to 4 h 30 min",,,"No","1000 entries","100 received, 100 dialed, 100 missed calls","SMS, MMS","Yes","Yes, MIDP 2.0",,"No",,,,
"Samsung","Mpower Txt M369","CDMA / EVDO","CDMA 800","CDMA2000 1xEV-DO",,"EV-DO Rev. 0","2010. Released 2010","Discontinued","112 x 61 x 12 mm (4.41 x 2.40 x 0.47 in)","102.3 g (3.60 oz)",,"Mini-SIM","TFT, 65K colors","2.2 inches, 15.0 cm (~21.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,,"microSDHC (dedicated slot)","104MB",,"2 MP",,"Yes",,,"Yes","No","No","2.0","No","FM radio","2.0","V1","Removable Li-Ion 1000 mAh battery","Black",,"0.70 W/kg (head)     0.53 W/kg (body)   �",,,,,,,,"Mobile TV  Organizer  Video/audio player  Voice memo  Predictive text input",,,,,,,,,,,,,,,,,,,,"Up to 420 h","Up to 4 h 30 min",,,"No","2000 entries","200 received, 200 dialed, 200 missed calls","SMS, MMS, Email, IM","Yes","Yes, MIDP 2.0","QWERTY","Yes",,,,
"Samsung","Mpower TV S239","CDMA / EVDO","CDMA 800","CDMA2000 1xEV-DO",,"EV-DO Rev. 0","2010. Released 2010","Discontinued","118.5 x 50 x 12.5 mm (4.67 x 1.97 x 0.49 in)","87 g (3.07 oz)",,"Mini-SIM","TFT, 256K colors","2.4 inches, 17.8 cm (~30.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","85MB",,"1.3 MP",,"Yes",,,"Yes","No","No","2.0","No","FM radio, recording","2.0","V1","Removable Li-Ion 960 mAh battery","Black",,"0.71 W/kg (head)     0.47 W/kg (body)   �",,,,,,,,"Mobile TV  Organizer  Video/audio player  Voice memo  Predictive text input",,,,,,,,,,,,,,,,,,,,"Up to 420 h","Up to 4 h 30 min",,,"No","2000 entries","200 received, 200 dialed, 200 missed calls","SMS, MMS, Email","Yes","Yes, MIDP 2.1",,"Yes",,,,
"Samsung","E1225 Dual Sim Shift","GSM","GSM 900 / 1800 - SIM 1",,,,"2010. Released 2010","Discontinued","109.1 x 45.5 x 13.7 mm (4.30 x 1.79 x 0.54 in)","72.4 g (2.54 oz)",,"Dual SIM (Mini-SIM)","TFT, 65K colors","1.8 inches, 10.2 cm (~20.5% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"No",,,,,,,,"Yes","Yes","No","No","No","FM radio","Proprietary","V1","Removable Li-Ion 800 mAh battery","Black",,,"About 50 EUR","GSM 900 / 1800 - SIM 2",,,,,,"Organizer  Audio player  Voice memo  Predictive text input",,,,,"0.60 W/kg (head)   �",,,,,,,,,,"No","Yes","Yes",,,"Up to 420 h","Up to 9 h",,,,"1000 entries","20 dialed, 20 received, 20 missed calls","SMS, MMS","Yes","Yes, MIDP 2.1",,"Yes",,,,
"Samsung","Guru E1081T","GSM","GSM 900 / 1800",,,,"2010. Released 2010","Discontinued","107.4 x 45.5 x 13.6 mm (4.23 x 1.79 x 0.54 in)","64.5 g (2.26 oz)",,"Mini-SIM","CSTN, 65K colors","1.43 inches, 6.6 cm (~13.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~127 ppi density)",,,,,"No",,,,,,,,"Yes","No","No","No","No","No","Proprietary","V1","Removable Li-Ion 800 mAh battery","Black","gt-e1081t",,,,,,,,,"Organizer  Voice memo  Predictive text input",,,,,"0.70 W/kg (head)   �",,,,,,,,,,"No","No","No",,,"Up to 550 h","Up to 7 h 30 min",,,,"200 entries","20 dialed, 20 received, 20 missed calls","SMS, MMS","Yes","No",,"No",,,,
"Samsung","I8700 Omnia 7","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,"HSPA 7.2/5.76 Mbps","2010, October. Released 2010, October","Discontinued","122.4 x 64.2 x 11 mm (4.82 x 2.53 x 0.43 in)","138.2 g (4.87 oz)",,"Mini-SIM","Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Microsoft Windows Phone 7","Qualcomm QSD8250 Snapdragon S1","1.0 GHz Scorpion","Adreno 200","No","8/16GB",,"5 MP, AF","LED flash","720p@25fps",,,"Yes","Yes","Wi-Fi 802.11 b/g/n","2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, proximity, compass","Removable Li-Ion 1500 mAh battery","Black",,"0.78 W/kg (head)     0.41 W/kg (body)   �","About 150 EUR",,,,,,,"Document viewer/editor  MP4/WMV player  MP3/WAV/WMA/eAAC+ player  Facebook integration  Organizer  Voice memo  Predictive text input",,,,,"0.65 W/kg (head)   �",,,,,"Photo","Voice 66dB / Noise 66dB / Ring 70dB",,,"Noise -84.4dB / Crosstalk -82.5dB",,,,,,"Up to 390 h (2G) / Up to 330 h (3G)","Up to 5 h 40 min (2G) / Up to 6 h 10 min (3G)",,,"No",,,,,,,"HTML",,,,
"Samsung","S5750 Wave575","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,"HSPA 3.6/0.384 Mbps","2010, October. Released 2010, October","Discontinued","109.5 x 55 x 11.9 mm (4.31 x 2.17 x 0.47 in)","100 g (3.53 oz)",,"Mini-SIM","TFT capacitive touchscreen,  256K colors","3.2 inches, 29.1 cm (~48.4% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","bada OS",,,,"microSDHC (dedicated slot)","100MB",,"3.15 MP",,"Yes",,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0","Accelerometer","Removable Li-Ion 1200 mAh battery","Black",,"0.69 W/kg (head)     0.81 W/kg (body)   �","About 120 EUR",,,,,,,"SNS integration  MP3/WAV/eAAC+ player  MP4/H.264 player  Music recognition  Organizer  Photo editor  Voice memo  Predictive text input (T9 Trace)",,,,,"0.70 W/kg (head)   �","TouchWiz UI 3.0",,,,,,,,,,,,,,,,,,"No",,,,,,,"WAP 2.0/xHTML, HTML",,,,
"Samsung","S8530 Wave II","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,"HSPA 3.6/2 Mbps","2010, October. Released 2010, November","Discontinued","123.9 x 59.8 x 11.8 mm (4.88 x 2.35 x 0.46 in)","135 g (4.76 oz)",,"Mini-SIM","Super Clear LCD capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm (~52.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)","bada 1.2; TouchWiz UI 3","Hummingbird","1.0 GHz Cortex-A8","PowerVR SGX540","microSDHC (dedicated slot), 2 GB included","2GB",,"5 MP, AF","LED flash","720p@30fps","Yes",,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS, Samsung Mobile Navigator","Stereo FM radio, RDS, recording","microUSB 2.0","Accelerometer, proximity, compass","Removable Li-Ion 1500 mAh battery","Ebony Gray",,"0.41 W/kg (head)     0.44 W/kg (body)   �","About 120 EUR",,,"Corning Gorilla Glass",,,,"TV-Out  MP3/WAV/WMA/eAAC+ player  MP4/MKV/H.264/WMV/Xvid/DivX player  Organizer  Music recognition  Picsel document viewer  Photo editor  Voice memo  Predictive text input (T9 Trace)",,,,,"0.39 W/kg (head)   �","Handwriting recognition",,,,"Photo / Video","Voice 66dB / Noise 65dB / Ring 66dB",,,"Noise -90.9dB / Crosstalk -92.3dB",,,,,,"Up to 600 h (2G) / Up to 500 h (3G)","Up to 13 h (2G) / Up to 6 h (3G)",,,,,,,,,,"WAP 2.0/xHTML, HTML",,,,
"Samsung","M210S Wave2","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,"HSPA 3.6/0.384 Mbps","2010, November. Released 2011, February","Discontinued","123.9 x 59.8 x 11.8 mm (4.88 x 2.35 x 0.46 in)","137 g (4.83 oz)",,"Mini-SIM","Super Clear LCD capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm (~52.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)","bada OS","Hummingbird","1.2 GHz Cortex-A8","PowerVR SGX540","microSDHC (dedicated slot), 2 GB included","1.7GB",,"5 MP, AF","LED flash","720p@30fps","Yes",,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS, Samsung Mobile Navigator","No","microUSB 2.0","Accelerometer, proximity, compass","Removable Li-Ion 1500 mAh battery","Ebony Gray, Platinum Silver, Elegant Pink",,"0.27 W/kg (head)     0.47 W/kg (body)   �","About 80 EUR",,,"Scratch-resistant glass, oleophobic coating",,,,"TDMB Mobile TV  TV-Out  MP3/WAV/WMA/eAAC+ player  MP4/MKV/H.264/WMV/Xvid/DivX player  Organizer  Music recognition  Document viewer  Photo editor  Voice memo  Predictive text input (T9 Trace)",,,,,"0.55 W/kg (head)   �","TouchWiz UI 3.0  - Handwriting recognition",,,,,,,,,,,,,,"Up to 710 h (2G) / Up to 710 h (3G)","Up to 15 h 20 min (2G) / Up to 7 h 10 min (3G)",,,,,,,,,,"WAP 2.0/xHTML, HTML",,,,
"Samsung","Galaxy Tab T-Mobile T849","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 2100",,"HSPA 7.2/5.76 Mbps","2010, November. Released 2010, November","Discontinued","190.1 x 120.5 x 12 mm (7.48 x 4.74 x 0.47 in)","380 g (13.40 oz)",,"Mini-SIM","TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm (~60.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 2.2 (Froyo)","Hummingbird","1.0 GHz Cortex-A8","PowerVR SGX540","microSDHC (dedicated slot)","16GB 640MB RAM",,"3.15 MP, AF","LED flash","480p@30fps","1.3 MP",,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS","No","2.0","Accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Black",,"1.12 W/kg (body)   �","About 270 EUR","HSDPA 1700 / 2100",,"Corning Gorilla Glass",,,,"TV-out  MP4/DivX/WMV/H.264 player  MP3/WAV/eAAC+/FLAC player  Photo/video editor  Thinkfree Office",,,,,"0.90 W/kg (head)   �","TouchWiz UI",,,,,,,,,,,,,,,"Up to 12 h (multimedia)",,,,,,,,,,"HTML, Adobe Flash",,,,
"Samsung","P1000 Galaxy Tab","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 1900 / 2100",,"HSPA 7.2/5.76 Mbps","2010, September. Released 2010, October","Discontinued","190.1 x 120.5 x 12 mm (7.48 x 4.74 x 0.47 in)","380 g (13.40 oz)",,"Mini-SIM","TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm (~60.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread); TouchWiz UI","Hummingbird","1.0 GHz Cortex-A8","PowerVR SGX540","microSDHC (dedicated slot)","16GB 512MB RAM, 32GB 512MB RAM",,"3.15 MP, AF","LED flash","480p@30fps","1.3 MP",,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS","No","2.0","Accelerometer, gyro, compass","Non-removable Li-Ion 4000 mAh battery","Black and Grey","GT-P1000","1.03 W/kg (head)   �","About 150 EUR",,,"Corning Gorilla Glass",,,,"TV-out",,,,,"1.07 W/kg (head)   �",,,,,"Photo","Voice 66dB / Noise 64dB / Ring 68dB",,,"Noise -90.7dB / Crosstalk -87.0dB",,,,,,,"Up to 28 h (2G) / Up to 25 h 30 min (3G)",,,,,,,,,,"HTML, Adobe Flash",,,,
"Samsung","Galaxy Tab CDMA P100","CDMA / EVDO","CDMA 800 / 1900","CDMA2000 1xEV-DO",,"EV-DO Rev.A 3.1 Mbps","2010, September. Released 2010, September","Discontinued","190.5 x 119.4 x 11.9 mm (7.5 x 4.70 x 0.47 in)","380 g (13.40 oz)",,"Mini-SIM","TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm (~60.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 2.2 (Froyo)","Hummingbird","1.0 GHz Cortex-A8","PowerVR SGX540","microSDHC (dedicated slot)","2GB",,"3.15 MP, AF","LED flash","480p@30fps","1.3 MP",,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS","No","2.0","Accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Black on White",,"1.19 W/kg (body)   �","About 150 EUR",,,"Corning Gorilla Glass",,,,"TV-out  MP4/DivX/WMV/H.264 player  MP3/WAV/eAAC+/FLAC player  Photo/video editor  Thinkfree Office",,,,,,"TouchWiz UI 3.0",,,,,,,,,,,,,,,"Up to 13 h (multimedia)",,,,,,,,,,"HTML, Adobe Flash",,,,
"Samsung","Galaxy Tab 4G LTE","CDMA / EVDO / LTE","CDMA 800 / 1900","CDMA2000 1xEV-DO","13","EV-DO Rev.A 3.1 Mbps, LTE","2011, January. Released 2011, July","Discontinued","190.1 x 120.5 x 12 mm (7.48 x 4.74 x 0.47 in)","380 g (13.40 oz)",,"Mini-SIM","TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm (~60.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 2.2 (Froyo)","Hummingbird","1.2 GHz Cortex-A8","PowerVR SGX540","microSDHC (dedicated slot)","2GB",,"5 MP, AF","LED flash","480p@30fps","1.3 MP",,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS","No","2.0","Accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Black",,,"About 240 EUR",,,"Corning Gorilla Glass",,,,"TV-out  MP4/DivX/WMV/H.264 player  MP3/WAV/eAAC+/FLAC player  Photo/video editor  Document viewer",,,,,,"TouchWiz UI 3.0",,,,,,,,,,,,,,,"Up to 7 h (multimedia)",,,,,,,,,,"HTML, Adobe Flash",,,,
"Samsung","T249","GSM","GSM 850 / 900 / 1800 / 1900",,,,"2010, September. Released 2010, September","Discontinued","99 x 48 x 15 mm (3.90 x 1.89 x 0.59 in)","91 g (3.21 oz)",,"Mini-SIM","TFT, 65K colors",,"176 x 220 pixels",,,,,"microSDHC (dedicated slot)","100MB",,"1.3 MP",,"176x144@15fps",,,"Yes","No","No","2.0, A2DP","No","No","microUSB 2.0","V1","Removable Li-Ion 800 mAh battery","Black",,"0.27 W/kg (head)     0.40 W/kg (body)   �","About 100 EUR",,,,,,,"MP3/WAV/eAAC+ player  MP4/WMV/H.264 player  Organizer  Voice memo/dial  Predictive text input",,,,,,,,,,,,,,,,"Class 10","Class 10",,,"Up to 312 h","Up to 4 h 30 min",,,"No","1000 entries, Photocall","Yes","SMS, MMS, Email, IM","Yes + downloadable","Yes, MIDP 2.1",,"WAP 2.0/xHTML, HTML",,,,
"Samsung","R580 Profile","CDMA / EVDO","CDMA 800 / 1900","CDMA2000 1xEV-DO",,"EV-DO Rev.0, 153.2 Kbps","2010, November. Released 2010, November","Discontinued","117 x 54 x 15 mm (4.61 x 2.13 x 0.59 in)","108 g (3.81 oz)",,"Mini-SIM","TFT,  256K colors","2.4 inches, 17.8 cm (~28.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","100MB",,"2 MP",,"Yes",,,"Yes","No","No","2.1, A2DP","Yes, with A-GPS","No","microUSB 2.0","V1","Removable Li-Ion 1140 mAh battery","Black",,"1.00 W/kg (head)     0.77 W/kg (body)   �","About 90 EUR",,,,,,,"SNS integration  MP4/H.263 player  MP3/AAC+ player  Organizer  Voice memo/dial/commands  Predictive text input",,,,"2.5 mm audio jack",,,,,,,,,,,,,,,,"Up to 288 h","Up to 5 h",,,"No","2000 entries, Photocall","Yes","SMS, MMS, Email, IM","Yes","No","QWERTY","WAP 2.0/xHTML, HTML",,,,
"Samsung","R570 Messenger III","CDMA / EVDO","CDMA 800 / 1900","CDMA2000 1xEV-DO",,"EV-DO Rev.0, 153.2 Kbps","2010, November. Released 2010, November","Discontinued","116.6 x 53.5 x 14.9 mm (4.59 x 2.11 x 0.59 in)","105 g (3.70 oz)",,"Mini-SIM","TFT,  256K colors","2.4 inches, 17.8 cm (~28.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)",,,"1.3 MP",,"Yes",,,"Yes","Yes","No","2.1, A2DP","No","No","microUSB 2.0","V1","Removable Li-Ion 1140 mAh battery","Black",,,"About 110 EUR",,,,,,,"SNS integration  MP4/H.263 player  MP3/AAC+ player  Organizer  Voice memo  Predictive text input",,,,,"0.56 W/kg (head)   �",,,,,,,,,,,,,,,"Up to 250 h","Up to 5 h",,,"No","1000 entries, Photocall","Yes","SMS, MMS, Email","Yes","No","QWERTY","WAP 2.0/xHTML",,,,
"Samsung","I909 Galaxy S","GSM / CDMA / EVDO","GSM 900 / 1800 / 1900",,,"EV-DO Rev.A 3.1 Mbps","2010, September. Released 2010, October","Discontinued","123 x 64.2 x 10.8 mm (4.84 x 2.53 x 0.43 in)","123 g (4.34 oz)",,"Mini-SIM","Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~57.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair)","Hummingbird","1.0 GHz Cortex-A8","PowerVR SGX540","microSDHC (dedicated slot)","16GB",,"5 MP, AF",,"720p@30fps","VGA",,"Yes","Yes","Wi-Fi 802.11 b/g/n, DLNA","3.0, A2DP, aptX","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, proximity, compass","Removable Li-Po 1500 mAh battery","Black",,"0.17 W/kg (head)     0.34 W/kg (body)   �","About 200 EUR","CDMA2000 1xEV-DO",,"Corning Gorilla Glass",,,,"MP4/DivX/WMV/H.264 player  MP3/WAV/eAAC+/AC3/FLAC player  TV-out  Photo/video editor  Document editor",,,,,"0.27 W/kg (head)   �","TouchWiz 3.0 UI",,,,,,,,,,"Yes","Yes",,,,,,,,,,,,,,"HTML, Adobe Flash Lite",,,,
"Samsung","A200K Nori F","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA",,"HSPA 3.6/0.384 Mbps","2010. Released 2010","Discontinued","106 x 52 x 14.6 mm (4.17 x 2.05 x 0.57 in)","108.6 g (3.81 oz)",,"Mini-SIM","TFT, 256K colors","2.8 inches, 22.3 cm (~40.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","100MB",,"3.15 MP",,"Yes","Yes",,"Yes","No","No","2.1, A2DP","No","No","microUSB 2.0","V1","Removable Li-Ion 880 mAh battery","Indigo Blue, Festival Orange, French Blue, Fuchsia Pink",,"0.62 W/kg (head)     0.44 W/kg (body)   �","About 50 EUR",,,,,,,"T-DMB TV tuner  MP4/H.263 player  MP3/WAV/eAAC+ player  Organizer  Voice memo  Predictive text input",,,,,"0.41 W/kg (head)   �","External hidden display",,,,,,,,,,"Yes","Yes",,,"Up to 460 h (2G) / Up to 460 h (3G)","Up to 9 h (2G) / Up to 4 h 20 min (3G)",,,,"3000 entries, Photocall","Yes","SMS, MMS, Email, IM","Yes","Yes",,"WAP 2.0/xHTML",,,,
"Samsung","A220 F Nori","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA",,"HSPA","2010, August. Released 2010, Q4","Discontinued","-","-",,"Mini-SIM","TFT touchscreen, 256K colors","3.0 inches, 25.6 cm","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,"microSDHC (dedicated slot)",,,"3.15 MP",,"Yes","1.3 MP",,"Yes","Yes","Wi-Fi 802.11 b/g","2.1, A2DP","Yes, with A-GPS",,"microUSB 2.0","Accelerometer","Removable Li-Ion 1000 mAh battery","Biege, Pink, Blue",,"0.50 W/kg (head)     0.41 W/kg (body)   �","About 60 EUR",,,,,,,"T-DMB TV tuner  SNS integration  MP4/H.264 player  MP3/WAV/eAAC+ player  Organizer  Photo/video editor  Document viewer  Voice memo  Predictive text input",,,,,"0.89 W/kg (head)   �",,,,,,,,,,,"Yes","Yes",,,,,,,,"1000 entries, Photocall","Yes","SMS(threaded view), MMS, Email, IM","Yes","Via third party application",,"HTML",,,,
"Samsung","M130K Galaxy K","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 1900 / 2100",,"HSPA 7.2/5.76 Mbps","2010, October. Released 2010, Q4","Discontinued","119.5 x 59.6 x 12.4 mm (4.70 x 2.35 x 0.49 in)","131 g (4.62 oz)",,"Mini-SIM","Super AMOLED capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm (~54.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)","Android 2.2 (Froyo)","Hummingbird","1.2 GHz Cortex-A8","PowerVR SGX540","microSDHC (dedicated slot)","8GB",,"5 MP, AF",,"720p","VGA",,"Yes","Yes","Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS","FM radio, RDS","microUSB 2.0","Accelerometer, proximity, compass","Removable Li-Ion 1500 mAh battery","Black and Grey",,"0.62 W/kg (head)     0.65 W/kg (body)   �","About 180 EUR",,,,,,,"T-DMB TV tuner  MP4/DivX/WMV/H.264 player  MP3/WAV/eAAC+/FLAC player  TV-out  Photo/video editor  Document editor",,,,,"0.82 W/kg (head)   �","TouchWiz 3.0 UI",,,,,,,,,,,,,,"Up to 570 h (2G) / Up to 410 h (3G)","Up to 13 h 30 min (2G) / Up to 7 h 30 min (3G)",,,,,,,,,,"HTML, Adobe Flash",,,,
"Samsung","Mesmerize i500","CDMA / EVDO","CDMA 800 / 1900","CDMA2000 1xEV-DO",,"EV-DO Rev.A 3.1 Mbps","2010, October. Released 2010, October","Discontinued","124.5 x 64.3 x 9.9 mm (4.90 x 2.53 x 0.39 in)","117.9 g (4.13 oz)",,"Mini-SIM","Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)","Hummingbird","1.0 GHz Cortex-A8","PowerVR SGX540","microSDHC (dedicated slot), 16 GB included","2GB 512MB RAM",,"5 MP, AF","LED flash","720p@30fps","VGA",,"Yes","Yes","Wi-Fi 802.11 b/g/n, DLNA, hotspot (Android 2.2)","3.0, A2DP","Yes, with A-GPS","FM radio, RDS","microUSB 2.0","Accelerometer, proximity, compass","Removable Li-Ion 1500 mAh battery","Black and Grey",,"0.57 W/kg (head)     0.52 W/kg (body)   �","About 100 EUR",,,"Corning Gorilla Glass",,,,"MP4/DivX/WMV/H.264 player  MP3/WAV/eAAC+/FLAC player  TV-out  Organizer  Photo/video editor  Document editor   Voice memo/dial/commands  Predictive text input (Swype)",,,,,,"TouchWiz 3.0 UI",,,,,,,,,,,,,,"Up to 312 h","Up to 7 h",,,,,,,,,,"HTML, Adobe Flash Lite",,,,
