"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","sound_�","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_infrared_port","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_models","misc_price","body_build","body_�","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_triple","main_camera_dual","selfie_camera_dual","misc_sar","tests_audio_quality","misc_sar_eu","main_camera_five","network_gprs","network_edge","camera_�","battery_stand-by","main_camera_single","selfie_camera_triple","battery_talk_time","battery_music_play"
"Xiaomi","Redmi 3 Pro","GSM / CDMA / HSPA / EVDO / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE, EV-DO Rev.A 3.1 Mbps","2016, March","Available. Released 2016, April","139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in)","144 g (5.08 oz)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~71.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Android 5.1 (Lollipop); MIUI 7.3","Qualcomm MSM8939v2 Snapdragon 616 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","Adreno 405","microSDXC (uses shared SIM slot)","32GB 3GB RAM","eMMC 4.5",,"LED flash, HDR, panorama","1080p@30fps","5 MP, f/2.2",,"1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4100 mAh battery","Standard charging 10W","Dark Gray, Silver, Gold",,"About 130 EUR","Glass front, aluminum back, aluminum frame",,"Basemark OS II 2.0: 5427Basemark X: 262","Contrast ratio: 1145:1 (nominal), 2.803 (sunlight)","Photo / Video","Voice 67dB / Noise 70dB / Ring 74dB","Endurance rating 104h",,,,,"Noise -90.6dB / Crosstalk -92.3dB","1.33 W/kg (head)   �",,,,,,"13 MP, f/2.0, PDAF",,,
"Xiaomi","Mi 5","GSM / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 7, 38, 39, 40, 41 - China","HSDPA 850 / 900 / 1900 / 2100 & TD-SCDMA","1, 3, 5, 7, 38, 39, 40, 41 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2016, February","Available. Released 2016, April","144.6 x 69.2 x 7.3 mm (5.69 x 2.72 x 0.29 in)","129 g / 139 g (Ceramic) (4.90 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.15 inches, 73.1 cm (~73.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~428 ppi density)","Corning Gorilla Glass 4",,"Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo); MIUI 10","Qualcomm MSM8996 Snapdragon 820 (14 nm)","Quad-core (2x1.8 GHz Kryo & 2x1.36 GHz Kryo) - Standard editionQuad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - Prime & Pro edition","Adreno 530","No","32GB 3GB RAM (Standard), 64GB 3GB RAM (Prime), 128GB 4GB RAM (Pro)","UFS 2.0",,"Dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps, 720p@120fps","4 MP, f/2.0, 1/3"", 2µm",,"1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes","Yes","No","Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Non-removable Li-Po 3000 mAh battery","Fast charging 18W  Quick Charge 3.0","Black, White, Gold, Ceramic","2015105","About 240 EUR","Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame",,"Basemark OS II 2.0: 2180Basemark X: 33110","Contrast ratio: 1227:1 (nominal), 3.240 (sunlight)","Photo / Video","Voice 67dB / Noise 67dB / Ring 74dB","Endurance rating 92h",,,,"0.38 W/kg (head)     0.80 W/kg (body)   �","Noise -95.3dB / Crosstalk -95.4dB",,,,,,,"16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF, 4-axis OIS",,,
"Xiaomi","Mi Max","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE","2016, May","Available. Released 2016, May","173.1 x 88.3 x 7.5 mm (6.81 x 3.48 x 0.30 in)","203g (7.16 oz)","Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.44 inches, 114.3 cm (~74.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~342 ppi density)","Corning Gorilla Glass 4",,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat); MIUI 10","Qualcomm MSM8956 Snapdragon 650Qualcomm MSM8976 Snapdragon 652 (28 nm) - Prime model","Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72)Octa-core (4x1.4 GHz Cortex-A53 & 4x1.8 GHz Cortex-A72)","Adreno 510","microSDXC (uses shared SIM slot)","16GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 128GB 4GB RAM (Prime)","eMMC 4.5 or eMMC 5.1",,"Dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps, 720p@120fps","5 MP, f/2.0",,"1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4850 mAh battery",,"Gray, Silver, Gold","2016001, 2016002, 2016007","About 150 EUR","Glass front (Gorilla Glass 4), aluminum back, aluminum frame",,"Basemark OS II 2.0: 1362Basemark X: 15487","Contrast ratio: 922 (nominal),  1.996 (sunlight)","Photo / Video","Voice 67dB / Noise 66dB / Ring 68dB","Endurance rating 108h",,,,"0.49 W/kg (head)     1.13 W/kg (body)   �","Noise -93.5dB / Crosstalk -93.8dB",,,,,,,"16 MP, f/2.0, PDAF",,,
"Xiaomi","Mi 4s","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","TD-SCDMA","HSDPA 850 / 1900 / 2100","1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE Cat4 150/50 Mbps","2016, February","Available. Released 2016, March","139.3 x 70.8 x 7.8 mm (5.48 x 2.79 x 0.31 in)","133 g (4.69 oz)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~69.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,,"Android 5.1 (Lollipop), upgradable to 7.0 (Nougat); MIUI 10","Qualcomm MSM8992 Snapdragon 808 (20 nm)","Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57)","Adreno 418","microSDXC (uses shared SIM slot)","64GB 3GB RAM","eMMC 5.0",,"Dual-LED dual-tone flash, panorama, HDR","1080p@30fps, 720p@120fps","5 MP, f/2.0",,"1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,"Yes","No","Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3260 mAh battery","Fast charging 18W, 40% in 60 min (advertised)  Quick Charge 2.0","Black, White, Gold, Pink",,"About 220 EUR",,,"Basemark OS II 2.0: 1545Basemark X: 12990","Contrast ratio: 975:1 (nominal), 2.095 (sunlight)","Photo / Video","Voice 73dB / Noise 68dB / Ring 82dB","Endurance rating 75h",,,,,"Noise -94.9dB / Crosstalk -82.6dB",,,,,,,"13 MP, f/2.0, PDAF",,,
"Xiaomi","Redmi Note 3","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 2, 3, 4, 5, 7, 8, 20, 28, 40 - Special edition (Taiwan)","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global","1, 3, 5, 7, 8, 38, 39, 40, 41 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2016, January","Available. Released 2016, February","150 x 76 x 8.7 mm (5.91 x 2.99 x 0.34 in)","164 g (5.78 oz)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",,,"Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow); MIUI 9.5","Qualcomm MSM8956 Snapdragon 650","Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72)","Adreno 510","microSDXC (uses shared SIM slot)","16GB 2GB RAM (Standard version), 32GB 3GB RAM (High/Special version)","eMMC 4.5",,"Dual-LED dual-tone flash, HDR, panorama","1080p@30fps","5 MP, f/2.0",,"1080p@30fps","Yes","Yes","24-bit/192kHz audio","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","Stereo FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4050 mAh battery","Standard charging 10W","Silver, Gray, Gold","2015116, 2015161","About 160 EUR","Glass front, aluminum back, aluminum frame",,"Basemark OS II 2.0: 1426Basemark X: 14717","Contrast ratio: 953:1 (nominal), 2.249 (sunlight)","Photo / Video","Voice 66dB / Noise 66dB / Ring 75dB","Endurance rating 93h",,,,"0.49 W/kg (head)     0.50 W/kg (body)   �","Noise -96.0dB / Crosstalk -95.6dB","0.56 W/kg (head)   �",,,,,,"16 MP, f/2.0, PDAF",,,
"Xiaomi","Redmi 3","GSM / CDMA / HSPA / EVDO / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE, EV-DO Rev.A 3.1 Mbps","2016, January","Available. Released 2016, January","139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in)","144 g (5.08 oz)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~71.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Android 5.1 (Lollipop); MIUI 7","Qualcomm MSM8939v2 Snapdragon 616 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","Adreno 405","microSDXC (uses shared SIM slot)","16GB 2GB RAM","eMMC 4.5",,"LED flash, HDR, panorama","1080p@30fps","5 MP, f/2.2",,"1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4100 mAh battery","Standard charging 10W","Gold, Dark Gray, Silver, Classic Gold","2015816","About 160 EUR","Glass front, aluminum back, aluminum frame",,,,"Photo / Video",,"Endurance rating 107h",,,,"0.90 W/kg (head)     0.56 W/kg (body)   �",,"1.33 W/kg (head)   �",,,,,,"13 MP, f/2.0, PDAF",,,
"Xiaomi","Redmi Note Prime","GSM / HSPA / LTE","GSM 900 / 1800 / 850 - SIM 1 & SIM 2",,"HSDPA 900 / 1900 / 2100","1, 3, 40, 41",,"HSPA, LTE Cat4 150/50 Mbps","2015, December","Available. Released 2015, December","154 x 78.7 x 9.4 mm (6.06 x 3.10 x 0.37 in)","185 g (6.53 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~68.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,"Android 4.4.4 (KitKat); MIUI 9.2","Qualcomm MSM8916 Snapdragon 410 (28 nm)","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSDHC (dedicated slot)","16GB 2GB RAM","eMMC 4.5",,"LED flash, HDR","1080p@30fps","5 MP",,"720p","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,"Stereo FM radio","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Removable Li-Po 3100 mAh battery","Standard charging 10W, 30% in 30 min (advertised)  Quick Charge 1","White",,"About 140 EUR",,,,,,,,,,,"0.50 W/kg (head)   �",,,,,,,"Up to 775 h (3G)","13 MP, f/2.2, 28mm (wide), AF",,"Up to 38 h (3G)","Up to 60 h"
"Xiaomi","Mi Pad 2","No cellular connectivity","N/A",,,,,,"2015, November","Available. Released 2015, November","200.4 x 132.6 x 7 mm (7.89 x 5.22 x 0.28 in)","322 g (11.36 oz)","No","IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 190.9 cm (~71.8% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~326 ppi density)",,,"Android OS/ Optional Windows 10 (64 GB model); MIUI 7","Intel Atom X5-Z8500","Quad-core 2.24 GHz","Intel HD Graphics","No","16GB 2GB RAM, 64GB 2GB RAM",,,,"1080p@30fps","5 MP",,,"Yes, with stereo speakers","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","No",,,"No","Type-C 1.0 reversible connector","Accelerometer, gyro, compass","Non-removable Li-Po 6190 mAh battery","Standard charging 10W","Dark grey, Champagne gold",,"About 180 EUR",,,,,,,,,,,,,,,"No","No",,"Up to 649 h","8 MP, f/2.0",,"Up to 12 h 30 min (multimedia)","Up to 100 h"
"Xiaomi","Redmi Note 3 (MediaTek)","GSM / HSPA / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE","2015, November","Available. Released 2015, November","150 x 76 x 8.7 mm (5.91 x 2.99 x 0.34 in)","164 g (5.78 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",,,"Android 5.0.2 (Lollipop); MIUI 7","Mediatek MT6795 Helio X10 (28 nm)","Octa-core 2.0 GHz Cortex-A53","PowerVR G6200","No","16GB 2GB RAM, 32GB 3GB RAM","eMMC 5.0",,"Dual-LED dual-tone flash, HDR, panorama","1080p@30fps","5 MP, f/2.0",,"1080p@30fps","Yes","Yes","24-bit/192kHz audio","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","Stereo FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W","Silver, Gray, Gold",,"About 180 EUR",,,"Basemark OS II 2.0: 1018Basemark X: 8540","Contrast ratio: 953 (nominal),  2.249 (sunlight)","Photo / Video","Voice 66dB / Noise 66dB / Ring 75dB","Endurance rating 72h",,,,,"Noise -94.2dB / Crosstalk -93.7dB","0.33 W/kg (head)   �",,,,,"Up to 264 h (3G)","13 MP, f/2.2, PDAF",,,"Up to 60 h"
"Xiaomi","Mi 4c","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE Cat4 150/50 Mbps","2015, September","Available. Released 2015, September","138.1 x 69.6 x 7.8 mm (5.44 x 2.74 x 0.31 in)","132 g (4.66 oz)","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,,"Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat); MIUI 10","Qualcomm MSM8992 Snapdragon 808 (20 nm)","Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57)","Adreno 418","No","16GB 2GB RAM, 32GB 3GB RAM","eMMC 5.0",,"Dual-LED dual-tone flash, panorama, HDR","1080p@30fps","5 MP, f/2.0",,"1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,"Yes","No","Type-C 1.0 reversible connector","Accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3080 mAh battery","Fast charging 18W, 40% in 60 min (advertised)  Quick Charge 2.0","White, grey, pink, yellow, blue",,"About 210 EUR","Glass front, plastic back, plastic frame",,"Basemark OS II 2.0: 1233Basemark X: 12096","Contrast ratio: 1609 (nominal),  2.574(sunlight)","Photo / Video","Voice 73dB / Noise 66dB / Ring 77dB","Endurance rating 52h",,,,,"Noise -94.7dB / Crosstalk -95.3dB",,,,,,,"13 MP, f/2.0, 24mm (wide), 1/3.1"", 1.12µm, PDAF",,,
"Xiaomi","Redmi Note 2","GSM / HSPA / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE Cat4 150/50 Mbps","2015, August","Available. Released 2015, August","152 x 76 x 8.3 mm (5.98 x 2.99 x 0.33 in)","160 g (5.64 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",,,"Android 5.0 (Lollipop); MIUI 7","Mediatek MT6795 Helio X10 (28 nm)","Octa-core 2.0 GHz Cortex-A53 - Redmi Note 2Octa-core 2.2 GHz Cortex-A53 - Redmi Note 2 Prime","PowerVR G6200","microSDXC (dedicated slot) - Chinese version only","16GB 2GB RAM (Standard), 32GB 2GB RAM (Prime)","eMMC 5.0",,"LED flash, HDR, panorama","1080p@30fps","5 MP, f/2.0",,"720p","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","Stereo FM radio","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Removable Li-Po 3060 mAh battery","Standard charging 10W","White, blue, yellow, pink, mint green","2015051","About 160 EUR","Glass front, plastic back, plastic frame",,"Basemark OS II 2.0: 1063Basemark X: 8518","Contrast ratio: 953 (nominal),  2.166 (sunlight)","Photo / Video","Voice 66dB / Noise 66dB / Ring 76dB","Endurance rating 49h",,,,"0.34 W/kg (head)     0.45 W/kg (body)   �","Noise -96.1dB / Crosstalk -94.8dB",,,,,,"Up to 144 h (3G)","13 MP, f/2.2, PDAF",,"Up to 11 h 30 min (3G)","Up to 46 h"
"Xiaomi","Redmi 2 Pro","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","2, 4, 7",,"HSPA, LTE Cat4 150/50 Mbps","2015, October","Available. Released 2015, October","134 x 67 x 9 mm (5.28 x 2.64 x 0.35 in)","133 g (4.69 oz)","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,,"Android 4.4.4 (KitKat); MIUI 6","Qualcomm MSM8916 Snapdragon 410 (28 nm)","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSDHC (dedicated slot)","16GB 2GB RAM","eMMC 4.5",,"LED flash, HDR","1080p@30fps","2 MP",,"720p","Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,"Stereo FM radio","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Removable Li-Po 2200 mAh battery","Standard charging 10W, 30% in 30 min (advertised)  Quick Charge 1","Dark gray",,"About 100 EUR",,,,,,,,,,,,,,,,,,,"8 MP, f/2.2, 28mm (wide), 1/3.2"", 1.4µm, AF",,,
"Xiaomi","Redmi 2 Prime","GSM / HSPA / LTE","GSM 900 / 1800 - SIM 1 & SIM 2",,"HSDPA 900 / 2100","3, 40",,"HSPA, LTE Cat4 150/50 Mbps","2015, August","Available. Released 2015, August","134 x 67 x 9 mm (5.28 x 2.64 x 0.35 in)","133 g (4.69 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","To be confirmed",,"Android 4.4.4 (KitKat), upgradable to 5.1.1 (Lollipop); MIUI 7.2","Qualcomm MSM8916 Snapdragon 410 (28 nm)","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSDHC (dedicated slot)","16GB 2GB RAM","eMMC 4.5",,"LED flash, HDR","1080p@30fps","2 MP",,"720p","Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,"Stereo FM radio","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Removable Li-Po 2200 mAh battery","Standard charging 10W, 30% in 30 min (advertised)  Quick Charge 1","White, Dark gray",,"About 120 EUR","Glass front, plastic back, plastic frame",,,,,,,,,,"1.00 W/kg (head)   �",,,,,,,,"8 MP, f/2.2, 28mm (wide), 1/3.2"", 1.4µm, AF",,,
"Xiaomi","Mi 4i","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","TD-SCDMA","HSDPA 850 / 1900 / 2100","3, 7, 38, 39, 40, 41",,"HSPA, LTE Cat4 150/50 Mbps","2015, April","Available. Released 2015, April","138.1 x 69.6 x 7.8 mm (5.44 x 2.74 x 0.31 in)","130 g (4.59 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Corning scratch-resistant glass",,"Android 5.0.2 (Lollipop); MIUI 8.2","Qualcomm MSM8939 Snapdragon 615 (28 nm)","Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","No","16GB 2GB RAM, 32GB 2GB RAM","eMMC 4.5",,"Dual-LED dual-tone flash, panorama, HDR","1080p@30fps, 480p@120fps","5 MP, f/1.8",,,"Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,,"Stereo FM radio","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3120 mAh battery","Standard charging 10W, 40% in 60 min (advertised)  Quick Charge","Dark Gray, Black, White, Yellow, Blue, Pink","2015015","About 260 EUR","Glass front (Gorilla Glass), plastic back, plastic frame",,"Basemark X: 4875","Contrast ratio: 1055:1 (nominal), 2.641 (sunlight)","Photo / Video","Voice 63dB / Noise 65dB / Ring 68dB","Endurance rating 67h",,,,"0.51 W/kg (head)     0.60 W/kg (body)   �",,,,,,,,"13 MP, f/2.0, AF",,"Up to 35 h (3G)",
"Xiaomi","Mi Note Pro","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 1900 / 2100","3, 7",,"HSPA, LTE-A (3CA) Cat9 450/50 Mbps","2015, January","Available. Released 2015, May","155.1 x 77.6 x 7 mm (6.11 x 3.06 x 0.28 in)","161 g (5.68 oz)","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm (~74.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Corning Gorilla Glass 3",,"Android 5.0.1 (Lollipop), upgradable to 7.0 (Nougat); MIUI 9","Qualcomm MSM8994 Snapdragon 810 (20 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57)","Adreno 430","No","64GB 4GB RAM","eMMC 5.0",,"Dual-LED dual-tone flash, HDR, panorama","2160p, 1080p@30fps","4 MP, f/2.0, 1/3"", 2µm",,"1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,"No","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass, barometer","Non-removable Li-Ion 3000 mAh battery","Fast charging 18W  Quick Charge 2.0","Black, White, Gold",,"About 250 EUR","Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame",,,,,,,,,,,,,,,,,,"13 MP, f/2.0, AF, OIS",,,
