"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","sound_�","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_infrared_port","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_models","misc_price","body_build","body_�","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_triple","main_camera_dual","selfie_camera_dual","misc_sar","tests_audio_quality","misc_sar_eu","main_camera_five","network_gprs","network_edge","camera_�","battery_stand-by","main_camera_single","selfie_camera_triple","battery_talk_time","battery_music_play"
"Xiaomi","Black Shark 2 Pro","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41 - China","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 34, 38, 39, 40, 41 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (5CA/3CA) Cat18 1200/150 Mbps","2019, July","Available. Released 2019, August","163.6 x 75 x 8.8 mm (6.44 x 2.95 x 0.35 in)","205 g (7.23 oz)","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~81.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,"Always-on display  240Hz touch-sensing","Android 9.0 (Pie)","Qualcomm SM8150 Snapdragon 855+ (7 nm)","Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640 (700 MHz)","No","128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM","UFS 3.0",,"LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/60/120fps, 720p@1920fps","20 MP, f/2.0, (wide), 1/3"", 0.9µm","HDR","1080p@30fps","Yes, with stereo speakers","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",,,"No","2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4000 mAh battery","Fast charging 27W","Shadow Black, Iceberg Grey, Gulf Blue, Streamer Purple","DLT-A0, DLT-H0","$ 434.62 / € 499.00 / £ 425.00","Glass front, aluminum back, aluminum frame",,,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  12 MP, f/2.2, (telephoto), 1.0µm, PDAF, 2x optical zoom",,,,,,,,,,,,,
"Xiaomi","Mi A3","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1700 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, July","Available. Released 2019, July","153.5 x 71.9 x 8.5 mm (6.04 x 2.83 x 0.33 in)","173.8 g (6.14 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm (~82.5% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie), upgradable to Android 10.0; Android One","Qualcomm SDM665 Snapdragon 665 (11 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 610","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","UFS 3.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio","2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4030 mAh battery","Fast charging 18W  Quick Charge 3","Kind of Gray, Not just Blue, More than White","M1906F9SH, M1906F9SI","$ 199.99 / € 260.00 / £ 174.90 / ₹ 11,948","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",,"Basemark OS II 2.0: 2345Basemark X: 17948","Contrast ratio: Infinite (nominal)","Photo / Video","Voice 74dB / Noise 74dB / Ring 81dB","Endurance rating 101h","48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP, f/2.4, (depth)",,,"0.53 W/kg (head)     0.72 W/kg (body)   �","Noise -93.7dB / Crosstalk -93.0dB","0.30 W/kg (head)     1.10 W/kg (body)   �",,,,,,,,,
"Xiaomi","Redmi 7A","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 8, 34, 38, 39, 40, 41 - China","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA, LTE-A","2019, May","Available. Released 2019, June","146.3 x 70.4 x 9.6 mm (5.76 x 2.77 x 0.38 in)","165 g (5.82 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~74.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,,"Android 9.0 (Pie); MIUI 11","Qualcomm SDM439 Snapdragon 439 (12 nm)","Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53)","Adreno 505","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM","eMMC 5.1",,"LED flash, HDR","1080p@30fps","5 MP, f/2.2, 1/5"", 1.12µm","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,"FM Radio, built-in antenna","microUSB 2.0","Accelerometer, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W - China model","Matte Black, Morning blue, Matte Blue, Matte Gold, Gem Red, Gem Blue","MZB7995IN, M1903C3EG, M1903C3EH, M1903C3EI","$ 85.00 / € 95.31 / £ 80.98 / ₹ 6,499","Glass front, plastic back, plastic frame","Splash resistant",,,,,,,,,"1.00 W/kg (head)     1.12 W/kg (body)   �",,"0.56 W/kg (head)     1.17 W/kg (body)   �",,,,,,"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF - China  or  12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF - Global, India",,,
"Xiaomi","Mi CC9","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, July","Available. Released 2019, July","156.8 x 74.5 x 8.7 mm (6.17 x 2.93 x 0.34 in)","179 g (6.31 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~85.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 5","403 nits typ. brightness (advertised)  HDR","Android 9.0 (Pie), upgradable to Android 10.0; MIUI 11","Qualcomm SDM710 Snapdragon 710 (10 nm)","Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","microSDXC (uses shared SIM slot)","64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps, 720p@960fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","Yes","FM radio","2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4030 mAh battery","Fast charging 18W","Black, Blue, White",,"About 260 EUR","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  8 MP, (ultrawide), 1/4.0"", 1.12µm  2 MP, (depth)",,,,,,,,,,,,,,
"Xiaomi","Mi CC9e","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) 450/50 Mbps","2019, July","Available. Released 2019, July","153.5 x 71.9 x 8.5 mm (6.04 x 2.83 x 0.33 in)","173.8 g (6.14 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.01 inches, 88.7 cm (~80.3% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~286 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); MIUI 10","Qualcomm SDM665 Snapdragon 665 (11 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 610","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio","2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4030 mAh battery","Fast charging 18W","Black, Blue, White",,"About 170 EUR","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,
"Xiaomi","Redmi Note 8","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 8, 38, 40, 41","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat12 600/50 Mbps","2019, August","Available. Released 2019, September","158.3 x 75.3 x 8.4 mm (6.23 x 2.96 x 0.33 in)","190 (6.70 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm (~81.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); MIUI 11","Qualcomm SDM665 Snapdragon 665 (11 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 610","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","eMMC","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP, f/2.4, (macro), 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps; gyro-EIS","13 MP, f/2.0, (wide), 1/3.1"", 1.12µm","HDR, panorama","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 18W","Neptune Blue, Moonlight White, Space Black, Nebula Purple, Cosmic Purple","M1908C3JH, M1908C3JG, M1908C3JI","$ 129.00 / € 157.00 / £ 136.99 / ₹ 11,399","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",,"AnTuTu: 141915 (v7), 161572 (v8)  GeekBench: 5590 (v4.4), 1339 (v5.1)  GFXBench: 5.9fps (ES 3.1 onscreen)","Contrast ratio: 1521:1 (nominal)","Photo / Video","Voice 78dB / Noise 72dB / Ring 81dB","Endurance rating 108h",,,,"0.26 W/kg (head)     1.00 W/kg (body)   �","Noise -94.0dB / Crosstalk -93.3dB","0.19 W/kg (head)     1.09 W/kg (body)   �",,,,,,,,,
"Xiaomi","Mi 9T Pro","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, August","Available. Released 2019, August","156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in)","191 g (6.74 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 5","HDR","Android 9.0 (Pie); MIUI 10","Qualcomm SM8150 Snapdragon 855 (7 nm)","Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640","No","64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/120/240fps, 1080p@960fps","Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","HDR","1080p@30fps","Yes","Yes","24-bit/192kHz audio","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO","Yes",,"Yes","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 27W  Quick Charge 4+","Carbon black, Red flame, Glacier blue","M1903F11G","€ 420.00 / £ 663.49","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,"Basemark OS II 2.0: 5012Basemark X: 45788","Contrast ratio: Infinite (nominal)",,"-26.9 LUFS (Good)","Endurance rating 103h","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF  8 MP, f/2.4, 53mm (telephoto), 1/4.0"", 1.12µm, PDAF, 2x optical zoom  13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12µm",,,"1.03 W/kg (head)     0.72 W/kg (body)   �","Noise -93.9dB / Crosstalk -94.2dB","1.30 W/kg (head)     1.51 W/kg (body)   �",,,,,,,,,
"Xiaomi","Mi 9T","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, June","Available. Released 2019, June","156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in)","191 g (6.74 oz)","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 5","HDR","Android 9.0 (Pie), upgradable to Android 10.0; MIUI 11","Qualcomm SDM730 Snapdragon 730 (8 nm)","Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)","Adreno 618","No","64GB 6GB RAM, 128GB 6GB RAM","UFS 2.0",,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/120/240fps, 1080p@960fps","Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","HDR","1080p@30fps","Yes","Yes","24-bit/192kHz audio","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes",,"FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 18W","Carbon black, Red flame, Glacier blue","M1903F10G","$ 245.00 / € 322.50 / £ 259.99","Glass front (Gorilla Glass 5), glass back, aluminum frame",,"Basemark OS II 2.0: 3102Basemark X: 31318","Contrast ratio: Infinite (nominal)","Photo / Video","-25.3 LUFS (Very good)","Endurance rating 100h","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, 53mm (telephoto), 1/4.0"", 1.12µm, PDAF, 2x optical zoom  13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12µm",,,"1.19 W/kg (head)     1.18 W/kg (body)   �","Noise -93.5dB / Crosstalk -93.8dB","1.34 W/kg (head)     1.51 W/kg (body)   �",,,,,,,,,
"Xiaomi","Redmi K20","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, May","Available. Released 2019, June","156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in)","191 g (6.74 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 5","HDR","Android 9.0 (Pie), upgradable to Android 10.0; MIUI 11","Qualcomm SDM730 Snapdragon 730 (8 nm)","Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)","Adreno 618","No","64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/120/240fps, 1080p@960fps","Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","HDR","1080p@30fps","Yes","Yes","24-bit/192kHz audio","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes (China only)",,"FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 18W","Carbon black, Red flame, Glacier blue, Pearl White","M1903F10I","$ 268.58 / ₹ 21,999","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,,,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, 53mm (telephoto), 1/4.0"", 1.12µm, PDAF, 2x optical zoom  13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12µm",,,"1.07 W/kg (head)     0.72 W/kg (body)   �",,,,,,,,,,,
"Xiaomi","Redmi K20 Pro","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, May","Available. Released 2019, June","156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in)","191 g (6.74 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 5","HDR10","Android 9.0 (Pie); MIUI 11","Qualcomm SM8150 Snapdragon 855 (7 nm)","Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640","No","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/120/240fps, 1080p@960fps","Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","HDR","1080p@30fps","Yes","Yes","24-bit/192kHz audio","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO","Yes (China only)",,"Yes","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 27W  Quick Charge 4+","Carbon black, Flame red, Glacier blue, Summer Honey, Pearl White","M1903F11I","₹ 26,999","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,"AnTuTu: 368846 (v7), 437823 (v8) GeekBench: 10684 (v4.4), 2732 (v5.1) GFXBench: 36fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal)","Photo / Video","Voice 71dB / Noise 75dB / Ring 84dB","Endurance rating 103h","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF  8 MP, f/2.4, 53mm (telephoto), 1/4.0"", 1.12µm, PDAF, 2x optical zoom  13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12µm",,,"1.03 W/kg (head)     0.72 W/kg (body)   �","Noise -93.9dB / Crosstalk -94.2dB",,,,,,,,,,
"Xiaomi","Redmi Note 7S","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 8, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps","2019, May","Available. Released 2019, May","159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in)","186 g (6.56 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); MIUI 11","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (uses shared SIM slot)","32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"Dual-LED flash, HDR, panorama","1080p@30/60/120fps, (gyro-EIS)","13 MP, f/2.0, (wide), 1/3.1"", 1.12µm","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio, recording","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 18W  Quick Charge 4","Onyx Black, Sapphire Blue, Ruby Red, Astro White","M1901F71","About 140 EUR","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Splash resistant",,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  5 MP, f/2.2, (depth)",,,,,,,,,,,,,
"Xiaomi","Redmi Y3","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 8, 40, 41 - India","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40",,"HSPA, LTE-A","2019, April","Available. Released 2019, April","158.7 x 75.6 x 8.5 mm (6.25 x 2.98 x 0.33 in)","180 g (6.35 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~81.5% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); MIUI 11","Qualcomm SDM632 Snapdragon 632 (14 nm)","Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)","Adreno 506","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, panorama, HDR","1080p@30/60fps, gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO",,"Yes","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W","Elegant Blue, Bold Red, Prime Black","M1810F6G, M1810F6I","About 10000 INR","Glass front (Gorilla Glass 5), plastic back, plastic frame","Splash resistant","AnTuTu: 103259 (v7) GeekBench: 4292 (v4.4) GFXBench: 7.7fps (ES 3.1 onscreen)",,,,,,"12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF  2 MP, (depth)",,"0.58 W/kg (head)     1.25 W/kg (body)   �",,,,,,,,,,,
