"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","selfie_camera_dual","misc_models","sound_�","main_camera_dual","comms_radio","body_�","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","camera_�","misc_sar","misc_sar_eu","tests_audio_quality","main_camera_single","battery_stand-by","battery_talk_time","comms_infrared_port","features_�","network_gprs","network_edge","selfie_camera_�"
"Oppo","R11","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 8, 38, 39, 40, 41 - Dual SIM",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, June","Available. Released 2017, June","154.5 x 74.8 x 6.8 mm (6.08 x 2.94 x 0.27 in)","150 g (5.29 oz)","Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Corning Gorilla Glass 5",,"Android 7.1.1 (Nougat); ColorOS 3.1","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 128GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","20 MP, f/2.0, (wide), 1/2.8"", 1.0μm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3000 mAh battery","Fast charging 20W  VOOC","Black, Gold, Rose Gold, Red","About 400 EUR","1, 3, 4, 5, 7, 8, 20, 28, 38, 39, 40, 41 - Single SIM",,"CPH1707, R11",,"16 MP, f/1.7, 1/2.8"", 1.12µm, PDAF  20 MP, f/2.6, 1/2.8"", 1.0µm, AF","No",,,"GeekBench: 5777 (v4.4) GFXBench: 8.6fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.454 (sunlight)","Photo / Video","Voice 66dB / Noise 71dB / Ring 65dB","Endurance rating 81h",,,,"Noise -93.4dB / Crosstalk -88.8dB",,,,,,,,
"Oppo","A77 (Mediatek)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","LTE (unspecified)",,"HSPA, LTE","2017, May","Available. Released 2017, May","153.3 x 75.2 x 7.3 mm (6.04 x 2.96 x 0.29 in)","153 g (5.40 oz)",,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,,"Android 6 (Marshmallow); ColorOS 3","Mediatek MT6750T (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T860MP2","microSDXC (uses shared SIM slot)","64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3200 mAh battery",,"Gold, Rose Gold, Black","About 310 EUR",,,,,,"No",,,,,,,,,,,,"13 MP, f/2.2, PDAF",,,,,,,
"Oppo","A39","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, March","Available. Released 2017, March","149.1 x 72.9 x 7.7 mm (5.87 x 2.87 x 0.30 in)","147 g (5.19 oz)","Glass front (Gorilla Glass 4), aluminum/plastic back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Corning Gorilla Glass 4",,"Android 5.1 (Lollipop); ColorOS 3","Mediatek MT6750 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T860MP2","microSDXC (dedicated slot)","32GB 3GB RAM","eMMC 5.1",,"LED flash, panorama, HDR","1080p@30fps","5 MP, f/2.4, 1/4"", 1.4µm",,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Ion 2900 mAh battery",,"Gold, Rose Gold","About 150 EUR","1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41",,"CPH1605",,,"FM radio",,,,,,,,,,,,"13 MP, f/2.2, 1/3"", AF",,,,,,,
"Oppo","F3","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, May","Available. Released 2017, May","153.3 x 75.2 x 7.3 mm (6.04 x 2.96 x 0.29 in)","153 g (5.40 oz)","Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Corning Gorilla Glass 5",,"Android 6 (Marshmallow); ColorOS 3","Mediatek MT6750T (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T860MP2","microSDXC (dedicated slot)","64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps",,,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3200 mAh battery",,"Gold, Rose Gold","About 260 EUR",,"16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm  8 MP, f/2.4","CPH1609",,,"No",,,"GeekBench: 2798 (v4.4) GFXBench: 2.4fps (ES 3.1 onscreen)","Contrast ratio: 1234 (nominal), 2.376 (sunlight)","Photo / Video","Voice 63dB / Noise 68dB / Ring 70dB","Endurance rating 68h",,,,"Noise-93.7dB / Crosstalk -93.5dB","13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF",,,,,,,
"Oppo","F3 Plus","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, March","Available. Released 2017, April","163.6 x 80.8 x 7.4 mm (6.44 x 3.18 x 0.29 in)","185 g (6.53 oz)","Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~75.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Corning Gorilla Glass 5",,"Android 6 (Marshmallow); ColorOS 3","Qualcomm MSM8976 Pro Snapdragon 653 (28 nm)","Octa-core (4x1.95 GHz Cortex-A72 & 4x1.44 GHz Cortex-A53)","Adreno 510","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 64GB 6GB RAM","eMMC 5.1",,"Dual-LED dual-tone flash, HDR, panorama","2160p@30fps, 1080p@30fps",,,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4000 mAh battery","Fast charging 20W  VOOC","Pink, Gold","About 480 EUR",,"16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm  8 MP","CPH1613",,,"No",,,"GeekBench: 4695 (v4.4) GFXBench: 6fps (ES 3.1 onscreen)","Contrast ratio: 1485 (nominal), 3.218 (sunlight)","Photo / Video","Voice 62dB / Noise 69dB / Ring 70dB","Endurance rating 79h",,,,"Noise-93.5dB / Crosstalk -92.0dB","16 MP, f/1.7, 1/2.8"", PDAF, OIS",,,,,,,
"Oppo","A57","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41",,"HSPA, LTE","2016, November","Available. Released 2016, December","149.1 x 72.9 x 7.7 mm (5.87 x 2.87 x 0.30 in)","147 g (5.19 oz)","Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Corning Gorilla Glass 4",,"Android 6 (Marshmallow); ColorOS 3","Qualcomm MSM8940 Snapdragon 435 (28 nm)","Octa-core 1.4 GHz Cortex-A53","Adreno 505","microSDXC (dedicated slot)","32GB 3GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 2900 mAh battery",,"Black, Gold, Rose Gold","About 200 EUR",,,"CPH1701, A57",,,"FM radio",,,,,,,,,,,,"13 MP, f/2.2, PDAF",,,,,,,
"Oppo","F1s","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps or LTE-A Cat4 150/50 Mbps","2016, August","Available. Released 2016, August","154.5 x 76 x 7.4 mm (6.08 x 2.99 x 0.29 in)","160 g (5.64 oz)","Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Corning Gorilla Glass 4",,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow); ColorOS 3","Mediatek MT6755 (28 nm) or MTK7650 (28 nm)","Octa-core 1.5 GHz Cortex-A53","Mali-T860MP2","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, panorama, HDR","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity, compass","Non-removable Li-Po 3075 mAh battery",,"Gold, Rose Gold, Gray","About 150 EUR","1, 3, 5, 40 - India",,"A1601",,,"FM radio",,,,,"Photo / Video",,,,"0.31 W/kg (head)     0.36 W/kg (body)   �","1.60 W/kg (head)     1.05 W/kg (body)   �",,"13 MP, f/2.2, 1/3"", PDAF",,,,,,,
"Oppo","R9s Plus","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, October","Available. Released 2016, December","163.6 x 80.8 x 7.4 mm (6.44 x 3.18 x 0.29 in)","185 g (6.53 oz)",,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~75.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Corning Gorilla Glass 5",,"Android 6.1 (Marshmallow); ColorOS 3","Qualcomm MSM8976 Pro Snapdragon 653 (28 nm)","Octa-core (4x1.95 GHz Cortex-A72 & 4x1.44 GHz Cortex-A53)","Adreno 510","microSDXC (uses shared SIM slot)","64GB 6GB RAM","eMMC 5.1",,"Dual-LED dual-tone flash, HDR, panorama","2160p@30fps, 1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS","Yes","microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC","Black, Gold, Rose Gold","About 570 EUR",,,"CPH1611",,,"No",,,,,,,,,,,,"16 MP, f/1.7, 1/2.8"", 1.12µm, dual pixel PDAF, OIS",,,,,,,
"Oppo","R9s","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 8, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, October","Available. Released 2016, October","153 x 74.3 x 6.6 mm (6.02 x 2.93 x 0.26 in)","145 g (5.11 oz)","Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~73.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Corning Gorrila Glass 5",,"Android 6.0.1 (Marshmallow)","Qualcomm MSM8953 Snapdragon 625 (14 nm)","Octa-core 2.0 GHz Cortex-A53","Adreno 506","microSDXC (uses shared SIM slot)","64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3010 mAh battery","Fast charging 20W  VOOC","Black, Gold, Rose Gold, Red","About 450 EUR","CDMA2000 1xEV-DO & TD-SCDMA",,"CPH1607, R9sk, R9s",,,"No",,,"GFXBench: 3.4fps (ES 3.1 onscreen)","Contrast ratio: 12844 (nominal),  3.352 (sunlight)","Photo / Video","Voice 64dB / Noise 71dB / Ring 76dB","Endurance rating 74h",,,,"Noise -93.3dB / Crosstalk -93.5dB","16 MP, f/1.7, 1/2.8"", 1.12µm, dual pixel PDAF",,,,,,,
"Oppo","A37","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 41",,"HSPA, LTE","2016, June","Available. Released 2016, June","143.1 x 71 x 7.7 mm (5.63 x 2.80 x 0.30 in)","136 g (4.80 oz)","Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Corning Gorilla Glass 4",,"Android 5.1 (Lollipop); ColorOS 3","Qualcomm MSM8916 Snapdragon 410 (28 nm)","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSDXC (dedicated slot)","16GB 2GB RAM","eMMC 4.5",,"LED flash, panorama","1080p@30fps","5 MP, f/2.4, 1/4""",,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0","Accelerometer, proximity, compass","Non-removable Li-Ion 2630 mAh battery",,"Gold, Rose Gold","About 220 EUR",,,"A37f, A37fw, A37m",,,"FM radio",,,,,,,,,,,,"8 MP, f/2.0, 1/3.2"", 1.4µm, AF",,,,,,,
"Oppo","A59","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","3, 7, 38, 39, 40, 41 - A59t",,"HSPA, LTE","2016, June","Available. Released 2016, June","154.5 x 76 x 7.4 mm (6.08 x 2.99 x 0.29 in)","160 g (5.64 oz)",,"Hybrid Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,"Android 5.1 (Lollipop); ColorOS 3","Mediatek MT6750 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T860MP2","microSDXC (uses shared SIM slot)","32GB 3GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.2, 1/3.2"", 1.4µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, hotspot","4.1, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3075 mAh battery",,"Gold, Rose Gold","About 290 EUR","1, 3, 5, 38, 39, 40, 41 - A59m",,,,,"FM radio",,,,,,,,,,,,"13 MP, f/2.0, PDAF",,,,,,,
"Oppo","R9 Plus","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 38, 39, 40, 41",,"HSPA, LTE","2016, March","Available. Released 2016, March","163.1 x 80.8 x 7.4 mm (6.42 x 3.18 x 0.29 in)","185 g (6.53 oz)",,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~75.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Corning Gorilla Glass 4",,"Android 5.1 (Lollipop), upgradable to 6 (Marshmallow); ColorOS 3","Qualcomm MSM8976 Snapdragon 652 (28 nm)","Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53)","Adreno 510","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 128GB 4GB RAM","eMMC 5.1",,"LED flash, panorama, HDR","2160p@30fps, 1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4120 mAh battery","Fast charging 20W, 75% in 30 min (advertised)  VOOC","Gold","About 550 EUR","CDMA2000 1xEV-DO & TD-SCDMA",,"X9079",,,"No",,,,,,,,,,,,"16 MP, f/2.0, 1/2.8"", PDAF",,,,,,,
"Oppo","F1 Plus","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, March","Available. Released 2016, March","151.8 x 74.3 x 6.6 mm (5.98 x 2.93 x 0.26 in)","145 g (5.11 oz)","Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~73.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Corning Gorilla Glass 4",,"Android 5.1 (Lollipop); ColorOS 3","Mediatek MT6755 Helio P10 (28 nm)","Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T860MP2","microSDXC (uses shared SIM slot)","64GB 4GB RAM","eMMC 5.1",,"LED flash, panorama, HDR","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity, compass","Non-removable Li-Po 2850 mAh battery","Fast charging 20W, 75% in 30 min (advertised)  VOOC","Gold, Rose Gold","About 350 EUR",,,"X9009, R9m",,,"No",,,"Basemark OS II 2.0: 1092Basemark X: 6204","Contrast ratio: Infinite (nominal), 3.709 (sunlight)","Photo / Video","Voice 67dB / Noise 71dB / Ring 66dB","Endurance rating 74h",,,,"Noise -93.3dB / Crosstalk -94.1dB","13 MP, f/2.2, PDAF",,,,,,,
"Oppo","F1","GSM / HSPA / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41",,"HSPA, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, January","143.5 x 71 x 7.3 mm (5.65 x 2.80 x 0.29 in)","134 g (4.73 oz)","Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Corning Gorilla Glass 4",,"Android 5.1 (Lollipop); ColorOS 2.1","Qualcomm MSM8939v2 Snapdragon 616 (28 nm)","Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSDXC (uses shared SIM slot)","16GB 3GB RAM","eMMC 4.5",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.0, 1/4""",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Po 2500 mAh battery",,"White/Gold","About 230 EUR",,,"F1f, F1w, F1fw, F1",,,"FM radio",,,"Basemark OS II 2.0: 961Basemark X: 5314","Contrast ratio: 897 (nominal), 2.53(sunlight)","Photo / Video",,"Endurance rating 58h",,,"0.13 W/kg (head)     0.34 W/kg (body)   �",,"13 MP, f/2.2, PDAF",,,,,,,
"Oppo","A53","GSM / HSPA / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 38, 39, 40, 41",,"HSPA, LTE","2015, November","Available. Released 2015, December","153 x 77 x 7.4 mm (6.02 x 3.03 x 0.29 in)","165 g (5.82 oz)",,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~70.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,"Android 5.1 (Lollipop); ColorOS 2.1","Qualcomm MSM8939v2 Snapdragon 616 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSDXC (uses shared SIM slot)","16GB 2GB RAM","eMMC 4.5",,"LED flash, HDR, panorama","1080p@30fps","5 MP",,,"Yes","Yes","Wi-Fi 802.11 b/g/n","4.0, A2DP","Yes, with A-GPS","Yes","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Ion 3075 mAh battery",,"White/Gold","About 200 EUR","TD-SCDMA",,,,,"FM radio",,,,,,,,,,,,"13 MP, AF",,,,,,,
"Oppo","A33","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 38, 39, 40, 41",,"HSPA, LTE","2015, November","Available. Released 2015, November","142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in)","146 g (5.15 oz)",,"Dual SIM (Nano-SIM/ Micro-SIM)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,,"Android 5.1 (Lollipop); ColorOS 2.1","Qualcomm MSM8916 Snapdragon 410 (28 nm)","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSDXC (dedicated slot)","16GB 2GB RAM","eMMC 4.5",,"LED flash, HDR, panorama","1080p@30fps","5 MP",,"720p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Po 2400 mAh battery",,"White","About 240 EUR","TD-SCDMA",,,,,"FM radio",,,,,,,,,,,,"8 MP, 1/3.2"", 1.4µm, AF","Up to 250 h (3G)","Up to 8 h (3G)",,,,,
