brand,phone_name,phone_price,phone_image,available_status,average_rating,battery_rating,camera_rating,design_rating,performance_rating,connectivity_rating,user_rating,cpu,density,diagonal,processor_model,resolution,screen_type,size,usable_surface,weight,aspect_ratio
Oppo,Oppo RX17 Pro,441,//cdn-files.kimovil.com/phone_front/0002/54/thumb_153172_phone_front_x_small.jpeg,On Sale,7.6,6.3,7.4,8.1,7.5,8.5,0,"Qualcomm® Kryo™ 360 CPU, Octa",403 ppi Very high density,6.4,Qualcomm Snapdragon 710,1080 x 2340 px,Amoled,74.6 mm  157.6 mm  7.9 mm,85%,183 g,19:09
Oppo,Oppo A7x,243,//cdn-files.kimovil.com/phone_front/0002/58/thumb_157375_phone_front_x_small.jpeg,On Sale,6.9,7.7,6.1,7.5,6.8,6.3,0,4x 2.00GHz ARM Cortex A73 + 4x 2.00GHz ARM Cortex A53,409 ppi Very high density,6.3,MediaTek Helio P60 MT6771,1080 x 2340 px,Amoled,74.0 mm  156.7 mm  8.0 mm,84%,169 g,19:09
Oppo,Oppo K1,308,//cdn-files.kimovil.com/phone_front/0002/62/thumb_161652_phone_front_x_small.jpeg,On Sale,6.6,5.9,6.7,7.9,6.8,5.8,0,4x Kryo 260 2.2 Ghz,403 ppi Very high density,6.4,Qualcomm Snapdragon 660 MSM8976 Plus,1080 x 2340 px,Oled,75.5 mm  158.3 mm  7.4 mm,84%,156 g,19:09
Oppo,Oppo R15x,338,//cdn-files.kimovil.com/phone_front/0002/64/thumb_163775_phone_front_x_small.jpeg,On Sale,6.4,6.1,5.4,7.4,7.1,6.1,0,4x Kryo 260 2.2 Ghz,403 ppi Very high density,6.4,Qualcomm Snapdragon 660 MSM8976 Plus,1080 x 2340 px,Amoled,75.5 mm  158.3 mm  7.4 mm,84%,190 g,19.5:9
Oppo,Oppo RX17 Neo,334,//cdn-files.kimovil.com/phone_front/0002/70/thumb_169458_phone_front_x_small.jpeg,On Sale,7,6.1,6.3,8.1,6.9,7.5,0,4x Kryo 260 2.2 Ghz,403 ppi Very high density,6.4,Qualcomm Snapdragon 660 MSM8976 Plus,1080 x 2340 px,Oled,75.5 mm  158.3 mm  7.4 mm,84%,156 g,19.5:9
Oppo,Oppo Reno 10X Zoom,646,//cdn-files.kimovil.com/phone_front/0003/02/thumb_201906_phone_front_x_small.jpeg,On Sale,8.4,7.5,8.8,8.5,8.5,8.8,0,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,388 ppi High Density,6.6,Qualcomm Snapdragon 855,1080 x 2340 px,Amoled,77.2 mm  162.0 mm  9.3 mm,85%,210 g,19.5:9
Oppo,Oppo Reno,323,//cdn-files.kimovil.com/phone_front/0003/01/thumb_200433_phone_front_x_small.jpeg,On Sale,7.7,6.4,8.1,8.7,7.6,7.8,0,"Qualcomm® Kryo™ 360 CPU, Octa",403 ppi Very high density,6.4,Qualcomm Snapdragon 710,1080 x 2340 px,Amoled,74.3 mm  156.6 mm  9.0 mm,86%,185 g,19.5:9
Oppo,Oppo A9 2020,427,//cdn-files.kimovil.com/phone_front/0003/05/thumb_204947_phone_front_x_small.jpeg,On Sale,7.1,6.9,6.8,7.7,7.4,6.9,0,4x 2.1GHz ARM Cortex A73 + 4x 2.0GHz ARM Cortex A53,395 ppi High Density,6.53,MediaTek Helio P70,1080 x 2340 px,LCD IPS,76.2 mm  162.3 mm  8.4 mm,84%,190 g,19.5:9
Oppo,Oppo A9X,310,//cdn-files.kimovil.com/phone_front/0003/10/thumb_209313_phone_front_x_small.jpeg,On Sale,7.1,6.9,7.3,7.7,7.4,6.1,0,4x 2.1GHz ARM Cortex A73 + 4x 2.0GHz ARM Cortex A53,395 ppi High Density,6.53,MediaTek Helio P70,1080 x 2340 px,LCD IPS,76.2 mm  162.3 mm  8.4 mm,84%,190 g,19.5:9
Oppo,Oppo K3,332,//cdn-files.kimovil.com/phone_front/0003/11/thumb_210753_phone_front_x_small.jpeg,On Sale,6.6,6.4,5.5,7.7,7.5,5.8,0,"Qualcomm® Kryo™ 360 CPU, Octa",396 ppi High Density,6.5,Qualcomm Snapdragon 710,1080 x 2340 px,Amoled,76.0 mm  161.2 mm  9.4 mm,84%,191 g,19.5:9
Oppo,Oppo Reno Z,477,//cdn-files.kimovil.com/phone_front/0003/13/thumb_212487_phone_front_x_small.jpeg,On Sale,7.7,7.3,7.8,7.8,7.7,8,0,2x2.2 GHz ARM Cortex,403 ppi Very high density,6.4,MediaTek Helio P90 (MT6779),1080 x 2340 px,Amoled,74.9 mm  157.3 mm  9.1 mm,85%,186 g,19.5:9
Oppo,Oppo Reno 2Z,303,//cdn-files.kimovil.com/phone_front/0003/40/thumb_239073_phone_front_x_small.jpeg,On Sale,7.3,7,8.1,7.7,7.8,5.7,0,2x2.2 GHz ARM Cortex,396 ppi High Density,6.5,MediaTek Helio P90 (MT6779),1080 x 2340 px,Amoled,75.8 mm  161.8 mm  8.7 mm,83%,195 g,19.5:9
Oppo,Oppo A5 2020,182,//cdn-files.kimovil.com/phone_front/0003/47/thumb_246629_phone_front_x_small.jpeg,On Sale,7.1,8.6,6.3,6.8,6.6,7,0,4x2.0 GHz Kryo 260 + 4x 1.7 GHz Kryo 260,270 ppi Medium Density,6.5,Qualcomm Snapdragon 665,720 x 1600 px,LCD IPS,75.6 mm  163.6 mm  9.1 mm,82%,195 g,20:09
Oppo,Oppo A9,225,//cdn-files.kimovil.com/phone_front/0003/47/thumb_246618_phone_front_x_small.jpeg,On Sale,7.5,8.6,6.9,6.8,7.3,7.9,0,4x2.0 GHz Kryo 260 + 4x 1.7 GHz Kryo 260,270 ppi Medium Density,6.5,Qualcomm Snapdragon 665,720 x 1600 px,LCD IPS,75.6 mm  163.6 mm  9.1 mm,82%,195 g,20:09
Oppo,Oppo A11x,330,//cdn-files.kimovil.com/phone_front/0003/77/thumb_276588_phone_front_x_small.png,On Sale,7.2,8.7,7,6.7,7.5,6,0,4x2.0 GHz Kryo 260 + 4x 1.7 GHz Kryo 260,270 ppi Medium Density,6.5,Qualcomm Snapdragon 665,720 x 1600 px,LCD,75.6 mm  163.6 mm  9.1 mm,82%,195 g,20:09
Oppo,Oppo Reno Ace,420,//cdn-files.kimovil.com/phone_front/0003/54/thumb_253273_phone_front_x_small.jpeg,On Sale,8.1,7.1,8.3,8.1,8.6,8.4,0,1x 2.96 GHz Kryo 485,405 ppi Very high density,6.5,Qualcomm Snapdragon 855 Plus,1080 x 2400 px,Oled,75.7 mm  161.0 mm  8.7 mm,83%,199 g,20:09
Oppo,Oppo A11,194,//cdn-files.kimovil.com/phone_front/0003/77/thumb_276631_phone_front_x_small.jpeg,On Sale,7,8.7,6.6,6.7,7.3,5.5,0,4x2.0 GHz Kryo 260 + 4x 1.7 GHz Kryo 260,270 ppi Medium Density,6.5,Qualcomm Snapdragon 665,720 x 1600 px,LCD IPS,75.6 mm  163.6 mm  9.1 mm,82%,195 g,20:09
Oppo,Oppo Reno 3 Pro,549,//cdn-files.kimovil.com/phone_front/0003/89/thumb_288691_phone_front_x_small.jpeg,On Sale,8.3,7.4,9,9,8.1,8.1,0,1x Cortex,405 ppi Very high density,6.5,Qualcomm Snapdragon 765G,1080 x 2400 px,Oled,72.4 mm  159.4 mm  7.7 mm,88%,171 g,20:09
Oppo,Oppo Reno 3,357,//cdn-files.kimovil.com/phone_front/0003/89/thumb_288686_phone_front_x_small.jpeg,On Sale,7.5,7.4,7.8,7.5,8.3,6.4,0,4x Cortex A77 2.6GHz + 4x Cortex A55 2.0G,409 ppi Very high density,6.44,MediaTek MT6885 Dimensity 1000L,1080 x 2400 px,Amoled,74.3 mm  160.3 mm  7.9 mm,84%,181 g,20:09
Oppo,Oppo A91,279,//cdn-files.kimovil.com/phone_front/0003/91/thumb_290551_phone_front_x_small.jpeg,On Sale,6.9,7.1,6.8,7.5,7.1,6,0,4x 2.1GHz ARM Cortex,411 ppi Very high density,6.4,MediaTek Helio P70 (MT6771V/CT),1080 x 2400 px,Amoled,73.3 mm  160.2 mm  7.9 mm,84%,172 g,20:09
Oppo,Oppo A8,194,//cdn-files.kimovil.com/phone_front/0003/91/thumb_290577_phone_front_x_small.jpeg,On Sale,6.3,7.6,5.5,6.6,6.5,5.2,0,4×Cortex A53 2.3GHz+4×Cortex A53 1.8GHz,270 ppi Medium Density,6.5,MediaTek Helio P35 MT6765,720 x 1600 px,LCD IPS,75.5 mm  163.9 mm  8.3 mm,82%,180 g,20:09
Oppo,Oppo Rеnо 3 Vitаlity Еditiоn,430,//cdn-files.kimovil.com/phone_front/0004/22/thumb_321540_phone_front_x_small.jpeg,Presell,7.9,7.4,8.8,7.4,8.1,7.6,0,1x Cortex,411 ppi Very high density,6.4,Qualcomm Snapdragon 765G,1080 x 2400 px,Oled,74.3 mm  160.3 mm  8.0 mm,83%,180 g,20:09
Oppo,Oppo Reno Ace 2,614,//cdn-files.kimovil.com/phone_front/0004/48/thumb_347964_phone_front_x_small.jpeg,Presell,8.4,7.5,8.2,8.8,9.1,8.3,0,Kryo 585 1x Cortex,402 ppi Very high density,6.55,Qualcomm Snapdragon 865,1080 x 2400 px,Oled,75.4 mm  160.0 mm  8.6 mm,85%,185 g,20:09
Nokia,Nokia Lumia 930,346,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1814_phone_front_x_small.jpeg,On Sale,4.1,2.9,4.7,3.4,3.6,5.9,0,Krait 400,441 ppi Very high density,5,Qualcomm Snapdragon 800 MSM8974AA,1080 x 1920 px,Amoled,71.0 mm  137.0 mm  9.8 mm,70%,167 g,16:09
Nokia,Nokia Lumia 635,85,//cdn-files.kimovil.com/phone_front/0001/01/thumb_977_phone_front_x_small.jpeg,On Sale,2.6,2.1,2.8,2.9,1.9,3.5,0,ARM Cortex,218 ppi Medium Density,4.5,Qualcomm Snapdragon 400 MSM8926,480 x 854 px,LCD IPS,66.7 mm  129.5 mm  9.2 mm,64%,134 g,16:09
Nokia,Nokia Lumia 530,85,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1661_phone_front_x_small.jpeg,On Sale,2.2,1.7,2.8,2,1.9,2.7,0,ARM Cortex,245 ppi Medium Density,4,Qualcomm Snapdragon 200 MSM8212,480 x 854 px,LCD IPS,62.3 mm  119.7 mm  11.7 mm,59%,129 g,16:09
Nokia,Nokia 3,129,//cdn-files.kimovil.com/phone_front/0001/61/thumb_60052_phone_front_x_small.jpeg,On Sale,4.6,3.7,4.1,5.1,4,6.2,0,4x ARM Cortex,294 ppi Medium Density,5,MediaTek MT6737 (1.3Ghz),720 x 1280 px,LCD IPS,71.4 mm  143.4 mm  8.7 mm,67%,140 g,16:09
Nokia,Nokia 5,224,//cdn-files.kimovil.com/phone_front/0001/61/thumb_60062_phone_front_x_small.jpeg,On Sale,5,4.3,4.5,4.9,4.6,6.6,0,4x1.4GHz ARM Cortex A53 + 4x1.1GHz ARM Cortex,282 ppi Medium Density,5.2,Qualcomm Snapdragon 430 MSM8937,720 x 1280 px,LCD IPS,72.5 mm  149.7 mm  8.6 mm,68%,159 g,16:09
Nokia,Nokia 2,92,//cdn-files.kimovil.com/phone_front/0002/21/thumb_120836_phone_front_x_small.jpeg,On Sale,4.8,7.6,2.6,6.2,2.4,5.4,0,ARM Cortex,294 ppi Medium Density,5,Qualcomm Snapdragon 212 MSM8909 v2,720 x 1280 px,LCD IPS,71.3 mm  143.5 mm  9.3 mm,67%,100 g,16:09
Nokia,Nokia 8 Sirocco,436,//cdn-files.kimovil.com/phone_front/0002/29/thumb_128606_phone_front_x_small.jpeg,On Sale,7.1,5.6,7.6,7.3,7.5,7.6,0,4x 2.45 GHz Kryo + 4x 2.15 GHz Kryo,534 ppi Very high density,5.5,Qualcomm Snapdragon 835,1440 x 2560 px,pOLED,73.0 mm  140.9 mm  7.5 mm,81%,180 g,16:09
Nokia,Nokia 1,111,//cdn-files.kimovil.com/phone_front/0002/29/thumb_128591_phone_front_x_small.jpeg,On Sale,3.3,2.8,3,2.9,3.3,4.5,0,ARM Cortex,218 ppi Medium Density,4.5,MediaTek MT6737M,480 x 854 px,LCD IPS,67.8 mm  133.6 mm  9.5 mm,61%,134 g,16:09
Nokia,Nokia 5.1,140,//cdn-files.kimovil.com/phone_front/0002/43/thumb_142290_phone_front_x_small.jpeg,On Sale,5.1,3.8,3.2,5.6,5.3,7.7,0,4x2.0 GHz ARM Cortex,439 ppi Very high density,5.5,MediaTek Helio P18 (MT6755S),1080 x 2160 px,LCD IPS,70.7 mm  151.1 mm  8.3 mm,73%,160 g,18:09
Nokia,Nokia 5.1 Plus,151,//cdn-files.kimovil.com/phone_front/0002/55/thumb_154429_phone_front_x_small.jpeg,On Sale,6,5.1,6.1,5.3,6.7,6.6,0,4x 2.00GHz ARM Cortex A73 + 4x 2.00GHz ARM Cortex A53,287 ppi Medium Density,5.86,MediaTek Helio P60 MT6771,720 x 1520 px,LCD IPS,72.0 mm  149.5 mm  8.1 mm,79%,160 g,19:09
Nokia,Nokia X7,319,//cdn-files.kimovil.com/phone_front/0003/08/thumb_207853_phone_front_x_small.jpeg,On Sale,7,6.1,8.1,6.9,7.1,6.8,0,"Qualcomm® Kryo™ 360 CPU, Octa",403 ppi Very high density,6.18,Qualcomm Snapdragon 710,1080 x 2246 px,LCD IPS,75.8 mm  154.8 mm  8.0 mm,82%,185 g,18:09
Nokia,Nokia 3.1 Plus,130,//cdn-files.kimovil.com/phone_front/0002/62/thumb_161794_phone_front_x_small.jpeg,On Sale,5.9,5.9,6.3,4.2,5.9,7,0,ARM Cortex,268 ppi Medium Density,6,MediaTek Helio P22 MT6762,720 x 1440 px,LCD IPS,76.4 mm  156.9 mm  8.2 mm,77%,180 g,18:09
Nokia,Nokia 3.2,136,//cdn-files.kimovil.com/phone_front/0002/93/thumb_192169_phone_front_x_small.jpeg,On Sale,5.6,7.5,3.9,5.5,6,5.2,0,4x ARM Cortex,269 ppi Medium Density,6.26,Qualcomm Snapdragon 429,720 x 1520 px,LCD IPS,76.2 mm  159.4 mm  8.6 mm,80%,181 g,19:09
Nokia,Nokia 4.2,92,//cdn-files.kimovil.com/phone_front/0002/93/thumb_192161_phone_front_x_small.jpeg,On Sale,5.4,4.7,4.9,4.6,6.2,6.4,0,4x1.95 GHz ARM Cortex,295 ppi Medium Density,5.71,Qualcomm Snapdragon 439,720 x 1520 px,LCD IPS,71.3 mm  149.0 mm  8.4 mm,76%,161 g,19:09
Nokia,Nokia 1 Plus,97,//cdn-files.kimovil.com/phone_front/0002/93/thumb_192154_phone_front_x_small.jpeg,On Sale,3.8,3.2,2.5,4.3,4.1,5,0,ARM Cortex,197 ppi Low Density,5.45,MediaTek MT6739WW,480 x 960 px,LCD IPS,70.4 mm  145.0 mm  8.6 mm,75%,138 g,18:09
Nokia,Nokia 9 Pureview,400,//cdn-files.kimovil.com/phone_front/0002/67/thumb_166687_phone_front_x_small.jpeg,On Sale,7,5.2,7.4,7,7.7,7.5,0,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,538 ppi Very high density,5.99,Qualcomm Snapdragon 845,1440 x 2880 px,pOLED,75.0 mm  155.0 mm  8.0 mm,79%,172 g,18:09
Nokia,Nokia X71,541,//cdn-files.kimovil.com/phone_front/0003/01/thumb_200413_phone_front_x_small.jpeg,On Sale,6.9,5.9,6.8,8.2,7.2,6.5,0,4x Kryo 260 2.2 Ghz,390 ppi High Density,6.39,Qualcomm Snapdragon 660 MSM8976 Plus,1080 x 2246 px,LCD IPS,76.5 mm  157.2 mm  8.0 mm,85%,180 g,18.5:9
Nokia,Nokia 2.2,119,//cdn-files.kimovil.com/phone_front/0003/14/thumb_213883_phone_front_x_small.jpeg,On Sale,4.8,5.2,3.9,4.6,5.3,5,0,ARM Cortex,295 ppi Medium Density,5.71,MediaTek Helio A22 (MT6761),720 x 1520 px,LCD IPS,70.6 mm  146.0 mm  9.3 mm,79%,153 g,19:09
Nokia,Nokia 6.2,238,//cdn-files.kimovil.com/phone_front/0003/44/thumb_243919_phone_front_x_small.jpeg,On Sale,6.2,6,4.6,6.7,6.6,7.3,0,4x Kryo 260 1.8 GHz+ 4x Kryo 260 1.6 GHz,409 ppi Very high density,6.3,Qualcomm Snapdragon 636,1080 x 2340 px,LCD IPS,75.2 mm  159.9 mm  8.3 mm,81%,180 g,19.5:9
Nokia,Nokia 7.2,311,//cdn-files.kimovil.com/phone_front/0003/44/thumb_243893_phone_front_x_small.jpeg,On Sale,6.7,5.9,5.8,6.8,6.9,7.9,0,4x Kryo 260 2.2 Ghz,409 ppi Very high density,6.3,Qualcomm Snapdragon 660 MSM8976 Plus,1080 x 2340 px,LCD IPS,75.2 mm  159.9 mm  8.3 mm,81%,180 g,19.5:9
