brand,phone_name,phone_price,phone_image,available_status,average_rating,battery_rating,camera_rating,design_rating,performance_rating,connectivity_rating,user_rating,cpu,density,diagonal,processor_model,resolution,screen_type,size,usable_surface,weight,aspect_ratio
Huawei,Huawei P40 Lite E,190,//cdn-files.kimovil.com/phone_front/0004/50/thumb_349154_phone_front_x_small.jpeg,On Sale,6.8,7,6.5,6.7,7.3,6.6,0,4x 2.2 GHz ARM Cortex,269 ppi Medium Density,6.39,Huawei HiSilicon KIRIN 710F,720 x 1560 px,LCD IPS,76.1 mm  159.8 mm  8.1 mm,82%,176 g,19.5:9
Huawei,Huawei P30 Lite,206,//cdn-files.kimovil.com/phone_front/0002/97/thumb_196015_phone_front_x_small.jpeg,On Sale,6.7,5.7,6.8,7.7,6.9,6.5,0,4x2.2 GHz ARM Cortex,415 ppi Very high density,6.15,Huawei HiSilicon KIRIN 710,1080 x 2312 px,LCD IPS,72.7 mm  152.9 mm  7.4 mm,84%,159 g,19.5:9
Huawei,Huawei nova 3i,237,//cdn-files.kimovil.com/phone_front/0002/50/thumb_149467_phone_front_x_small.jpeg,On Sale,6.1,5.6,5.6,7.1,6.8,5.2,0,4x2.2 GHz ARM Cortex,409 ppi Very high density,6.3,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,75.2 mm  157.6 mm  7.6 mm,82%,169 g,19:09
Huawei,Huawei Y7 Prime 2018,155,//cdn-files.kimovil.com/phone_front/0002/38/thumb_137752_phone_front_x_small.jpeg,On Sale,5,4,5.3,4.9,4.8,6.1,0,4x1.4GHz ARM Cortex A53 + 4x1.1GHz ARM Cortex,269 ppi Medium Density,5.99,Qualcomm Snapdragon 430 MSM8937,720 x 1440 px,LCD IPS,76.7 mm  158.3 mm  7.8 mm,76%,155 g,18:09
Huawei,Huawei Honor 6,150,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1158_phone_front_x_small.jpeg,On Sale,4.9,4.5,6.1,5.5,5,3.6,0,4x1.7 GHz ARM Cortex,441 ppi Very high density,5,Huawei HiSilicon KIRIN 920,1080 x 1920 px,LCD IPS,69.7 mm  139.8 mm  7.5 mm,70%,135 g,16:09
Huawei,Huawei Honor 6 Plus,156,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2360_phone_front_x_small.jpeg,On Sale,5.6,5.9,6.2,5.5,4.8,5.4,0,4x1.8 GHz ARM Cortex,401 ppi Very high density,5.5,Huawei HiSilicon KIRIN 925,1080 x 1920 px,LCD IPS,75.7 mm  150.4 mm  7.5 mm,73%,165 g,16:09
Huawei,Huawei P8 Lite,134,//cdn-files.kimovil.com/phone_front/0001/05/thumb_4016_phone_front_x_small.jpeg,On Sale,4.2,2.4,6.1,3.6,4.2,4.7,0,"8x 1,2GHz Cortex A",294 ppi Medium Density,5,Huawei HiSilicon KIRIN 620,720 x 1280 px,LCD IPS,70.6 mm  143.0 mm  7.7 mm,68%,131 g,16:09
Huawei,Huawei P8 Max,193,//cdn-files.kimovil.com/phone_front/0001/05/thumb_4286_phone_front_x_small.jpeg,On Sale,5.8,7.7,7.1,5.3,4.5,4.2,0,4x2.2 GHz ARM Cortex,324 ppi High Density,6.8,Huawei HiSilicon KIRIN 935,1080 x 1920 px,LCD IPS,93.0 mm  182.7 mm  6.8 mm,75%,228 g,16:09
Huawei,Huawei Honor 7i,122,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5272_phone_front_x_small.jpeg,On Sale,4.6,4.5,4.5,5.5,3.8,4.5,0,4x1.5 GHz ARM Cortex,424 ppi Very high density,5.2,Qualcomm Snapdragon 616 MSM8952,1080 x 1920 px,LCD IPS,71.2 mm  141.6 mm  7.8 mm,74%,160 g,16:09
Huawei,Huawei GX8,167,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5882_phone_front_x_small.jpeg,On Sale,5.2,3.9,6.3,5.4,4.3,6,0,4x1.7 GHz ARM Cortex,401 ppi Very high density,5.5,Qualcomm Snapdragon 616 MSM8939v2,1080 x 1920 px,LCD IPS,76.5 mm  152.0 mm  7.5 mm,71%,167 g,16:09
Huawei,Huawei Nexus 6P,311,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5825_phone_front_x_small.jpeg,On Sale,6.6,5.7,7,6.4,5.9,7.9,0,4x2.0 GHz ARM Cortex,515 ppi Very high density,5.7,Qualcomm Snapdragon 810 MSM8994 V2.1,1440 x 2560 px,Amoled,77.8 mm  159.3 mm  7.3 mm,72%,178 g,16:09
Huawei,Huawei Honor 5X,130,//cdn-files.kimovil.com/phone_front/0001/07/thumb_6244_phone_front_x_small.jpeg,On Sale,4.6,3.9,6.1,4.6,4.2,4,0,4x1.7 GHz ARM Cortex,401 ppi Very high density,5.5,Qualcomm Snapdragon 616 MSM8939v2,1080 x 1920 px,LCD IPS,76.3 mm  151.3 mm  8.2 mm,72%,158 g,16:09
Huawei,Huawei Enjoy 5,150,//cdn-files.kimovil.com/phone_front/0001/07/thumb_6103_phone_front_x_small.jpeg,On Sale,4.4,7.4,4.6,2.6,3.6,3.9,0,ARM Cortex,294 ppi Medium Density,5,MediaTek MT6735,720 x 1280 px,LCD IPS,71.8 mm  143.1 mm  9.7 mm,67%,160 g,16:09
Huawei,Huawei Mate 8,226,//cdn-files.kimovil.com/phone_front/0001/07/thumb_6840_phone_front_x_small.jpeg,On Sale,7,6.7,7.3,6.6,6.5,8.1,0,4x 2.3 GHz ARM Cortex,367 ppi High Density,6,Huawei HiSilicon KIRIN 950,1080 x 1920 px,LCD IPS,80.6 mm  157.1 mm  7.9 mm,78%,185 g,16:09
Huawei,Huawei Enjoy 5S,117,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7262_phone_front_x_small.jpeg,On Sale,3.7,2.3,4.5,4.1,3.7,3.8,0,ARM Cortex,294 ppi Medium Density,5,MediaTek MT6753T,720 x 1280 px,LCD IPS,71.0 mm  143.0 mm  7.6 mm,68%,135 g,16:09
Huawei,Huawei Y6 Pro,214,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5841_phone_front_x_small.jpeg,On Sale,4.2,7.4,4.5,2.6,3.6,2.8,0,ARM Cortex,294 ppi Medium Density,5,MediaTek MT6735,720 x 1280 px,LCD IPS,71.8 mm  143.1 mm  9.7 mm,67%,160 g,16:09
Huawei,Huawei P9 Lite,145,//cdn-files.kimovil.com/phone_front/0001/16/thumb_15035_phone_front_x_small.jpeg,On Sale,5.3,4.6,6.1,5.2,5.2,5.2,0,4x 2.0 GHz ARM Cortex A53 + 4x 1.7 GHz ARM Cortex A53,424 ppi Very high density,5.2,Huawei HiSilicon KIRIN 650,1080 x 1920 px,LCD IPS,72.6 mm  146.8 mm  7.5 mm,70%,139 g,16:09
Huawei,Huawei P9 Plus,987,//cdn-files.kimovil.com/phone_front/0001/13/thumb_12665_phone_front_x_small.jpeg,On Sale,6.6,5.8,7,5.7,6.4,7.9,0,4x 2.5 GHz ARM Cortex,400 ppi Very high density,5.5,Huawei HiSilicon KIRIN 955,1080 x 1920 px,Amoled,75.3 mm  152.3 mm  6.9 mm,72%,162 g,16:09
Huawei,Huawei P9,217,//cdn-files.kimovil.com/phone_front/0001/13/thumb_12663_phone_front_x_small.jpeg,On Sale,6.2,4.4,7,6.6,6.5,6.7,0,4x 2.5 GHz ARM Cortex,424 ppi Very high density,5.2,Huawei HiSilicon KIRIN 955,1080 x 1920 px,LCD IPS,70.9 mm  145.0 mm  6.9 mm,72%,144 g,16:09
Huawei,Huawei Honor 5C,83,//cdn-files.kimovil.com/phone_front/0001/16/thumb_15402_phone_front_x_small.jpeg,On Sale,4.5,4.6,4.6,4.9,5,3.6,0,4x 2.0 GHz ARM Cortex A53 + 4x 1.7 GHz ARM Cortex A53,424 ppi Very high density,5.2,Huawei HiSilicon KIRIN 650,1080 x 1920 px,LCD IPS,73.8 mm  147.1 mm  8.3 mm,68%,156 g,16:09
Huawei,Huawei G9 Lite,135,//cdn-files.kimovil.com/phone_front/0001/16/thumb_15035_phone_front_x_small.jpeg,On Sale,4.9,4.1,6.1,5,4.5,4.7,0,4x1.5 GHz ARM Cortex,424 ppi Very high density,5.2,Qualcomm Snapdragon 617 MSM8952,1080 x 1920 px,LCD IPS,72.6 mm  146.8 mm  7.5 mm,70%,139 g,16:09
Huawei,Huawei Y3 II,111,//cdn-files.kimovil.com/phone_front/0001/31/thumb_30831_phone_front_x_small.jpeg,On Sale,2.9,2.8,2.8,2.1,2.8,3.9,0,ARM Cortex,218 ppi Medium Density,4.5,MediaTek MT6735M,480 x 854 px,LCD,66.7 mm  134.2 mm  9.9 mm,62%,150 g,16:09
Huawei,Huawei Honor Note 8,195,//cdn-files.kimovil.com/phone_front/0001/33/thumb_32466_phone_front_x_small.jpeg,On Sale,6.5,7.8,7.2,5.2,6.8,5.7,0,4x 2.5 GHz ARM Cortex,445 ppi Very high density,6.6,Huawei HiSilicon KIRIN 955,1440 x 2560 px,Super Amoled,90.9 mm  178.8 mm  7.2 mm,74%,219 g,16:09
Huawei,Huawei Nova Plus,329,//cdn-files.kimovil.com/phone_front/0001/37/thumb_36072_phone_front_x_small.jpeg,On Sale,5.4,5.7,4.6,5.5,5.2,6.2,0,ARM Cortex,401 ppi Very high density,5.5,Qualcomm Snapdragon 625 MSM8953,1080 x 1920 px,LCD IPS,75.7 mm  151.8 mm  7.3 mm,72%,160 g,16:09
Huawei,Huawei Honor 6X,109,//cdn-files.kimovil.com/phone_front/0001/42/thumb_41646_phone_front_x_small.jpeg,On Sale,5.3,5.6,5.2,4.8,5.4,5.7,0,4x 2.1 GHz ARM Cortex A53 + 4x 1.7 GHz ARM Cortex A53,401 ppi Very high density,5.5,Huawei HiSilicon Kirin 655,1080 x 1920 px,LCD IPS,76.2 mm  150.9 mm  8.2 mm,72%,162 g,16:09
Huawei,Huawei Enjoy 6,100,//cdn-files.kimovil.com/phone_front/0001/43/thumb_42980_phone_front_x_small.jpeg,On Sale,5.1,7,4.3,5.6,4.6,4.1,0,4x1.5 GHz ARM Cortex,293 ppi Medium Density,5,MediaTek MT6750,720 x 1280 px,Amoled,70.4 mm  143.2 mm  7.9 mm,68%,145 g,16:09
Huawei,Huawei Mate 9,745,//cdn-files.kimovil.com/phone_front/0001/44/thumb_43696_phone_front_x_small.jpeg,On Sale,7.1,6.7,7.2,6.5,7.1,7.9,0,4x 2.4 GHz ARM Cortex,373 ppi High Density,5.9,Huawei HiSilicon KIRIN 960,1080 x 1920 px,LCD IPS,78.9 mm  156.9 mm  7.9 mm,77%,189 g,16:09
Huawei,Huawei Mate 9 Pro,312,//cdn-files.kimovil.com/phone_front/0001/54/thumb_53690_phone_front_x_small.jpeg,On Sale,7.3,6.7,7.2,7,7,8.5,0,4x 2.4 GHz ARM Cortex,498 ppi Very high density,5.5,Huawei HiSilicon KIRIN 960,1440 x 2560 px,Amoled,75.0 mm  152.0 mm  7.5 mm,73%,169 g,16:09
Huawei,Huawei Honor Magic,282,//cdn-files.kimovil.com/phone_front/0001/50/thumb_49598_phone_front_x_small.jpeg,On Sale,5.7,3.9,5.3,5.3,6,8.1,0,4x 2.3 GHz ARM Cortex,578 ppi Very high density,5.1,Huawei HiSilicon KIRIN 950,1440 x 2560 px,Amoled,69.9 mm  146.1 mm  7.8 mm,70%,145 g,16:09
Huawei,Huawei P9 Lite 2017,180,//cdn-files.kimovil.com/phone_front/0001/70/thumb_69767_phone_front_x_small.jpeg,On Sale,5.5,4.5,6,5.4,5.3,6.1,0,4x 2.1 GHz ARM Cortex A53 + 4x 1.7 GHz ARM Cortex A53,424 ppi Very high density,5.2,Huawei HiSilicon Kirin 655,1080 x 1920 px,LCD IPS,72.9 mm  147.2 mm  7.6 mm,69%,147 g,16:09
Huawei,Huawei P8 Lite 2017,162,//cdn-files.kimovil.com/phone_front/0001/57/thumb_56407_phone_front_x_small.jpeg,On Sale,5.2,4.5,5.2,5.4,5.4,5.6,0,4x 2.1 GHz ARM Cortex A53 + 4x 1.7 GHz ARM Cortex A53,424 ppi Very high density,5.2,Huawei HiSilicon Kirin 655,1080 x 1920 px,LCD IPS,72.9 mm  147.2 mm  7.6 mm,69%,147 g,16:09
Huawei,Huawei Honor V9,243,//cdn-files.kimovil.com/phone_front/0001/60/thumb_59008_phone_front_x_small.jpeg,On Sale,6.4,6.7,5.9,5.8,7,6.8,0,4x 2.4 GHz ARM Cortex,515 ppi Very high density,5.7,Huawei HiSilicon KIRIN 960,1440 x 2560 px,LCD IPS,77.5 mm  157.0 mm  7.0 mm,73%,184 g,16:09
Huawei,Huawei P10 Plus,248,//cdn-files.kimovil.com/phone_front/0001/60/thumb_59753_phone_front_x_small.jpeg,On Sale,6.9,6.3,6.9,6.1,7.2,8.1,0,4x 2.4 GHz ARM Cortex,534 ppi Very high density,5.5,Huawei HiSilicon KIRIN 960,1440 x 2560 px,LTPS LCD,74.2 mm  153.5 mm  7.0 mm,73%,165 g,16:09
Huawei,Huawei P10,242,//cdn-files.kimovil.com/phone_front/0001/60/thumb_59665_phone_front_x_small.jpeg,On Sale,7,5.3,7.8,6.8,7.1,8,0,4x 2.4 GHz ARM Cortex,432 ppi Very high density,5.1,Huawei HiSilicon KIRIN 960,1080 x 1920 px,LCD IPS,69.3 mm  145.3 mm  7.1 mm,71%,143 g,16:09
Huawei,Huawei P10 Lite,120,//cdn-files.kimovil.com/phone_front/0001/64/thumb_63870_phone_front_x_small.jpeg,On Sale,5.3,4.1,4.3,5.6,6.2,6.2,0,2.10 GHz (8x Cortex),424 ppi Very high density,5.2,Huawei HiSilicon KIRIN 658,1080 x 1920 px,LCD IPS,72.0 mm  146.5 mm  7.2 mm,70%,146 g,16:09
Huawei,Huawei Enjoy 7 Plus,139,//cdn-files.kimovil.com/phone_front/0001/68/thumb_67127_phone_front_x_small.jpeg,On Sale,4.8,6.6,4.4,3.8,5.1,4.1,0,8x1.4GHz ARM Cortex A53,267 ppi Medium Density,5.5,Qualcomm Snapdragon 435 MSM8940,720 x 1280 px,LCD IPS,76.4 mm  153.6 mm  8.4 mm,71%,165 g,16:09
Huawei,Huawei Y7,80,//cdn-files.kimovil.com/phone_front/0001/75/thumb_74645_phone_front_x_small.jpeg,On Sale,4.7,6.6,4.4,4.1,4.7,3.7,0,8x1.4GHz ARM Cortex A53,267 ppi Medium Density,5.5,Qualcomm Snapdragon 435 MSM8940,720 x 1280 px,LCD IPS,76.4 mm  153.6 mm  8.4 mm,71%,165 g,16:09
Huawei,Huawei Nova Young,77,//cdn-files.kimovil.com/phone_front/0001/82/thumb_81648_phone_front_x_small.jpeg,On Sale,4.4,4.9,4.6,3.6,4.6,4.5,0,ARM Cortex,294 ppi Medium Density,5,MediaTek MT6737T,720 x 1280 px,LCD IPS,72.0 mm  144.0 mm  8.4 mm,66%,150 g,16:09
Huawei,Huawei Nova 2 Plus,230,//cdn-files.kimovil.com/phone_front/0001/75/thumb_74333_phone_front_x_small.jpeg,On Sale,5.5,5.6,5.6,5.4,6.2,4.8,0,4x2.36 GHz ARM Cortex,401 ppi Very high density,5.5,Huawei HiSilicon KIRIN 659,1080 x 1920 px,LCD IPS,74.9 mm  153.9 mm  6.9 mm,72%,169 g,16:09
Huawei,Huawei Nova 2,189,//cdn-files.kimovil.com/phone_front/0001/72/thumb_71449_phone_front_x_small.jpeg,On Sale,5.4,4.3,6.7,5.2,5.9,5,0,4x2.36 GHz ARM Cortex,441 ppi Very high density,5,Huawei HiSilicon KIRIN 659,1080 x 1920 px,LCD IPS,68.9 mm  142.2 mm  6.9 mm,70%,143 g,16:09
Huawei,Huawei Y7 Prime,134,//cdn-files.kimovil.com/phone_front/0001/79/thumb_78117_phone_front_x_small.jpeg,On Sale,5.1,6.6,4.3,4.2,5.1,5.4,0,8x1.4GHz ARM Cortex A53,267 ppi Medium Density,5.5,Qualcomm Snapdragon 435 MSM8940,720 x 1280 px,LCD IPS,76.4 mm  153.6 mm  8.4 mm,71%,165 g,16:09
Huawei,Huawei Honor 9,211,//cdn-files.kimovil.com/phone_front/0001/74/thumb_73389_phone_front_x_small.jpeg,On Sale,6.1,5.3,6.4,5,7.2,6.8,0,4x 2.4 GHz ARM Cortex,428 ppi Very high density,5.15,Huawei HiSilicon KIRIN 960,1080 x 1920 px,LCD IPS,70.9 mm  147.3 mm  7.5 mm,70%,155 g,16:09
Huawei,Huawei Enjoy 7,100,//cdn-files.kimovil.com/phone_front/0001/78/thumb_77340_phone_front_x_small.jpeg,On Sale,4.7,5.1,4.5,4.8,4.2,4.7,0,ARM Cortex,294 ppi Medium Density,5,Qualcomm Snapdragon 425 MSM8917,720 x 1280 px,LCD IPS,71.0 mm  143.5 mm  8.1 mm,67%,145 g,16:09
Huawei,Huawei Y6 2017,110,//cdn-files.kimovil.com/phone_front/0001/78/thumb_77508_phone_front_x_small.jpeg,On Sale,4.3,4.9,4.6,3.3,4.3,4.4,0,ARM Cortex,294 ppi Medium Density,5,MediaTek MT6737T,720 x 1280 px,LCD IPS,72.0 mm  143.8 mm  8.4 mm,66%,150 g,16:09
Huawei,Huawei Honor V9 Play,150,//cdn-files.kimovil.com/phone_front/0001/87/thumb_86316_phone_front_x_small.jpeg,On Sale,4.8,4.3,4.6,5,5,5.3,0,4x1.5 GHz ARM Cortex,282 ppi Medium Density,5.2,MediaTek MT6750,720 x 1280 px,LCD IPS,73.2 mm  147.9 mm  7.7 mm,69%,145 g,16:09
Huawei,Huawei Maimang 6,202,//cdn-files.kimovil.com/phone_front/0001/94/thumb_93471_phone_front_x_small.jpeg,On Sale,5.9,5.5,6.4,5.3,5.9,6.5,0,4x2.36 GHz ARM Cortex,409 ppi Very high density,5.9,Huawei HiSilicon KIRIN 659,1080 x 2160 px,LCD IPS,75.2 mm  156.2 mm  7.5 mm,76%,164 g,18:09
Huawei,Huawei Mate 10 Lite,215,//cdn-files.kimovil.com/phone_front/0001/98/thumb_97001_phone_front_x_small.jpeg,On Sale,5.7,5.5,6.4,5.7,6.3,4.7,0,4x2.36 GHz ARM Cortex,409 ppi Very high density,5.9,Huawei HiSilicon KIRIN 659,1080 x 2160 px,LCD IPS,75.2 mm  156.2 mm  7.5 mm,76%,164 g,18:09
Huawei,Huawei Mate 10 Pro,383,//cdn-files.kimovil.com/phone_front/0001/97/thumb_96217_phone_front_x_small.jpeg,On Sale,7.6,7.1,7.7,7.3,7.7,8.2,0,4x 2.4 GHz ARM Cortex,402 ppi Very high density,6,Huawei HiSilicon KIRIN 970,1080 x 2160 px,Oled,74.5 mm  154.2 mm  7.9 mm,80%,178 g,18:09
Huawei,Huawei Mate 10,310,//cdn-files.kimovil.com/phone_front/0001/97/thumb_96192_phone_front_x_small.jpeg,On Sale,7.7,7,7.7,7.7,7.7,8.4,0,4x 2.4 GHz ARM Cortex,498 ppi Very high density,5.9,Huawei HiSilicon KIRIN 970,1440 x 2560 px,LCD IPS,77.8 mm  150.5 mm  8.2 mm,82%,186 g,16:09
Huawei,Huawei Honor 7x,191,//cdn-files.kimovil.com/phone_front/0001/96/thumb_95773_phone_front_x_small.jpeg,On Sale,5.4,5.5,5.3,5.7,5.9,4.8,0,4x2.36 GHz ARM Cortex,407 ppi Very high density,5.93,Huawei HiSilicon KIRIN 659,1080 x 2160 px,LCD IPS,75.3 mm  156.5 mm  7.6 mm,77%,165 g,18:09
Huawei,Huawei Honor 6C Pro,157,//cdn-files.kimovil.com/phone_front/0002/07/thumb_106449_phone_front_x_small.jpeg,On Sale,4.6,4.3,4.4,4.7,5.1,4.5,0,4x1.5 GHz ARM Cortex,282 ppi Medium Density,5.2,MediaTek MT6750,720 x 1280 px,LCD IPS,73.2 mm  147.9 mm  7.7 mm,69%,145 g,16:09
Huawei,Huawei Honor V10,298,//cdn-files.kimovil.com/phone_front/0002/11/thumb_110202_phone_front_x_small.jpeg,On Sale,6.6,6.4,5.8,6,7.7,6.9,0,4x 2.4 GHz ARM Cortex,403 ppi Very high density,5.99,Huawei HiSilicon KIRIN 970,1080 x 2160 px,LCD IPS,75.0 mm  157.0 mm  7.0 mm,78%,172 g,18:09
Huawei,Huawei Honor 9 Lite,156,//cdn-files.kimovil.com/phone_front/0002/17/thumb_116243_phone_front_x_small.jpeg,On Sale,5.4,4.3,5.9,5.8,5.8,5.2,0,4x2.36 GHz ARM Cortex,427 ppi Very high density,5.65,Huawei HiSilicon KIRIN 659,1080 x 2160 px,LCD IPS,71.9 mm  151.0 mm  7.6 mm,75%,149 g,18:09
Huawei,Huawei Enjoy 7s,161,//cdn-files.kimovil.com/phone_front/0002/16/thumb_115719_phone_front_x_small.jpeg,On Sale,5.1,4.3,4.4,5.6,5.8,5.3,0,4x2.36 GHz ARM Cortex,427 ppi Very high density,5.65,Huawei HiSilicon KIRIN 659,1080 x 2160 px,LCD IPS,72.1 mm  150.1 mm  7.5 mm,76%,143 g,18:09
Huawei,Huawei Nova 2s,282,//cdn-files.kimovil.com/phone_front/0002/15/thumb_114355_phone_front_x_small.jpeg,On Sale,6.4,5.5,6.2,6.1,7.3,6.9,0,4x 2.4 GHz ARM Cortex,402 ppi Very high density,6,Huawei HiSilicon KIRIN 960,1080 x 2160 px,LCD IPS,75.1 mm  156.9 mm  7.5 mm,78%,169 g,18:09
Huawei,Huawei P Smart,161,//cdn-files.kimovil.com/phone_front/0002/25/thumb_124384_phone_front_x_small.jpeg,On Sale,5.3,4.3,5.4,5.8,6,4.9,0,4x2.36 GHz ARM Cortex,427 ppi Very high density,5.65,Huawei HiSilicon KIRIN 659,1080 x 2160 px,LCD IPS,72.1 mm  150.1 mm  7.5 mm,76%,143 g,18:09
Huawei,Huawei Honor 7C,157,//cdn-files.kimovil.com/phone_front/0002/31/thumb_130712_phone_front_x_small.jpeg,On Sale,5,4.7,5.2,4.4,5.7,4.8,0,ARM Cortex,269 ppi Medium Density,5.99,Qualcomm Snapdragon 450,720 x 1440 px,LCD IPS,76.7 mm  158.3 mm  7.8 mm,76%,164 g,18:09
Huawei,Huawei nova 3e,263,//cdn-files.kimovil.com/phone_front/0002/33/thumb_132242_phone_front_x_small.jpeg,On Sale,5.9,4.3,5.7,6.7,6.1,6.6,0,4x2.36 GHz ARM Cortex,432 ppi Very high density,5.84,Huawei HiSilicon KIRIN 659,1080 x 2280 px,LCD IPS,71.2 mm  148.6 mm  7.4 mm,80%,145 g,18:09
Huawei,Huawei P20,333,//cdn-files.kimovil.com/phone_front/0002/34/thumb_133059_phone_front_x_small.jpeg,On Sale,6.9,5.9,6.7,6.6,7.7,7.8,0,4x 2.4 GHz ARM Cortex,428 ppi Very high density,5.8,Huawei HiSilicon KIRIN 970,1080 x 2244 px,LCD IPS,70.8 mm  149.1 mm  7.7 mm,80%,165 g,18:09
Huawei,Huawei P20 Pro,397,//cdn-files.kimovil.com/phone_front/0002/34/thumb_133059_phone_front_x_small.jpeg,On Sale,7.9,7.1,8.9,7.3,7.8,8.4,0,4x 2.4 GHz ARM Cortex,432 ppi Very high density,6.1,Huawei HiSilicon KIRIN 970,1080 x 2240 px,Amoled,73.9 mm  155.0 mm  7.8 mm,82%,180 g,19:09
Huawei,Huawei P20 Lite,187,//cdn-files.kimovil.com/phone_front/0002/31/thumb_130357_phone_front_x_small.jpeg,On Sale,5.8,4.3,5.5,6.7,6.4,6.2,0,4x2.36 GHz ARM Cortex,432 ppi Very high density,5.84,Huawei HiSilicon KIRIN 659,1080 x 2280 px,LCD IPS,71.2 mm  148.6 mm  7.4 mm,80%,145 g,19:09
Huawei,Huawei Enjoy 8 Plus,214,//cdn-files.kimovil.com/phone_front/0002/35/thumb_134265_phone_front_x_small.jpeg,On Sale,5.9,6.7,5.7,5.6,6.1,5.6,0,4x2.36 GHz ARM Cortex,407 ppi Very high density,5.93,Huawei HiSilicon KIRIN 659,1080 x 2160 px,LCD IPS,75.3 mm  157.2 mm  7.5 mm,76%,170 g,18:09
Huawei,Huawei Enjoy 8,176,//cdn-files.kimovil.com/phone_front/0002/35/thumb_134291_phone_front_x_small.jpeg,On Sale,4.8,4,5.3,5,5.1,4.6,0,4x1.4GHz ARM Cortex A53 + 4x1.1GHz ARM Cortex,269 ppi Medium Density,5.99,Qualcomm Snapdragon 430 MSM8937,720 x 1440 px,LCD IPS,76.7 mm  158.3 mm  7.8 mm,76%,155 g,18:09
Huawei,Huawei Honor 7A,107,//cdn-files.kimovil.com/phone_front/0002/33/thumb_132874_phone_front_x_small.jpeg,On Sale,4.5,4.1,3.5,4.6,4.8,5.6,0,4x1.4GHz ARM Cortex A53 + 4x1.1GHz ARM Cortex,282 ppi Medium Density,5.7,Qualcomm Snapdragon 430 MSM8937,720 x 1440 px,LCD IPS,73.7 mm  152.4 mm  7.8 mm,74%,150 g,18:09
Huawei,Huawei Enjoy 8e,195,//cdn-files.kimovil.com/phone_front/0002/35/thumb_134218_phone_front_x_small.jpeg,On Sale,4.8,4.1,4.6,4.6,5.1,5.8,0,4x1.4GHz ARM Cortex A53 + 4x1.1GHz ARM Cortex,282 ppi Medium Density,5.7,Qualcomm Snapdragon 430 MSM8937,720 x 1440 px,LCD IPS,73.0 mm  152.4 mm  7.8 mm,75%,150 g,18:09
Huawei,Huawei Honor 10,245,//cdn-files.kimovil.com/phone_front/0002/37/thumb_136529_phone_front_x_small.jpeg,On Sale,6.8,5.9,6.9,6.6,7.7,6.8,0,4x 2.4 GHz ARM Cortex,432 ppi Very high density,5.84,Huawei HiSilicon KIRIN 970,1080 x 2280 px,LCD IPS,71.2 mm  149.6 mm  7.7 mm,80%,153 g,19:09
Huawei,Huawei Y6 2018,112,//cdn-files.kimovil.com/phone_front/0002/40/thumb_139392_phone_front_x_small.jpeg,On Sale,4.7,4.7,4.3,4.7,4.3,5.5,0,ARM Cortex,282 ppi Medium Density,5.7,Qualcomm Snapdragon 425 MSM8917,720 x 1440 px,LCD IPS,73.0 mm  152.4 mm  7.8 mm,75%,150 g,18:09
Huawei,Huawei Honor 7S,81,//cdn-files.kimovil.com/phone_front/0002/44/thumb_143192_phone_front_x_small.jpeg,On Sale,4.6,5,4.3,5.1,4.5,4.2,0,ARM Cortex,295 ppi Medium Density,5.45,MediaTek MT6739,720 x 1440 px,LCD IPS,70.9 mm  146.5 mm  8.3 mm,73%,142 g,auto
Huawei,Huawei Y5 2018,118,//cdn-files.kimovil.com/phone_front/0002/42/thumb_141880_phone_front_x_small.jpeg,On Sale,4.5,5,3.9,4.8,4.5,4.4,0,ARM Cortex,295 ppi Medium Density,5.45,MediaTek MT6739,720 x 1440 px,LCD IPS,70.9 mm  146.5 mm  8.3 mm,73%,145 g,18:09
Huawei,Huawei Honor Play,282,//cdn-files.kimovil.com/phone_front/0002/44/thumb_143569_phone_front_x_small.jpeg,On Sale,6.6,6.4,6.2,7.4,7.6,5.5,0,4x 2.4 GHz ARM Cortex,409 ppi Very high density,6.3,Huawei HiSilicon KIRIN 970,1080 x 2340 px,LCD IPS,74.3 mm  157.9 mm  7.5 mm,83%,176 g,19:09
Huawei,Huawei Honor Note 10,329,//cdn-files.kimovil.com/phone_front/0002/52/thumb_151515_phone_front_x_small.jpeg,On Sale,7.3,8.3,6.3,7.3,7.7,6.8,0,4x 2.4 GHz ARM Cortex,355 ppi High Density,6.95,Huawei HiSilicon KIRIN 970,1080 x 2220 px,Amoled,85.0 mm  177.0 mm  7.7 mm,81%,230 g,18:09
Huawei,Huawei P smart+,183,//cdn-files.kimovil.com/phone_front/0002/50/thumb_149467_phone_front_x_small.jpeg,On Sale,6,5.6,5.6,7.2,6.8,4.6,0,4x2.2 GHz ARM Cortex,409 ppi Very high density,6.3,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,75.2 mm  157.6 mm  7.6 mm,82%,169 g,19:09
