brand,phone_name,phone_price,phone_image,available_status,average_rating,battery_rating,camera_rating,connectivity_rating,performance_rating,design_rating,user_rating,battery,cpu,density,diagonal,front_camera,main_camera,os,os_version,processor_model,ram,resolution,screen_type,size,storage,usable_surface,weight,aspect_ratio
Samsung,Samsung Galaxy A10s,141,//cdn-files.kimovil.com/phone_front/0003/32/thumb_231515_phone_front_x_small.jpeg,On Sale,5.5,6.6,5.1,5.1,5.7,5.1,0,4000 mAh,ARM Cortex,277 ppi Medium Density,6.2,8 Mpx/2.0,13 Mpx/1.8,Android 9.0P,Android 9.0 Pie,MediaTek Helio P22 MT6762,2 GB RAM,720 x 1560 px,TFT LCD (IPS),75.8 mm  156.9 mm  7.8 mm,32 GB,79%,168 g,19.5:9
Samsung,Samsung Galaxy A30s,198,//cdn-files.kimovil.com/phone_front/0003/37/thumb_236582_phone_front_x_small.jpeg,On Sale,6.9,7,6.1,7,6.6,7.7,0,4000 mAh,2x 1.8 GHz ARM Cortex,268 ppi Medium Density,6.4,16 Mpx/2.0,25 Mpx /1.7,Android 10Q,Android 10,Samsung Exynos 7 Octa 7904,4 GB RAM,720 x 1560 px,Amoled,74.7 mm  158.5 mm  7.8 mm,64 GB,85%,166 g,19.5:9
Samsung,Samsung Galaxy A90 5G,542,//cdn-files.kimovil.com/phone_front/0003/41/thumb_240631_phone_front_x_small.jpeg,On Sale,7.8,8,7.4,7.5,8.4,7.8,0,4500 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,393 ppi High Density,6.7,32 Mpx/2.0,48 Mpx/2.0,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 855,6 GB RAM,1080 x 2400 px,Super Amoled,76.4 mm  164.8 mm  8.4 mm,128 GB,86%,206 g,20:09
Samsung,Samsung Galaxy M30s,217,//cdn-files.kimovil.com/phone_front/0003/45/thumb_244797_phone_front_x_small.jpeg,On Sale,7.6,9.1,7.5,7.2,7.2,7,0,6000 mAh,4x2.3 GHz ARM Cortex,404 ppi Very high density,6.38,16 Mpx/2.0,48 Mpx/1.9,Android 9.0P,Android 9.0 Pie,Samsung Exynos 7 Octa 9611,4 GB RAM,1080 x 2340 px,Super Amoled,75.1 mm  159.0 mm  9.8 mm,64 GB,83%,188 g,19.5:9
Samsung,Samsung Galaxy A51,278,//cdn-files.kimovil.com/phone_front/0003/87/thumb_286643_phone_front_x_small.jpeg,On Sale,7.7,7,7.8,8.2,7.3,8,0,4000 mAh,4x2.3 GHz ARM Cortex,396 ppi High Density,6.5,32 Mpx/2.2,48 Mpx/2.0,Android 10Q,Android 10,Samsung Exynos 7 Octa 9611,4 GB RAM,1080 x 2340 px,Super Amoled,73.6 mm  158.5 mm  7.9 mm,128 GB,88%,172 g,19.5:9
Samsung,Samsung Galaxy A71,369,//cdn-files.kimovil.com/phone_front/0003/89/thumb_288399_phone_front_x_small.jpeg,On Sale,8,8,8.1,8.2,7.8,7.9,0,4500 mAh,2x2.2 GHz Kryo 470 + 6x1.8 GHz Kryo 470,393 ppi High Density,6.7,32 Mpx/2.2,64 Mpx/1.8,Android 10Q,Android 10,Qualcomm Snapdragon 730,6 GB RAM,1080 x 2400 px,Super Amoled,76.0 mm  163.6 mm  7.7 mm,128 GB,87%,179 g,20:09
Samsung,Samsung Galaxy Note10 Lite,564,//cdn-files.kimovil.com/phone_front/0003/92/thumb_291355_phone_front_x_small.jpeg,On Sale,7.9,7.9,7.4,8.1,8,8.1,0,4500 mAh,4x2.7 GHz Exynos M3 + 4x1.79 GHz ARM Cortex,393 ppi High Density,6.7,32 Mpx/2.2,12 Mpx/1.7,Android 10Q,Android 10,Samsung Exynos 9 9810,6 GB RAM,1080 x 2400 px,Amoled,76.1 mm  163.7 mm  8.7 mm,128 GB,87%,199 g,20:09
Samsung,Samsung Galaxy S10 Lite,566,//cdn-files.kimovil.com/phone_front/0004/02/thumb_301717_phone_front_x_small.jpeg,On Sale,8.2,8,8.2,8.2,8.4,8,0,4500 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,385 ppi High Density,6.7,32 Mpx/2.2,48 Mpx/2.0,Android 10Q,Android 10,Qualcomm Snapdragon 855,6 GB RAM,1080 x 2400 px,Super Amoled,75.6 mm  162.5 mm  8.1 mm,128 GB,89%,186 g,19.5:9
Samsung,Samsung Galaxy XCover Pro,483,//cdn-files.kimovil.com/phone_front/0004/04/thumb_303104_phone_front_x_small.jpeg,On Sale,7,7.4,6,7.5,7.2,7,0,4050 mAh,4x2.3 GHz ARM Cortex,418 ppi Very high density,6.3,13 Mpx/2.0,25 Mpx/1.7,Android 10Q,Android 10,Samsung Exynos 7 Octa 9611,4 GB RAM,1080 x 2400 px,TFT LCD (IPS),76.7 mm  159.9 mm  9.9 mm,64 GB,78%,218 g,20:09
Samsung,Samsung Galaxy S20 Ultra,1304,//cdn-files.kimovil.com/phone_front/0004/23/thumb_322834_phone_front_x_small.jpeg,On Sale,9.2,8.7,9.4,9.3,9,9.4,0,5000 mAh,2x2.7GHz Custom CPU +2x2.5GHz Cortex,524 ppi Very high density,6.9,40 Mpx/2.2,108 Mpx/1.8,Android 10Q,Android 10,Samsung Exynos 990,12 GB RAM,1440 x 3200 px,Amoled,76.0 mm  166.9 mm  8.8 mm,128 GB,90%,222 g,20:09
Samsung,Samsung Galaxy S20+,883,//cdn-files.kimovil.com/phone_front/0004/23/thumb_322746_phone_front_x_small.jpeg,On Sale,8.7,8.1,8.5,8.5,8.8,9.7,0,4500 mAh,2x2.7GHz Custom CPU +2x2.5GHz Cortex,524 ppi Very high density,6.7,10 Mpx/2.2,12 Mpx/1.8,Android 10Q,Android 10,Samsung Exynos 990,8 GB RAM,1440 x 3200 px,Amoled,73.7 mm  161.9 mm  7.8 mm,128 GB,90%,186 g,20:09
Samsung,Samsung Galaxy S20,882,//cdn-files.kimovil.com/phone_front/0004/23/thumb_322700_phone_front_x_small.jpeg,On Sale,8.6,7.5,8.4,8.3,8.9,10,0,4000 mAh,2x2.7GHz Custom CPU +2x2.5GHz Cortex,566 ppi Very high density,6.2,10 Mpx/2.2,12 Mpx/1.8,Android 10Q,Android 10,Samsung Exynos 990,8 GB RAM,1440 x 3200 px,Amoled,69.1 mm  151.7 mm  7.9 mm,128 GB,89%,163 g,20:09
Apple,Apple iPhone 6,113,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1786_phone_front_x_small.jpeg,On Sale,6.5,6.6,6.4,7,6,6.7,0,1810 mAh,Cyclone,326 ppi High Density,4.7,1.2 Mpx/--,8 Mpx/2.2,iOS 12,iOS 12,Apple A8,1 GB RAM,750 x 1334 px,LCD IPS,67.0 mm  138.1 mm  6.9 mm,16 GB,65%,129 g,16:09
Apple,Apple iPhone 6s,131,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5508_phone_front_x_small.jpeg,On Sale,7.2,7.7,6.6,8.1,6.9,6.6,0,1715 mAh,Apple Twister,326 ppi High Density,4.7,5 Mpx/--,12 Mpx/2.2,iOS 13,iOS 13,Apple A9,2 GB RAM,750 x 1334 px,LCD IPS,67.1 mm  138.3 mm  7.1 mm,16 GB,65%,143 g,16:09
Apple,Apple iPhone SE,100,//cdn-files.kimovil.com/phone_front/0001/09/thumb_8607_phone_front_x_small.jpeg,On Sale,6.1,3.6,6.5,7.6,7,5.9,0,1642 mAh,Apple Twister,326 ppi High Density,4,1.2 Mpx/--,12 Mpx/2.2,iOS 12,iOS 12,Apple A9,2 GB RAM,640 x 1136 px,LCD IPS,58.6 mm  123.8 mm  7.6 mm,16 GB,61%,113 g,16:09
Apple,Apple iPhone 7 Plus,319,//cdn-files.kimovil.com/phone_front/0001/37/thumb_36250_phone_front_x_small.jpeg,On Sale,7.3,6.6,7.8,7.8,7.5,7,0,2900 mAh,2x low energy core + 2x high performance core,401 ppi Very high density,5.5,7 Mpx/--,12 Mpx/1.8,iOS 13,iOS 13,Apple A10 Fusion,3 GB RAM,1080 x 1920 px,LCD IPS,77.9 mm  158.2 mm  7.3 mm,32 GB,67%,188 g,16:09
Apple,Apple iPhone 7,186,//cdn-files.kimovil.com/phone_front/0001/37/thumb_36250_phone_front_x_small.jpeg,On Sale,7.3,6.1,7.7,7.9,7.5,7.1,0,1960 mAh,2x low energy core + 2x high performance core,326 ppi High Density,4.7,7 Mpx/--,12 Mpx/1.8,iOS 13,iOS 13,Apple A10 Fusion,2 GB RAM,750 x 1334 px,LCD IPS,67.1 mm  138.3 mm  7.1 mm,32 GB,65%,138 g,16:09
Apple,Apple iPhone 8 Plus,608,//cdn-files.kimovil.com/phone_front/0001/89/thumb_88077_phone_front_x_small.jpeg,On Sale,7.4,6.2,8.4,7.9,7.9,6.8,0,2675 mAh,Apple 2x ARMv8,401 ppi Very high density,5.5,7.2 Mpx/2.2,12 Mpx/1.8,iOS 11,iOS 11,Apple A11 Bionic,3 GB RAM,1080 x 1920 px,LCD IPS,78.1 mm  158.4 mm  7.5 mm,64 GB,67%,202 g,16:09
Apple,Apple iPhone Xs Max,755,//cdn-files.kimovil.com/phone_front/0002/86/thumb_185129_phone_front_x_small.jpeg,On Sale,8.4,8.1,8.7,8.5,8.5,8,0,3174 mAh,Apple 2x ARMv8,456 ppi Very high density,6.5,7.2 Mpx/2.2,12.2 Mpx/1.8,iOS 12,iOS 12,Apple A12 Bionic,4 GB RAM,1242 x 2688 px,Oled,77.4 mm  157.5 mm  7.9 mm,64 GB,85%,208 g,19.5:9
Apple,Apple iPhone Xs,692,//cdn-files.kimovil.com/phone_front/0002/86/thumb_185127_phone_front_x_small.jpeg,On Sale,8,7.4,7.6,8.5,8.3,8,0,2658 mAh,Apple 2x ARMv8,463 ppi Very high density,5.8,7.2 Mpx/2.2,12.2 Mpx/1.8,iOS 12,iOS 12,Apple A12 Bionic,4 GB RAM,1125 x 2436 px,Oled,70.9 mm  143.6 mm  7.7 mm,64 GB,81%,177 g,19.5:9
Apple,Apple iPhone 11 Pro Max,1491,//cdn-files.kimovil.com/phone_front/0003/47/thumb_246038_phone_front_x_small.jpeg,,7.8,7.6,7.6,9,8.5,8.5,0,3046 mAh,2x Thunder a 2.65 GHz + 4x Lightning a 1.8 GHz,463 ppi � Very high density,5.8,12 Mpx,12 Mpx/1.8,iOS 12,iOS 12,Apple A13 Bionic,4 GB RAM,1125 x 2436 px,Oled,71.4 mm 144.0 mm 8.1 mm,64 GB,80%,188g,19.5:9
Apple,Apple iPhone Xr,1052,//cdn-files.kimovil.com/phone_front/0002/86/thumb_185128_phone_front_x_small.jpeg,On Sale,7.8,7.9,7.9,8,7.9,7.5,0,2942 mAh,Apple 2x ARMv8,324 ppi High Density,6.1,7.2 Mpx/2.2,12.2 Mpx/1.8,iOS 12,iOS 12,Apple A12 Bionic,3 GB RAM,828 x 1792 px,LCD IPS,75.7 mm  150.9 mm  8.3 mm,64 GB,80%,194 g,19.5:9
Apple,Apple iPhone 11 Pro,1025,//cdn-files.kimovil.com/phone_front/0003/47/thumb_246038_phone_front_x_small.jpeg,On Sale,8.2,7.6,9,8.5,8.5,7.6,0,3046 mAh,2x Thunder a 2.65 GHz + 4x Lightning a 1.8 GHz,463 ppi Very high density,5.8,12 Mpx/--,12 Mpx/1.8,iOS 13,iOS 13,Apple A13 Bionic,4 GB RAM,1125 x 2436 px,Oled,71.4 mm  144.0 mm  8.1 mm,64 GB,80%,188 g,19.5:9
Apple,Apple iPhone 11,756,//cdn-files.kimovil.com/phone_front/0003/47/thumb_246000_phone_front_x_small.jpeg,On Sale,8.2,7.7,8.8,8.7,8.6,7.1,0,3110 mAh,2x Thunder a 2.65 GHz + 4x Lightning a 1.8 GHz,324 ppi High Density,6.1,12.2 Mpx/--,12 Mpx/1.8,iOS 13,iOS 13,Apple A13 Bionic,4 GB RAM,828 x 1792 px,LCD IPS,75.7 mm  150.9 mm  8.3 mm,64 GB,80%,194 g,19.5:9
Vivo,Vivo XPlay 5,256,//cdn-files.kimovil.com/phone_front/0001/09/thumb_8368_phone_front_x_small.jpeg,On Sale,6.2,5.9,7.1,5.6,5.5,7.1,0,3600 mAh,4x 1.8 GHz ARM Cortex,541 ppi Very high density,5.43,8 Mpx/--,16 Mpx/2.0,Android 5.0Lollipop,Funtouch 2.5.1 OS (Android 5.1 Lollipop),Qualcomm Snapdragon 652 MSM8976,4 GB RAM,1440 x 2560 px,Super Amoled,76.2 mm  153.5 mm  7.6 mm,128 GB,69%,167 g,16:09
Vivo,Vivo X6,230,//cdn-files.kimovil.com/phone_front/0001/07/thumb_6968_phone_front_x_small.jpeg,On Sale,4.4,3.9,4.1,4.1,5,5.1,0,3000 mAh,Cortex A53 (ARMv8,386 ppi High Density,5.7,8 Mpx/--,12.8 Mpx/2.0,Android 5.0Lollipop,Funtouch 2.5 OS (Android 5.1 Lollipop),MediaTek MT6752,4 GB RAM,1080 x 1920 px,Amoled,80.0 mm  158.4 mm  6.9 mm,64 GB,70%,171 g,16:09
Vivo,Vivo X6A,176,//cdn-files.kimovil.com/phone_front/0001/16/thumb_15393_phone_front_x_small.jpeg,On Sale,4.1,2.7,3.9,4.1,4.5,5.5,0,2400 mAh,Cortex A53,424 ppi Very high density,5.2,8 Mpx/--,13 Mpx/2.2,Android 5.0Lollipop,Funtouch 2.5 OS (Android 5.1 Lollipop),Qualcomm Snapdragon 615 MSM8939,4 GB RAM,1080 x 1920 px,Super Amoled,73.8 mm  147.9 mm  6.6 mm,32 GB,68%,135 g,16:09
Vivo,Vivo X7 Plus,395,//cdn-files.kimovil.com/phone_front/0001/30/thumb_29318_phone_front_x_small.jpeg,On Sale,5.6,6.5,6.7,5.1,5.5,4.1,0,4000 mAh,4x 1.8 GHz ARM Cortex,386 ppi High Density,5.7,16 Mpx/--,16 Mpx/2.0,Android 5.0Lollipop,Funtouch 2.5.1 OS (Android 5.1 Lollipop),Qualcomm Snapdragon 652 MSM8976,4 GB RAM,1080 x 1920 px,Super Amoled,77.9 mm  158.9 mm  7.5 mm,64 GB,72%,183 g,16:09
Vivo,Vivo X7,167,//cdn-files.kimovil.com/phone_front/0001/30/thumb_29318_phone_front_x_small.jpeg,On Sale,4.7,4.1,4.7,4.4,5.8,4.6,0,3000 mAh,4x 1.8 GHz ARM Cortex,424 ppi Very high density,5.2,16 Mpx/--,13 Mpx/2.2,Android 5.0Lollipop,Funtouch 2.5.1 OS (Android 5.1 Lollipop),Qualcomm Snapdragon 652 MSM8976,4 GB RAM,1080 x 1920 px,Super Amoled,71.9 mm  147.3 mm  7.2 mm,64 GB,70%,151 g,16:09
Vivo,Vivo X9 Plus,230,//cdn-files.kimovil.com/phone_front/0001/81/thumb_80288_phone_front_x_small.jpeg,On Sale,6,6.4,5.4,6,6.4,5.8,0,4000 mAh,4x 1.95 GHz ARM Cortex,375 ppi High Density,5.88,20.2 Mpx/--,16 Mpx/2.0,Android 6.0Marshmallow,Funtouch 3.0 OS (Android 6.0.1 Marshmallow),Qualcomm Snapdragon 653 MSM8976 Pro,6 GB RAM,1080 x 1920 px,Super Amoled,79.0 mm  162.0 mm  7.5 mm,64 GB,74%,199 g,16:09
Vivo,Vivo Y67,169,//cdn-files.kimovil.com/phone_front/0001/81/thumb_80319_phone_front_x_small.jpeg,On Sale,4.3,4.1,3.4,4.1,5.1,4.7,0,3000 mAh,4x1.5 GHz ARM Cortex,267 ppi Medium Density,5.5,16 Mpx/--,13 Mpx,Android 6.0Marshmallow,Android 6.0 Marshmallow,MediaTek MT6750,4 GB RAM,720 x 1280 px,LCD IPS,75.5 mm  153.8 mm  7.6 mm,32 GB,71%,154 g,16:09
Vivo,Vivo Xplay 6,375,//cdn-files.kimovil.com/phone_front/0001/56/thumb_55466_phone_front_x_small.jpeg,On Sale,7,7.6,7.9,6.8,6.9,6,0,4080 mAh,Dual cluster Kryo 2x2.2GHz + 2x1.6GHz,538 ppi Very high density,5.46,16 Mpx/2.0,12 Mpx/1.7,Android 6.0Marshmallow,Funtouch 3.0 OS (Android 6.0.1 Marshmallow),Qualcomm Snapdragon 820 MSM8996 2.2GHz,6 GB RAM,1440 x 2560 px,Super Amoled,73.6 mm  153.8 mm  8.4 mm,128 GB,72%,178 g,16:09
Vivo,Vivo X9,176,//cdn-files.kimovil.com/phone_front/0001/81/thumb_80362_phone_front_x_small.jpeg,On Sale,5.6,5,5.3,6,5.5,6.3,0,3050 mAh,ARM Cortex,401 ppi Very high density,5.5,20.2 Mpx/--,15.9 Mpx/2.0,Android 6.0Marshmallow,Funtouch 3.0 OS (Android 6.0.1 Marshmallow),Qualcomm Snapdragon 625 MSM8953,4 GB RAM,1080 x 1920 px,Super Amoled,74.0 mm  152.6 mm  7.0 mm,64 GB,73%,154 g,16:09
Vivo,Vivo Y66,163,//cdn-files.kimovil.com/phone_front/0001/84/thumb_83721_phone_front_x_small.jpeg,On Sale,4.1,3.8,3.8,3.9,4.5,4.7,0,2930 mAh,4x1.4GHz ARM Cortex A53 + 4x1.1GHz ARM Cortex,267 ppi Medium Density,5.5,4.9 Mpx/--,13 Mpx/2.2,Android 6.0Marshmallow,Funtouch 3.0 OS (Android 6.0.1 Marshmallow),Qualcomm Snapdragon 430 MSM8937,3 GB RAM,720 x 1280 px,LCD IPS,75.8 mm  153.6 mm  7.5 mm,32 GB,71%,157 g,16:09
Vivo,Vivo X9s Plus,235,//cdn-files.kimovil.com/phone_front/0001/93/thumb_92653_phone_front_x_small.jpeg,On Sale,5.6,6.5,4.6,5.7,6.1,5,0,4015 mAh,4x 1.95 GHz ARM Cortex,377 ppi High Density,5.85,20.2 Mpx/2.0,16 Mpx/2.0,Android 7.0Nougat,Funtouch 3.1 OS (Android 7.1.1 Nougat),Qualcomm Snapdragon 653 MSM8976 Pro,4 GB RAM,1080 x 1920 px,Super Amoled,78.8 mm  162.6 mm  7.3 mm,64 GB,73%,183 g,16:09
Vivo,Vivo Y69,205,//cdn-files.kimovil.com/phone_front/0001/84/thumb_83887_phone_front_x_small.jpeg,On Sale,4.5,4.1,5.5,4,5,4,0,3000 mAh,4x1.5 GHz ARM Cortex,267 ppi Medium Density,5.5,15.9 Mpx/--,13 Mpx/2.2,Android 7.0Nougat,Funtouch 3.2 OS (Android 7.0 Nougat),MediaTek MT6750,3 GB RAM,720 x 1280 px,LCD IPS,75.7 mm  154.6 mm  7.7 mm,32 GB,71%,163 g,16:09
Vivo,Vivo X20 Plus,282,//cdn-files.kimovil.com/phone_front/0002/25/thumb_124311_phone_front_x_small.jpeg,On Sale,6.6,6.6,7,6.4,6.7,6.1,0,3905 mAh,4x Kryo 260 2.2 Ghz,376 ppi High Density,6.43,24 Mpx/--,24 Mpx/1.8,Android 7.0Nougat,Funtouch 3.2 OS (Android 7.1.1 Nougat),Qualcomm Snapdragon 660 MSM8976 Plus,4 GB RAM,1080 x 2160 px,Super Amoled,80.1 mm  165.3 mm  7.5 mm,64 GB,80%,181 g,18:09
Vivo,Vivo X20,202,//cdn-files.kimovil.com/phone_front/0001/92/thumb_91008_phone_front_x_small.jpeg,On Sale,6,5.4,5.2,6.4,6.7,6.5,0,3245 mAh,4x Kryo 260 2.2 Ghz,402 ppi Very high density,6.01,12.2 Mpx/2.0,12.2 Mpx/1.8,Android 7.0Nougat,Funtouch 3.2 OS (Android 7.1.1 Nougat),Qualcomm Snapdragon 660 MSM8976 Plus,4 GB RAM,1080 x 2160 px,Super Amoled,75.2 mm  155.9 mm  7.2 mm,64 GB,79%,159 g,18:09
Vivo,Vivo X21,248,//cdn-files.kimovil.com/phone_front/0002/32/thumb_131963_phone_front_x_small.jpeg,On Sale,6.9,5.3,7.7,6.3,7.1,8,0,3200 mAh,4x Kryo 260 2.2 Ghz,402 ppi Very high density,6.28,12 Mpx/2.0,12 Mpx/1.8,Android 8.0Oreo,Funtouch 3.2 OS (Android 8.0 Oreo),Qualcomm Snapdragon 660 MSM8976 Plus,6 GB RAM,1080 x 2160 px,Super Amoled,74.8 mm  154.5 mm  7.4 mm,128 GB,88%,175 g,18:09
Vivo,Vivo Y85,175,//cdn-files.kimovil.com/phone_front/0002/33/thumb_132028_phone_front_x_small.jpeg,On Sale,5.8,5.4,5.2,5.2,5.6,7.6,0,3260 mAh,ARM Cortex,403 ppi Very high density,6.26,16 Mpx/2.0,13 Mpx/2.0,Android 8.0Oreo,Funtouch 4.0 OS (Android 8.1 Oreo),Qualcomm Snapdragon 450,4 GB RAM,1080 x 2280 px,LCD IPS,75.0 mm  154.8 mm  7.9 mm,32 GB,84%,150 g,18:09
Vivo,Vivo Y83,162,//cdn-files.kimovil.com/phone_front/0002/43/thumb_142000_phone_front_x_small.jpeg,On Sale,5.7,5.3,5.6,4.9,6,6.9,0,3260 mAh,ARM Cortex,270 ppi Medium Density,6.22,8 Mpx/2.2,13 Mpx/2.2,Android 8.0Oreo,Funtouch 4.0 OS (Android 8.1 Oreo),MediaTek Helio P22 MT6762,4 GB RAM,720 x 1520 px,LCD IPS,75.2 mm  155.2 mm  7.7 mm,64 GB,82%,150 g,19:09
Vivo,Vivo X21i,280,//cdn-files.kimovil.com/phone_front/0002/40/thumb_139587_phone_front_x_small.jpeg,On Sale,6.5,5.3,6.3,6.2,6.8,7.7,0,3170 mAh,4x 2.00GHz ARM Cortex A73 + 4x 2.00GHz ARM Cortex A53,402 ppi Very high density,6.28,12.2 Mpx/--,12.2 Mpx/1.8,Android 8.0Oreo,Funtouch OS (Android 8.1 Oreo),MediaTek Helio P60 MT6771,6 GB RAM,1080 x 2280 px,Super Amoled,74.8 mm  154.5 mm  7.4 mm,64 GB,85%,156 g,18:09
Vivo,Vivo Z1,172,//cdn-files.kimovil.com/phone_front/0002/42/thumb_141543_phone_front_x_small.jpeg,On Sale,6.3,5.4,6.2,5.5,6.7,7.5,0,3260 mAh,4x Kryo 260 2.2 Ghz,403 ppi Very high density,6.26,12.2 Mpx/2.0,13 Mpx/2.2,Android 8.0Oreo,Funtouch 4.0 OS (Android 8.1 Oreo),Qualcomm Snapdragon 660 MSM8976 Plus,4 GB RAM,1080 x 2280 px,LCD IPS,75.0 mm  154.8 mm  7.9 mm,64 GB,84%,149 g,19:09
Vivo,Vivo Y75s,248,//cdn-files.kimovil.com/phone_front/0002/42/thumb_141983_phone_front_x_small.jpeg,On Sale,5.1,5.4,4.6,5.2,5.6,4.8,0,3225 mAh,ARM Cortex,269 ppi Medium Density,5.99,16 Mpx/--,13 Mpx/2.0,Android 7.0Nougat,Funtouch 3.0 OS (Android 7.1.2 Nougat),Qualcomm Snapdragon 450,4 GB RAM,720 x 1440 px,LCD IPS,75.7 mm  155.9 mm  7.7 mm,64 GB,78%,160 g,18:09
Vivo,Vivo Nex S,583,//cdn-files.kimovil.com/phone_front/0002/89/thumb_188241_phone_front_x_small.jpeg,On Sale,7.7,6.9,7.7,7.9,8,8,0,4000 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,388 ppi High Density,6.59,8 Mpx/2.0,12 Mpx/1.8,Android 8.0Oreo,Funtouch 4.0 OS (Android 8.1 Oreo),Qualcomm Snapdragon 845,8 GB RAM,1080 x 2316 px,Super Amoled,77.0 mm  162.0 mm  8.0 mm,128 GB,86%,199 g,19:09
Vivo,Vivo Nex,440,//cdn-files.kimovil.com/phone_front/0002/89/thumb_188235_phone_front_x_small.jpeg,On Sale,7.5,7,7.7,7.2,7.5,8,0,4000 mAh,"Qualcomm® Kryo™ 360 CPU, Octa",388 ppi High Density,6.59,8 Mpx/2.0,12 Mpx/1.8,Android 8.0Oreo,Funtouch 4.0 OS (Android 8.1 Oreo),Qualcomm Snapdragon 710,6 GB RAM,1080 x 2316 px,Super Amoled,77.0 mm  162.0 mm  8.0 mm,128 GB,86%,199 g,19:09
Vivo,Vivo Z1i,195,//cdn-files.kimovil.com/phone_front/0002/42/thumb_141543_phone_front_x_small.jpeg,On Sale,6.2,5.4,6.2,5.5,6.5,7.5,0,3260 mAh,4x Kryo 260 1.8 GHz+ 4x Kryo 260 1.6 GHz,403 ppi Very high density,6.26,12.2 Mpx/2.0,13 Mpx/2.2,Android 8.0Oreo,Funtouch 4.0 OS (Android 8.1 Oreo),Qualcomm Snapdragon 636,4 GB RAM,1080 x 2280 px,LCD IPS,75.0 mm  154.8 mm  7.9 mm,128 GB,84%,149 g,19:09
Vivo,Vivo Y97,195,//cdn-files.kimovil.com/phone_front/0002/58/thumb_157620_phone_front_x_small.jpeg,On Sale,6.4,5.6,6.7,5.4,6.8,7.4,0,3315 mAh,4x 2.00GHz ARM Cortex A73 + 4x 2.00GHz ARM Cortex A53,400 ppi Very high density,6.3,16 Mpx/2.0,16 Mpx/2.0,Android 8.0Oreo,Funtouch 4.0 OS (Android 8.1 Oreo),MediaTek Helio P60 MT6771,4 GB RAM,1080 x 2280 px,LCD IPS,75.6 mm  156.0 mm  8.1 mm,128 GB,84%,162 g,19:09
Vivo,Vivo X23,332,//cdn-files.kimovil.com/phone_front/0002/55/thumb_154366_phone_front_x_small.jpeg,On Sale,6.7,6.1,6.1,6,7.3,8.1,0,3500 mAh,2x Kryo 360 2Ghz,394 ppi High Density,6.4,24.8 Mpx/2.0,16 Mpx/1.85,Android 8.0Oreo,Funtouch OS (Android 8.1 Oreo),Qualcomm Snapdragon 670,8 GB RAM,1080 x 2280 px,Super Amoled,74.1 mm  156.8 mm  7.9 mm,128 GB,88%,166 g,19:09
Vivo,Vivo Z3i,248,//cdn-files.kimovil.com/phone_front/0002/62/thumb_161942_phone_front_x_small.jpeg,On Sale,6.4,5.6,6.8,5.4,7,7.4,0,3315 mAh,4x 2.00GHz ARM Cortex A73 + 4x 2.00GHz ARM Cortex A53,400 ppi Very high density,6.3,24.8 Mpx/2.0,16 Mpx/2.0,Android 9.0P,Android 9.0 Pie,MediaTek Helio P60 MT6771,6 GB RAM,1080 x 2280 px,LCD IPS,75.6 mm  156.0 mm  8.1 mm,128 GB,84%,164 g,19:09
Vivo,Vivo Z3,254,//cdn-files.kimovil.com/phone_front/0002/62/thumb_161942_phone_front_x_small.jpeg,On Sale,6.6,5.5,6.8,5.6,7.5,7.4,0,3240 mAh,"Qualcomm® Kryo™ 360 CPU, Octa",400 ppi Very high density,6.3,24.8 Mpx/2.0,16 Mpx/2.0,Android 8.0Oreo,Funtouch 4.5 OS (Android 8.1 Oreo),Qualcomm Snapdragon 710,6 GB RAM,1080 x 2280 px,LCD IPS,75.6 mm  156.0 mm  8.1 mm,128 GB,84%,164 g,19:09
Vivo,Vivo Y73,205,//cdn-files.kimovil.com/phone_front/0002/64/thumb_163814_phone_front_x_small.jpeg,On Sale,5.1,5.7,3.8,4.4,6.1,5.3,0,3360 mAh,4x1.95 GHz ARM Cortex,269 ppi Medium Density,5.99,5 Mpx/2.2,13 Mpx/2.2,Android 8.0Oreo,Funtouch 4.5 OS (Android 8.1 Oreo),Qualcomm Snapdragon 439,3 GB RAM,720 x 1440 px,LCD IPS,75.7 mm  155.9 mm  7.8 mm,32 GB,78%,150 g,18:09
Vivo,Vivo Z1 Lite,190,//cdn-files.kimovil.com/phone_front/0003/14/thumb_213657_phone_front_x_small.jpeg,On Sale,6.1,4.9,6.2,6,5.8,7.5,0,3260 mAh,ARM Cortex,403 ppi Very high density,6.26,13 Mpx/--,16 Mpx/2.2,Android 8.0Oreo,Funtouch 4.0 OS (Android 8.1 Oreo),Qualcomm Snapdragon 626 MSM8953 Pro,4 GB RAM,1080 x 2280 px,LCD IPS,75.0 mm  154.8 mm  7.9 mm,32 GB,84%,149 g,19:09
