brand,phone_name,phone_price,phone_image,available_status,average_rating,battery_rating,camera_rating,connectivity_rating,performance_rating,design_rating,user_rating,battery,cpu,density,diagonal,front_camera,main_camera,os,os_version,processor_model,ram,resolution,screen_type,size,storage,usable_surface,weight,aspect_ratio
Xiaomi,Xiaomi Mi A1,175,//cdn-files.kimovil.com/phone_front/0001/86/thumb_85855_phone_front_x_small.jpeg,On Sale,6.2,5,6.2,7,6.3,6.3,0,3080 mAh,ARM Cortex,401 ppi Very high density,5.5,5 Mpx/--,12 Mpx/2.2,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 625 MSM8953,4 GB RAM,1080 x 1920 px,LCD IPS,75.8 mm  155.4 mm  7.3 mm,64 GB,70%,165 g,16:09
Xiaomi,Xiaomi Mi Mix 2,233,//cdn-files.kimovil.com/phone_front/0001/88/thumb_87427_phone_front_x_small.jpeg,On Sale,7.1,5.9,7.3,8.4,7.5,6.6,0,3400 mAh,4x 2.45 GHz Kryo + 4x 2.15 GHz Kryo,403 ppi Very high density,5.99,5 Mpx/--,12 Mpx/2.0,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 835,6 GB RAM,1080 x 2160 px,LCD IPS,75.5 mm  151.8 mm  7.7 mm,64 GB,80%,185 g,18:09
Xiaomi,Xiaomi Mi Note 3,195,//cdn-files.kimovil.com/phone_front/0001/88/thumb_87475_phone_front_x_small.jpeg,On Sale,6.9,6,7.8,7,7,6.9,0,3500 mAh,4x Kryo 260 2.2 Ghz,401 ppi Very high density,5.5,16 Mpx/--,12 Mpx/1.8,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 660 MSM8976 Plus,6 GB RAM,1080 x 1920 px,LCD IPS,74.0 mm  152.6 mm  7.6 mm,64 GB,73%,163 g,16:09
Xiaomi,Xiaomi Redmi 5A,141,//cdn-files.kimovil.com/phone_front/0001/97/thumb_96256_phone_front_x_small.jpeg,On Sale,4.8,4.9,4.1,5.7,4.4,4.8,0,3000 mAh,ARM Cortex,294 ppi Medium Density,5,5 Mpx/2.0,13 Mpx/2.2,Android 8.0Oreo,MIUI V10 (Android 8.1 Oreo),Qualcomm Snapdragon 425 MSM8917,2 GB RAM,720 x 1280 px,LCD IPS,70.1 mm  140.4 mm  8.4 mm,16 GB,70%,137 g,16:09
Xiaomi,Xiaomi Redmi 5 Plus,150,//cdn-files.kimovil.com/phone_front/0002/15/thumb_114120_phone_front_x_small.jpeg,On Sale,5.9,6.9,4.6,6.2,5.7,6.1,0,4000 mAh,ARM Cortex,409 ppi Very high density,5.99,5 Mpx/--,12 Mpx/2.2,Android 7.0Nougat,MIUI V9 (Android 7.1.1 Nougat),Qualcomm Snapdragon 625 MSM8953,3 GB RAM,1080 x 2160 px,LCD IPS,75.5 mm  158.5 mm  8.1 mm,32 GB,77%,180 g,18:09
Xiaomi,Xiaomi Redmi 5,118,//cdn-files.kimovil.com/phone_front/0002/15/thumb_114152_phone_front_x_small.jpeg,On Sale,5.3,5.7,4.5,5.7,5.4,5.4,0,3300 mAh,ARM Cortex,282 ppi Medium Density,5.7,5 Mpx/--,12 Mpx/2.2,Android 7.0Nougat,MIUI V9 (Android 7.1.1 Nougat),Qualcomm Snapdragon 450,2 GB RAM,720 x 1440 px,LCD IPS,72.8 mm  151.8 mm  7.7 mm,16 GB,75%,157 g,18:09
Xiaomi,Xiaomi Redmi Note 5,128,//cdn-files.kimovil.com/phone_front/0002/27/thumb_126184_phone_front_x_small.jpeg,On Sale,6.7,7,7.2,6.8,6.4,6.3,0,4000 mAh,4x Kryo 260 1.8 GHz+ 4x Kryo 260 1.6 GHz,403 ppi Very high density,5.99,13 Mpx/2.0,12 Mpx/1.9,Android 8.0Oreo,MIUI V9.5 (Android 8.1 Oreo),Qualcomm Snapdragon 636,3 GB RAM,1080 x 2160 px,LCD IPS,75.4 mm  158.5 mm  8.1 mm,32 GB,77%,180 g,18:09
Xiaomi,Xiaomi Mi Mix 2s,336,//cdn-files.kimovil.com/phone_front/0002/34/thumb_133010_phone_front_x_small.jpeg,On Sale,7.6,5.9,7.9,8.9,8,7.3,0,3400 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,403 ppi Very high density,5.99,5 Mpx/2.0,12 Mpx/1.8,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 845,6 GB RAM,1080 x 2160 px,LCD IPS,74.9 mm  150.8 mm  8.1 mm,64 GB,82%,194 g,18:09
Xiaomi,Xiaomi Mi 6x,194,//cdn-files.kimovil.com/phone_front/0002/38/thumb_137502_phone_front_x_small.jpeg,On Sale,6.1,4.5,7.3,5.9,6.7,6.1,0,3010 mAh,4x Kryo 260 2.2 Ghz,427 ppi Very high density,5.99,20 Mpx/2.2,12 Mpx/1.75,Android 8.0Oreo,MIUI V9.5 (Android 8.1 Oreo),Qualcomm Snapdragon 660 MSM8976 Plus,4 GB RAM,1080 x 2160 px,LCD IPS,75.4 mm  158.7 mm  7.3 mm,64 GB,77%,168 g,18:09
Xiaomi,Xiaomi Redmi S2,140,//cdn-files.kimovil.com/phone_front/0002/39/thumb_138620_phone_front_x_small.jpeg,On Sale,5.8,5,6.9,6.1,5.9,5.1,0,3080 mAh,ARM Cortex,269 ppi Medium Density,5.99,16 Mpx/--,12 Mpx/2.2,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 625 MSM8953,3 GB RAM,720 x 1440 px,LCD IPS,77.3 mm  160.7 mm  8.1 mm,32 GB,74%,170 g,18:09
Xiaomi,Xiaomi Mi8,260,//cdn-files.kimovil.com/phone_front/0002/43/thumb_142438_phone_front_x_small.jpeg,On Sale,7.5,5.8,7.9,7.9,8.1,7.9,0,3400 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,402 ppi Very high density,6.21,20 Mpx/2.0,12 Mpx/1.8,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 845,6 GB RAM,1080 x 2248 px,Amoled,74.8 mm  154.9 mm  7.6 mm,64 GB,83%,175 g,19:09
Xiaomi,Xiaomi Mi8 SE,241,//cdn-files.kimovil.com/phone_front/0002/43/thumb_142464_phone_front_x_small.jpeg,On Sale,6.8,5.2,7.5,6.5,7.5,7.2,0,3120 mAh,"Qualcomm® Kryo™ 360 CPU, Octa",402 ppi Very high density,5.88,20 Mpx/2.0,12 Mpx/1.9,Android 9.0P,MIUI V10 (Android 9 Pie),Qualcomm Snapdragon 710,4 GB RAM,1080 x 2244 px,Amoled,73.1 mm  147.3 mm  7.5 mm,64 GB,81%,164 g,19:09
Xiaomi,Xiaomi Redmi 6A,94,//cdn-files.kimovil.com/phone_front/0002/45/thumb_144456_phone_front_x_small.jpeg,On Sale,4.9,5.2,4.2,5.3,5.1,4.5,0,3000 mAh,ARM Cortex,295 ppi Medium Density,5.45,5 Mpx/2.4,13 Mpx/2.2,Android 8.0Oreo,MIUI V9.5 (Android 8.1 Oreo),MediaTek Helio A22 (MT6761),2 GB RAM,720 x 1440 px,LCD IPS,71.5 mm  147.5 mm  8.3 mm,16 GB,72%,145 g,18:09
Xiaomi,Xiaomi Redmi 6,117,//cdn-files.kimovil.com/phone_front/0002/45/thumb_144448_phone_front_x_small.jpeg,On Sale,5.5,4.3,6.8,5.6,5.8,4.8,0,3000 mAh,ARM Cortex,295 ppi Medium Density,5.45,5 Mpx/2.2,12 Mpx/2.2,Android 8.0Oreo,MIUI V9.5 (Android 8.1 Oreo),MediaTek Helio P22 MT6762,3 GB RAM,720 x 1440 px,LCD IPS,71.5 mm  147.5 mm  8.3 mm,32 GB,72%,145 g,18:09
Xiaomi,Xiaomi Redmi 6 Pro,156,//cdn-files.kimovil.com/phone_front/0002/46/thumb_145766_phone_front_x_small.jpeg,On Sale,6.4,6.8,6.6,6.3,6.1,6.3,0,4000 mAh,ARM Cortex,432 ppi Very high density,5.84,5 Mpx/--,12 Mpx/2.2,Android 8.0Oreo,MIUI V10 (Android 8.1 Oreo),Qualcomm Snapdragon 625 MSM8953,3 GB RAM,1080 x 2280 px,LCD IPS,71.7 mm  149.3 mm  8.8 mm,32 GB,79%,178 g,19:09
Xiaomi,Xiaomi Mi Max 3,190,//cdn-files.kimovil.com/phone_front/0002/50/thumb_149452_phone_front_x_small.jpeg,On Sale,7.3,8.9,7.4,7.2,6.7,6.4,0,5500 mAh,4x Kryo 260 1.8 GHz+ 4x Kryo 260 1.6 GHz,345 ppi High Density,6.9,8 Mpx/2.0,12 Mpx/1.9,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 636,4 GB RAM,1080 x 2160 px,LCD IPS,87.4 mm  176.2 mm  8.0 mm,64 GB,79%,221 g,18:09
Xiaomi,Xiaomi Mi A2,155,//cdn-files.kimovil.com/phone_front/0002/31/thumb_130590_phone_front_x_small.jpeg,On Sale,6.4,4.5,7.4,6.8,6.8,6.6,0,3010 mAh,4x Kryo 260 2.2 Ghz,403 ppi Very high density,5.99,20 Mpx/2.2,12 Mpx/1.75,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 660 MSM8976 Plus,4 GB RAM,1080 x 2160 px,LCD IPS,75.4 mm  158.7 mm  7.3 mm,32 GB,77%,166 g,18:09
Xiaomi,Xiaomi Mi A2 Lite,157,//cdn-files.kimovil.com/phone_front/0002/49/thumb_148294_phone_front_x_small.jpeg,On Sale,6.6,6.9,6.7,6.8,5.9,6.5,0,4000 mAh,ARM Cortex,432 ppi Very high density,5.84,5 Mpx/--,12 Mpx/2.2,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 625 MSM8953,3 GB RAM,1080 x 2280 px,LCD IPS,71.7 mm  149.3 mm  8.8 mm,32 GB,79%,178 g,19:09
Xiaomi,Xiaomi Pocophone F1,313,//cdn-files.kimovil.com/phone_front/0002/55/thumb_154491_phone_front_x_small.jpeg,On Sale,7.3,6.9,7.5,6.8,8.1,7.3,0,4000 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,416 ppi Very high density,6.18,20 Mpx/2.0,12 Mpx/1.9,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 845,6 GB RAM,1080 x 2246 px,LCD IPS,75.2 mm  155.5 mm  8.8 mm,64 GB,82%,182 g,18:09
Xiaomi,Xiaomi Redmi Note 6 Pro,140,//cdn-files.kimovil.com/phone_front/0002/59/thumb_158864_phone_front_x_small.jpeg,On Sale,6.9,6.8,7.3,6.9,6.5,6.9,0,4000 mAh,4x Kryo 260 1.8 GHz+ 4x Kryo 260 1.6 GHz,403 ppi Very high density,6.26,20 Mpx,12 Mpx/1.9,Android 9.0P,MIUI V10 (Android 9 Pie),Qualcomm Snapdragon 636,3 GB RAM,1080 x 2246 px,LCD IPS,76.3 mm  157.9 mm  8.2 mm,32 GB,82%,176 g,19:09
Xiaomi,Xiaomi Mi8 Lite,170,//cdn-files.kimovil.com/phone_front/0002/59/thumb_158836_phone_front_x_small.jpeg,On Sale,7,5.6,7.5,7.3,7.2,7.4,0,3350 mAh,4x Kryo 260 2.2 Ghz,403 ppi Very high density,6.26,24.8 Mpx/2.0,12 Mpx/1.9,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 660 MSM8976 Plus,4 GB RAM,1080 x 2280 px,LCD IPS,75.8 mm  156.4 mm  7.5 mm,64 GB,82%,169 g,19:09
Xiaomi,Xiaomi Mi Mix 3,422,//cdn-files.kimovil.com/phone_front/0002/65/thumb_164260_phone_front_x_small.jpeg,On Sale,7.8,5.4,8.2,9.1,8,8.2,0,3200 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,403 ppi Very high density,6.39,24.8 Mpx/2.2,12 Mpx/1.8,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 845,6 GB RAM,1080 x 2340 px,Amoled,74.7 mm  157.9 mm  8.5 mm,128 GB,85%,218 g,19.5:9
Xiaomi,Xiaomi Mi8 Pro,350,//cdn-files.kimovil.com/phone_front/0002/65/thumb_164498_phone_front_x_small.jpeg,On Sale,7.3,4.5,7.9,8.1,8.2,8,0,3000 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,402 ppi Very high density,6.21,20 Mpx/2.0,12 Mpx/1.8,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 845,8 GB RAM,1080 x 2248 px,Amoled,74.8 mm  154.9 mm  7.6 mm,128 GB,83%,177 g,19:09
Xiaomi,Xiaomi Mi Play,124,//cdn-files.kimovil.com/phone_front/0002/79/thumb_178789_phone_front_x_small.jpeg,On Sale,5.8,4.3,5,6.6,6.4,6.7,0,3000 mAh,4×Cortex A53 2.3GHz+4×Cortex A53 1.8GHz,432 ppi Very high density,5.84,8 Mpx/--,12 Mpx/2.2,Android 9.0P,MIUI V11 (Android 9 P),MediaTek Helio P35 MT6765,4 GB RAM,1080 x 2280 px,LCD IPS,71.9 mm  147.8 mm  7.8 mm,64 GB,80%,150 g,19:09
Xiaomi,Xiaomi Redmi Note 7,140,//cdn-files.kimovil.com/phone_front/0002/83/thumb_182843_phone_front_x_small.jpeg,On Sale,7.1,6.8,7.3,7.2,7,7.3,0,4000 mAh,4x Kryo 260 2.2 Ghz,409 ppi Very high density,6.3,13 Mpx/2.2,48 Mpx/1.8,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 660 MSM8976 Plus,3 GB RAM,1080 x 2340 px,LTPS LCD,75.2 mm  159.2 mm  8.1 mm,32 GB,81%,186 g,19.5:9
Xiaomi,Xiaomi Redmi Go,103,//cdn-files.kimovil.com/phone_front/0002/88/thumb_187253_phone_front_x_small.jpeg,On Sale,4.9,4.9,3.8,6.2,3.9,5.8,0,3000 mAh,ARM Cortex,294 ppi Medium Density,5,8 Mpx/2.2,8 Mpx/2.0,Android 8.0Oreo,Android 8.1 Oreo Go Edition,Qualcomm Snapdragon 425 MSM8917,1 GB RAM,720 x 1280 px,LCD IPS,70.1 mm  140.4 mm  8.4 mm,8 GB,70%,137 g,16:09
Xiaomi,Xiaomi Mi 9 SE,292,//cdn-files.kimovil.com/phone_front/0002/91/thumb_190907_phone_front_x_small.jpeg,On Sale,7.5,5.1,8.5,7.6,7.6,8.5,0,3070 mAh,2x2.2 GHz Kryo 360+6x 1.7 GHz Kryo 360,432 ppi Very high density,5.97,24.8 Mpx/2.0,48 Mpx/1.75,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 712,6 GB RAM,1080 x 2340 px,Amoled,70.5 mm  147.5 mm  7.5 mm,64 GB,85%,155 g,19.5:9
Xiaomi,Xiaomi Mi 9,379,//cdn-files.kimovil.com/phone_front/0002/91/thumb_190938_phone_front_x_small.jpeg,On Sale,7.8,5.8,8.1,8,8.4,8.8,0,3300 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,403 ppi Very high density,6.4,24.8 Mpx/2.0,48 Mpx/1.75,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 855,6 GB RAM,1080 x 2340 px,Amoled,74.7 mm  157.5 mm  7.6 mm,64 GB,86%,173 g,19.5:9
Xiaomi,Xiaomi Mi Mix 3 5G,400,//cdn-files.kimovil.com/phone_front/0002/65/thumb_164260_phone_front_x_small.jpeg,On Sale,7.8,6.5,8.2,7.8,8.3,8.1,0,3800 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,403 ppi Very high density,6.39,24.8 Mpx/2.2,12 Mpx/1.8,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 855,6 GB RAM,1080 x 2340 px,Amoled,74.7 mm  157.9 mm  9.4 mm,64 GB,85%,225 g,19.5:9
Xiaomi,Xiaomi Redmi 7,112,//cdn-files.kimovil.com/phone_front/0002/95/thumb_194151_phone_front_x_small.jpeg,On Sale,6.4,7.1,4.9,6.4,6.5,6.9,0,4000 mAh,8XKryo 250 1.8 GHz,269 ppi Medium Density,6.26,8 Mpx/--,12 Mpx/2.2,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 632,2 GB RAM,720 x 1520 px,LCD IPS,75.6 mm  158.7 mm  8.5 mm,16 GB,81%,180 g,19:09
Xiaomi,Xiaomi Redmi 7A,100,//cdn-files.kimovil.com/phone_front/0003/12/thumb_211801_phone_front_x_small.jpeg,On Sale,5.5,7.2,4.8,4.8,6,4.5,0,4000 mAh,4x1.95 GHz ARM Cortex,295 ppi Medium Density,5.45,5 Mpx/--,12 Mpx,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 439,2 GB RAM,720 x 1440 px,LCD IPS,70.4 mm  146.3 mm  9.6 mm,16 GB,74%,165 g,18:09
Xiaomi,Xiaomi Redmi K20 Pro,342,//cdn-files.kimovil.com/phone_front/0003/12/thumb_211802_phone_front_x_small.jpeg,On Sale,8,7.2,8.4,7.6,8.3,8.6,0,4000 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,403 ppi Very high density,6.39,20 Mpx/2.2,48 Mpx/1.75,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 855,6 GB RAM,1080 x 2340 px,Amoled,74.3 mm  156.7 mm  8.8 mm,64 GB,86%,191 g,19.5:9
Xiaomi,Xiaomi Redmi K20,270,//cdn-files.kimovil.com/phone_front/0003/12/thumb_211836_phone_front_x_small.jpeg,On Sale,7.8,7.3,8.3,7.2,7.8,8.6,0,4000 mAh,2x2.2 GHz Kryo 470 + 6x1.8 GHz Kryo 470,403 ppi Very high density,6.39,20 Mpx/2.2,48 Mpx/1.75,Android 9.0P,MIUI (Android 9.0 Pie),Qualcomm Snapdragon 730,6 GB RAM,1080 x 2340 px,Amoled,74.3 mm  156.7 mm  8.8 mm,64 GB,86%,191 g,19.5:9
Xiaomi,Xiaomi Mi 9T,262,//cdn-files.kimovil.com/phone_front/0003/12/thumb_211836_phone_front_x_small.jpeg,On Sale,7.9,7.3,8,7.8,7.8,8.6,0,4000 mAh,2x2.2 GHz Kryo 470 + 6x1.8 GHz Kryo 470,403 ppi Very high density,6.39,20 Mpx/2.2,48 Mpx/1.75,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 730,6 GB RAM,1080 x 2340 px,Amoled,74.3 mm  156.7 mm  8.8 mm,64 GB,86%,191 g,19.5:9
Xiaomi,Xiaomi CC9,224,//cdn-files.kimovil.com/phone_front/0003/20/thumb_219632_phone_front_x_small.jpeg,On Sale,7.7,7.3,8,7.1,7.6,8.5,0,4030 mAh,"Qualcomm® Kryo™ 360 CPU, Octa",403 ppi Very high density,6.39,32 Mpx/2.0,48 Mpx/1.79,Android 9.0P,MIUI V10.2 (Android 9.0 Pie),Qualcomm Snapdragon 710,6 GB RAM,1080 x 2340 px,Amoled,74.5 mm  156.8 mm  8.7 mm,64 GB,85%,179 g,19.5:9
Xiaomi,Xiaomi CC9e,217,//cdn-files.kimovil.com/phone_front/0003/20/thumb_219660_phone_front_x_small.jpeg,On Sale,7.3,7.5,8,6.1,7.2,7.7,0,4030 mAh,4x2.0 GHz Kryo 260 + 4x 1.7 GHz Kryo 260,282 ppi Medium Density,6.09,32 Mpx/2.0,48 Mpx/1.79,Android 9.0P,MIUI V10.2 (Android 9.0 Pie),Qualcomm Snapdragon 665,4 GB RAM,720 x 1560 px,Amoled,71.9 mm  153.5 mm  8.5 mm,64 GB,82%,174 g,19.5:9
Xiaomi,Xiaomi Mi 9T Pro,432,//cdn-files.kimovil.com/phone_front/0003/80/thumb_279155_phone_front_x_small.jpeg,On Sale,8.1,7.2,8.4,7.9,8.3,8.6,0,4000 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,403 ppi Very high density,6.39,20 Mpx/2.2,48 Mpx/1.75,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 855,6 GB RAM,1080 x 2340 px,Amoled,74.3 mm  156.7 mm  8.8 mm,64 GB,86%,191 g,19.5:9
Xiaomi,Xiaomi Redmi Note 8 Pro,184,//cdn-files.kimovil.com/phone_front/0003/39/thumb_238918_phone_front_x_small.jpeg,On Sale,8,7.9,8,7.8,8,8.2,0,4500 mAh,2x2.05GHz ARM Cortex,396 ppi High Density,6.53,20 Mpx/2.0,64 Mpx/1.9,Android 9.0P,MIUI V11 (Android 9 P),MediaTek Helio G90T (MT6785T),6 GB RAM,1080 x 2340 px,LTPS LCD,76.4 mm  161.3 mm  8.8 mm,64 GB,84%,199 g,19.5:9
Xiaomi,Xiaomi Redmi Note 8,139,//cdn-files.kimovil.com/phone_front/0003/39/thumb_238917_phone_front_x_small.jpeg,On Sale,7.3,7.1,7.6,7.2,7.1,7.3,0,4000 mAh,4x2.0 GHz Kryo 260 + 4x 1.7 GHz Kryo 260,409 ppi Very high density,6.3,13 Mpx/2.0,48 Mpx/1.79,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 665,4 GB RAM,1080 x 2340 px,LTPS LCD,75.3 mm  158.3 mm  8.4 mm,64 GB,81%,190 g,19.5:9
Xiaomi,Xiaomi Mi 9 Lite,245,//cdn-files.kimovil.com/phone_front/0003/20/thumb_219632_phone_front_x_small.jpeg,On Sale,7.9,7.3,8.1,7.8,7.6,8.5,0,4030 mAh,"Qualcomm® Kryo™ 360 CPU, Octa",403 ppi Very high density,6.39,32 Mpx/2.0,48 Mpx/1.79,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 710,6 GB RAM,1080 x 2340 px,Amoled,74.5 mm  156.8 mm  8.7 mm,64 GB,85%,179 g,19.5:9
Xiaomi,Xiaomi Mi 9 Pro,797,//cdn-files.kimovil.com/phone_front/0003/54/thumb_253107_phone_front_x_small.jpeg,On Sale,8.2,7.4,8.5,8.2,8.6,8.5,0,4000 mAh,1x 2.96 GHz Kryo 485,403 ppi Very high density,6.4,24.8 Mpx/2.0,48 Mpx/1.75,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 855 Plus,8 GB RAM,1080 x 2340 px,Amoled,74.6 mm  157.2 mm  8.5 mm,128 GB,85%,196 g,19.5:9
Xiaomi,Xiaomi Redmi 8A,88,//cdn-files.kimovil.com/phone_front/0003/54/thumb_253560_phone_front_x_small.jpeg,On Sale,6.8,8.4,6.9,6.1,6.1,6.5,0,5000 mAh,4x1.95 GHz ARM Cortex,271 ppi Medium Density,6.22,8 Mpx/2.0,12 Mpx/1.8,Android 9.0P,MIUI V10 (Android 9 Pie),Qualcomm Snapdragon 439,2 GB RAM,720 x 1520 px,LCD IPS,75.4 mm  156.5 mm  9.4 mm,32 GB,81%,188 g,19:09
Xiaomi,Xiaomi Redmi 8,108,//cdn-files.kimovil.com/phone_front/0003/60/thumb_259821_phone_front_x_small.jpeg,On Sale,7.1,8.4,7.3,6.6,6.3,6.8,0,5000 mAh,4x1.95 GHz ARM Cortex,271 ppi Medium Density,6.22,8 Mpx/2.0,12 Mpx/1.8,Android 9.0P,MIUI V11 (Android 9 P),Qualcomm Snapdragon 439,3 GB RAM,720 x 1520 px,LCD IPS,75.4 mm  156.5 mm  9.4 mm,32 GB,81%,188 g,19:09
Xiaomi,Xiaomi Mi CC9 Pro,409,//cdn-files.kimovil.com/phone_front/0003/71/thumb_270582_phone_front_x_small.jpeg,On Sale,8.4,8.8,9.3,7.4,7.8,8.9,0,5260 mAh,2x 2.2 GHz Kryo 470 + 6x Kryo 470 a 1.8 GHz,398 ppi High Density,6.47,32 Mpx/2.0,108 Mpx/1.69,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 730G,6 GB RAM,1080 x 2340 px,Amoled,74.2 mm  157.8 mm  9.7 mm,128 GB,87%,208 g,19.5:9
Xiaomi,Xiaomi Mi Note 10,420,//cdn-files.kimovil.com/phone_front/0003/71/thumb_270582_phone_front_x_small.jpeg,On Sale,8.6,8.8,9.3,8,7.8,8.9,0,5260 mAh,2x 2.2 GHz Kryo 470 + 6x Kryo 470 a 1.8 GHz,398 ppi High Density,6.47,32 Mpx/2.0,108 Mpx/1.69,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 730G,6 GB RAM,1080 x 2340 px,Amoled,74.2 mm  157.8 mm  9.7 mm,128 GB,87%,208 g,19.5:9
Xiaomi,Xiaomi redmi Note 8T,149,//cdn-files.kimovil.com/phone_front/0003/39/thumb_238917_phone_front_x_small.jpeg,On Sale,7.3,7.1,7.6,7.8,7.1,6.7,0,4000 mAh,4x2.0 GHz Kryo 260 + 4x 1.7 GHz Kryo 260,409 ppi Very high density,6.3,13 Mpx/2.0,48 Mpx/1.79,Android 9.0P,MIUI V10 (Android 9 Pie),Qualcomm Snapdragon 665,4 GB RAM,1080 x 2340 px,LTPS LCD,75.4 mm  161.2 mm  8.6 mm,64 GB,80%,199 g,19.5:9
Xiaomi,Xiaomi Redmi K30 5G,389,//cdn-files.kimovil.com/phone_front/0003/88/thumb_287063_phone_front_x_small.jpeg,On Sale,8.2,8,8.8,7.7,8,8.3,0,4500 mAh,1x Cortex,395 ppi High Density,6.67,20 Mpx ,64 Mpx/1.89,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 765G,6 GB RAM,1080 x 2400 px,LCD IPS,76.6 mm  165.3 mm  8.8 mm,64 GB,84%,208 g,20:09
Xiaomi,Xiaomi Redmi K30,290,//cdn-files.kimovil.com/phone_front/0003/88/thumb_287063_phone_front_x_small.jpeg,On Sale,8,8,8.7,7,7.9,8.3,0,4500 mAh,2x 2.2 GHz Kryo 470 + 6x Kryo 470 a 1.8 GHz,395 ppi High Density,6.67,20 Mpx/2.2,64 Mpx/1.89,Android 10Q,MIUI 11 (Android 10),Qualcomm Snapdragon 730G,6 GB RAM,1080 x 2400 px,LCD IPS,76.6 mm  165.3 mm  8.8 mm,64 GB,84%,208 g,20:09
Xiaomi,Xiaomi Mi 10 Pro,1012,//cdn-files.kimovil.com/phone_front/0004/24/thumb_323526_phone_front_x_small.jpeg,On Sale,8.9,8.1,9.5,8.5,9.3,9.1,0,4500 mAh,Kryo 585 1x Cortex,386 ppi High Density,6.67,20 Mpx/2.3,108 Mpx/1.69,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 865,8 GB RAM,1080 x 2340 px,Super Amoled,74.8 mm  162.6 mm  9.0 mm,256 GB,89%,208 g,19.5:9
Xiaomi,Xiaomi Mi 10,690,//cdn-files.kimovil.com/phone_front/0004/24/thumb_323504_phone_front_x_small.jpeg,On Sale,8.9,8.3,9.3,8.5,9.1,9.1,0,4780 mAh,Kryo 585 1x Cortex,386 ppi High Density,6.67,20 Mpx/2.3,108 Mpx/1.69,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 865,8 GB RAM,1080 x 2340 px,Super Amoled,74.8 mm  162.6 mm  9.0 mm,128 GB,89%,208 g,19.5:9
Xiaomi,Xiaomi Redmi Note 9S,179,//cdn-files.kimovil.com/phone_front/0004/36/thumb_335705_phone_front_x_small.jpeg,On Sale,8,8.7,7.8,7.6,7.7,8.1,0,5020 mAh,2xCortex,395 ppi High Density,6.67,16 Mpx,48 Mpx/1.79,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 720G,4 GB RAM,1080 x 2400 px,LCD IPS,76.7 mm  165.7 mm  8.8 mm,64 GB,84%,209 g,20:09
