average_rating,battery_rating,brand,camera_rating,connectivity_rating,design_rating,performance_rating,phone_image,phone_name,user_rating
5.0,4.7,Huawei,5.2,4.8,4.4,5.7,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221436_devicerender_small.jpeg,Huawei Honor 7C,0
4.9,4.0,Huawei,5.3,4.8,4.9,5.5,//cdn-files.kimovil.com/phone_front/0002/32/thumb_131066_phone_front_medium.jpeg,Huawei nova 2 Lite,0
4.7,4.0,Huawei,5.2,4.4,5.0,5.1,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221438_devicerender_small.jpeg,Huawei Y7 Pro 2018,0
5.9,4.3,Huawei,5.7,6.6,6.7,6.1,//cdn-files.kimovil.com/phone_front/0002/33/thumb_132242_phone_front_medium.jpeg,Huawei nova 3e,0
6.9,5.9,Huawei,6.7,7.8,6.6,7.7,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221343_devicerender_small.jpeg,Huawei P20,0
7.9,7.1,Huawei,8.9,8.4,7.3,7.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221340_devicerender_small.jpeg,Huawei P20 Pro,0
5.5,6.5,Huawei,5.8,4.2,5.4,5.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221439_devicerender_small.jpeg,Huawei Y9 (2018),0
5.8,4.3,Huawei,5.5,6.2,6.7,6.4,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221335_devicerender_small.jpeg,Huawei P20 Lite,0
5.9,6.7,Huawei,5.7,5.6,5.6,6.1,//cdn-files.kimovil.com/phone_front/0002/35/thumb_134265_phone_front_medium.jpeg,Huawei Enjoy 8 Plus,0
4.8,4.0,Huawei,5.3,4.6,5.0,5.1,//cdn-files.kimovil.com/phone_front/0002/35/thumb_134291_phone_front_medium.jpeg,Huawei Enjoy 8,0
4.5,4.1,Huawei,3.5,5.6,4.6,4.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221393_devicerender_small.jpeg,Huawei Honor 7A,0
5.0,4.0,Huawei,5.3,6.1,4.9,4.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221440_devicerender_small.jpeg,Huawei Y7 Prime 2018,0
4.8,4.1,Huawei,4.6,5.8,4.6,5.1,//cdn-files.kimovil.com/phone_front/0002/35/thumb_134218_phone_front_medium.jpeg,Huawei Enjoy 8e,0
7.7,7.3,Huawei,7.4,8.2,8.0,7.6,//cdn-files.kimovil.com/phone_front/0002/36/thumb_135654_phone_front_medium.jpeg,Huawei Mate RS,0
6.8,5.9,Huawei,6.9,6.8,6.6,7.7,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221458_devicerender_small.jpeg,Huawei Honor 10,0
4.7,4.7,Huawei,4.3,5.5,4.7,4.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221392_devicerender_small.jpeg,Huawei Y6 2018,0
4.6,5.0,Huawei,4.3,4.2,5.1,4.5,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221546_devicerender_small.jpeg,Huawei Honor 7S,0
3.4,3.0,Huawei,3.8,4.6,2.2,3.5,//cdn-files.kimovil.com/phone_front/0002/42/thumb_141890_phone_front_medium.jpeg,Huawei Y3 2018,0
4.6,5.0,Huawei,4.3,4.5,4.7,4.5,//cdn-files.kimovil.com/phone_front/0002/41/thumb_140912_phone_front_medium.jpeg,Huawei Honor Play 7,0
6.6,6.4,Huawei,6.2,5.5,7.4,7.6,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221510_devicerender_small.jpeg,Huawei Honor Play,0
5.4,4.3,Huawei,5.7,5.0,6.2,6.0,//cdn-files.kimovil.com/phone_front/0002/44/thumb_143525_phone_front_medium.jpeg,Huawei Honor 9i,0
6.8,6.4,Huawei,6.6,5.7,7.7,7.5,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221578_devicerender_small.jpeg,Huawei Nova 3,0
6.1,5.6,Huawei,5.6,5.2,7.1,6.8,//cdn-files.kimovil.com/phone_front/0002/50/thumb_149467_phone_front_medium.jpeg,Huawei nova 3i,0
5.3,4.3,Huawei,5.4,4.6,6.2,6.1,//cdn-files.kimovil.com/phone_front/0002/44/thumb_143525_phone_front_medium.jpeg,Huawei Honor 9N,0
7.3,8.3,Huawei,6.3,6.8,7.3,7.7,//cdn-files.kimovil.com/phone_front/0002/52/thumb_151515_phone_front_medium.jpeg,Huawei Honor Note 10,0
6.0,5.6,Huawei,5.6,4.6,7.2,6.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221592_devicerender_small.jpeg,Huawei P smart+,0
6.5,6.3,Huawei,6.3,6.3,6.9,6.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221654_devicerender_small.jpeg,Huawei Mate 20 Lite,0
4.7,5.0,Huawei,4.3,4.9,4.7,4.6,//cdn-files.kimovil.com/phone_front/0002/92/thumb_191385_phone_front_medium.jpeg,Huawei Enjoy 8e Lite,0
6.9,8.3,Huawei,6.1,5.9,7.5,6.6,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221645_devicerender_small.jpeg,Huawei Honor 8x Max,0
6.8,6.3,Huawei,6.3,6.5,7.8,7.1,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221728_devicerender_small.jpeg,Huawei Honor 8x,0
6.2,6.8,Huawei,5.0,5.2,7.2,6.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221700_devicerender_small.jpeg,Huawei Y9 (2019),0
6.1,7.0,Huawei,5.5,4.9,6.5,6.4,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221808_devicerender_small.jpeg,Huawei Honor 8C,0
6.9,8.3,Huawei,6.1,5.8,7.3,6.9,//cdn-files.kimovil.com/phone_front/0002/57/thumb_156730_phone_front_medium.jpeg,Huawei Enjoy Max,0
6.6,6.8,Huawei,6.5,5.7,7.2,7.0,//cdn-files.kimovil.com/phone_front/0002/61/thumb_160450_phone_front_medium.jpeg,Huawei Enjoy 9 Plus,0
8.0,7.3,Huawei,7.5,8.9,8.3,8.1,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221707_devicerender_small.jpeg,Huawei Mate 20,0
8.3,7.7,Huawei,7.8,8.5,8.9,8.4,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221694_devicerender_small.jpeg,Huawei Mate 20 RS Porsche Design,0
8.5,8.6,Huawei,9.0,8.6,8.1,8.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221690_devicerender_small.jpeg,Huawei Mate 20X,0
8.2,7.8,Huawei,7.5,8.6,8.9,8.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221720_devicerender_small.jpeg,Huawei Mate 20 Pro,0
7.3,5.9,Huawei,6.5,7.8,8.0,8.2,//cdn-files.kimovil.com/phone_front/0002/66/thumb_165114_phone_front_medium.jpeg,Huawei Honor Magic 2,0
6.4,5.8,Huawei,5.9,5.8,7.5,7.0,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221776_devicerender_small.jpeg,Huawei Honor 10 Lite,0
5.7,7.0,Huawei,5.5,5.0,5.5,5.4,//cdn-files.kimovil.com/phone_front/0002/85/thumb_184493_phone_front_medium.jpeg,Huawei Enjoy 9,0
7.1,6.4,Huawei,6.7,6.2,8.2,7.9,//cdn-files.kimovil.com/phone_front/0002/78/thumb_177220_phone_front_medium.jpeg,Huawei nova 4,0
6.9,8.3,Huawei,6.1,6.1,7.2,6.9,//cdn-files.kimovil.com/phone_front/0002/57/thumb_156730_phone_front_medium.jpeg,Huawei Y Max,0
7.9,7.3,Huawei,8.0,7.9,8.1,8.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221751_devicerender_small.jpeg,Huawei Honor View 20,0
6.5,5.8,Huawei,6.2,5.7,7.6,7.0,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221752_devicerender_small.jpeg,Huawei P Smart 2019,0
5.1,4.6,Huawei,4.7,4.5,5.3,6.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221835_devicerender_small.jpeg,Huawei Honor Play 8A,0
5.6,7.0,Huawei,5.5,4.5,5.3,5.8,//cdn-files.kimovil.com/phone_front/0002/87/thumb_186038_phone_front_medium.jpeg,Huawei Y7 Prime 2019,0
5.2,5.2,Huawei,4.7,5.1,5.5,5.5,//cdn-files.kimovil.com/phone_front/0002/90/thumb_189647_phone_front_medium.jpeg,Huawei Y6 Pro 2019,0
8.0,8.0,Huawei,7.2,8.5,7.7,8.4,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221826_devicerender_small.jpeg,Huawei Mate X,0
5.1,5.2,Huawei,5.5,3.9,5.6,5.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221923_devicerender_small.jpeg,Huawei Y6 2019,0
6.5,5.8,Huawei,6.6,5.7,7.6,6.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221813_devicerender_small.jpeg,Huawei P smart+ 2019,0
6.6,5.7,Huawei,6.7,6.0,7.7,7.1,//cdn-files.kimovil.com/phone_front/0002/97/thumb_196015_phone_front_medium.jpeg,Huawei nova 4e,0
6.6,5.8,Huawei,6.8,5.9,7.4,6.9,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221980_devicerender_small.jpeg,Huawei Honor 10i,0
6.4,5.8,Huawei,6.1,5.8,7.4,7.0,//cdn-files.kimovil.com/phone_front/0002/98/thumb_197846_phone_front_medium.jpeg,Huawei Enjoy 9s,0
5.0,5.2,Huawei,4.7,4.7,5.0,5.6,//cdn-files.kimovil.com/phone_front/0002/98/thumb_197838_phone_front_medium.jpeg,Huawei Enjoy 9e,0
8.6,7.8,Huawei,9.1,8.7,9.0,8.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221910_devicerender_small.jpeg,Huawei P30 Pro,0
6.7,5.7,Huawei,6.8,6.5,7.7,6.9,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221903_devicerender_small.jpeg,Huawei P30 Lite,0
5.0,5.2,Huawei,4.7,4.1,5.6,5.3,//cdn-files.kimovil.com/phone_front/0002/94/thumb_193253_phone_front_medium.jpeg,Huawei Y6 Prime 2019,0
6.6,5.8,Huawei,7.0,5.6,7.3,7.2,//cdn-files.kimovil.com/phone_front/0003/04/thumb_203295_phone_front_medium.jpeg,Huawei Honor 20i,0
5.0,5.2,Huawei,4.7,5.3,4.7,5.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221965_devicerender_small.jpeg,Huawei Y5 2019,0
4.9,5.2,Huawei,4.7,4.6,4.7,5.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221976_devicerender_small.jpeg,Huawei Honor 8s,0
5.6,7.0,Huawei,5.6,4.8,5.0,5.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221438_devicerender_small.jpeg,Huawei Y7 Pro 2019,0
6.7,5.8,Huawei,7.0,6.7,7.3,6.9,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221980_devicerender_small.jpeg,Huawei Honor 20 Lite,0
6.8,6.8,Huawei,6.2,6.7,7.4,6.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221941_devicerender_small.jpeg,Huawei P Smart Z,0
6.5,6.8,Huawei,6.0,5.0,7.5,7.0,//cdn-files.kimovil.com/devicerender/0003/57/thumb_256422_devicerender_small.jpeg,Huawei Y9 Prime 2019,0
8.5,7.6,Huawei,9.0,9.3,8.1,8.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221690_devicerender_small.jpeg,Huawei Mate 20X 5G,0
7.8,6.4,Huawei,8.5,8.0,7.7,8.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221935_devicerender_small.jpeg,Huawei Honor 20,0
7.9,7.3,Huawei,9.2,7.4,7.5,8.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221934_devicerender_small.jpeg,Huawei Honor 20 Pro,0
6.8,5.8,Huawei,6.8,6.5,7.6,7.1,//cdn-files.kimovil.com/phone_front/0003/02/thumb_201762_phone_front_medium.jpeg,Huawei Maimang 8,0
6.8,6.6,Huawei,7.1,6.0,7.2,7.3,//cdn-files.kimovil.com/phone_front/0003/15/thumb_214623_phone_front_medium.jpeg,Huawei nova 5i,0
7.6,6.1,Huawei,8.8,7.1,8.0,8.2,//cdn-files.kimovil.com/phone_front/0003/17/thumb_216719_phone_front_medium.jpeg,Huawei nova 5 Pro,0
6.8,6.6,Huawei,7.1,6.2,7.2,7.1,//cdn-files.kimovil.com/phone_front/0003/15/thumb_214623_phone_front_medium.jpeg,Huawei P20 Lite 2019,0
4.7,5.2,Huawei,4.6,4.3,4.1,5.3,//cdn-files.kimovil.com/phone_front/0003/24/thumb_223163_phone_front_medium.jpeg,Huawei Honor Play 8,0
7.4,6.7,Huawei,8.9,6.3,7.4,7.9,//cdn-files.kimovil.com/phone_front/0003/24/thumb_223583_phone_front_medium.jpeg,Huawei nova 5i Pro,0
7.4,6.7,Huawei,8.5,6.4,7.7,7.7,//cdn-files.kimovil.com/phone_front/0003/24/thumb_223584_phone_front_medium.jpeg,Huawei Mate 30 Lite,0
7.5,7.3,Huawei,8.6,5.9,7.6,8.0,//cdn-files.kimovil.com/devicerender/0003/78/thumb_277391_devicerender_small.jpeg,Huawei Honor 9x Pro,0
7.2,6.8,Huawei,8.6,5.5,7.6,7.3,//cdn-files.kimovil.com/devicerender/0003/78/thumb_277391_devicerender_small.jpeg,Huawei Honor 9x,0
7.4,6.4,Huawei,8.2,6.4,7.9,8.0,//cdn-files.kimovil.com/devicerender/0004/02/thumb_301811_devicerender_small.jpeg,Huawei Honor 20S,0
6.7,6.8,Huawei,6.6,5.6,7.6,7.0,//cdn-files.kimovil.com/phone_front/0003/44/thumb_243619_phone_front_medium.jpeg,Huawei Enjoy 10 Plus,0
4.6,4.3,Huawei,4.6,4.3,4.1,5.7,//cdn-files.kimovil.com/phone_front/0003/54/thumb_253245_phone_front_medium.jpeg,Huawei Honor Play 3e,0
6.9,7.0,Huawei,8.0,5.5,7.1,6.9,//cdn-files.kimovil.com/phone_front/0003/49/thumb_248823_phone_front_medium.jpeg,Huawei Honor Play 3,0
8.7,8.1,Huawei,9.2,8.6,8.9,8.7,//cdn-files.kimovil.com/devicerender/0003/68/thumb_267324_devicerender_small.jpeg,Huawei Mate 30 Pro,0
8.6,7.8,Huawei,9.0,9.0,8.8,8.4,//cdn-files.kimovil.com/devicerender/0003/80/thumb_279786_devicerender_small.jpeg,Huawei Mate 30,0
7.8,6.4,Huawei,8.9,7.9,7.7,8.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221935_devicerender_small.jpeg,Huawei Nova 5T,0
7.5,7.4,Huawei,8.0,6.8,7.4,7.9,//cdn-files.kimovil.com/phone_front/0003/64/thumb_263947_phone_front_medium.jpeg,Huawei nova 5z,0
6.3,7.0,Huawei,6.2,5.0,6.6,6.9,//cdn-files.kimovil.com/phone_front/0003/64/thumb_263982_phone_front_medium.jpeg,Huawei Enjoy 10,0
7.0,6.9,Huawei,7.8,5.9,7.5,6.9,//cdn-files.kimovil.com/phone_front/0003/67/thumb_266111_phone_front_medium.jpeg,Huawei Honor 20 Youth,0
7.0,6.8,Huawei,8.3,5.2,7.6,7.2,//cdn-files.kimovil.com/devicerender/0003/88/thumb_287140_devicerender_small.jpeg,Huawei Y9s,0
8.4,7.6,Huawei,9.2,8.7,8.0,8.6,//cdn-files.kimovil.com/devicerender/0004/55/thumb_354007_devicerender_small.jpeg,Huawei Honor V30 Pro,0
8.4,7.7,Huawei,9.1,8.7,8.0,8.5,//cdn-files.kimovil.com/phone_front/0003/81/thumb_280851_phone_front_medium.jpeg,Huawei Honor V30,0
6.8,6.6,Huawei,6.6,5.7,7.8,7.1,//cdn-files.kimovil.com/phone_front/0003/77/thumb_276665_phone_front_medium.jpeg,Huawei Enjoy 10S,0
8.2,7.6,Huawei,9.2,7.9,7.7,8.6,//cdn-files.kimovil.com/phone_front/0003/84/thumb_283734_phone_front_medium.jpeg,Huawei Nova 6,0
7.2,7.7,Huawei,6.6,6.5,7.3,8.0,//cdn-files.kimovil.com/phone_front/0003/85/thumb_284356_phone_front_medium.jpeg,Huawei nova 6 SE,0
6.8,7.3,Huawei,6.6,6.0,6.3,7.9,//cdn-files.kimovil.com/phone_front/0003/82/thumb_281010_phone_front_medium.jpeg,Huawei P smart Pro 2019,0
8.0,7.3,Huawei,9.2,7.9,7.5,8.2,//cdn-files.kimovil.com/phone_front/0003/81/thumb_280453_phone_front_medium.jpeg,Huawei Nova 5T Pro,0
5.1,4.6,Huawei,4.7,4.7,5.5,6.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221835_devicerender_small.jpeg,Huawei Y6s,0
7.4,7.7,Huawei,6.6,7.5,7.3,7.9,//cdn-files.kimovil.com/phone_front/0003/85/thumb_284356_phone_front_medium.jpeg,Huawei Nova 7i,0
8.2,8.0,Huawei,7.2,9.1,8.0,8.8,//cdn-files.kimovil.com/devicerender/0004/54/thumb_353996_devicerender_small.jpeg,Huawei Mate Xs,0
7.3,7.7,Huawei,6.6,7.2,7.3,7.9,//cdn-files.kimovil.com/devicerender/0004/54/thumb_353999_devicerender_small.jpeg,Huawei P40 Lite,0
6.1,8.3,Huawei,5.4,4.7,5.8,6.4,//cdn-files.kimovil.com/phone_front/0004/33/thumb_332654_phone_front_medium.jpeg,Huawei Enjoy 10e,0
7.1,6.3,Huawei,8.1,6.1,7.6,7.3,//cdn-files.kimovil.com/phone_front/0004/26/thumb_325555_phone_front_medium.jpeg,Huawei Honor 9x Lite,0
8.9,7.8,Huawei,9.4,9.6,9.1,8.7,//cdn-files.kimovil.com/phone_front/0004/43/thumb_342231_phone_front_medium.jpeg,Huawei P40 Pro,0
8.4,6.6,Huawei,9.4,9.4,8.2,8.6,//cdn-files.kimovil.com/devicerender/0004/54/thumb_353977_devicerender_small.jpeg,Huawei P40,0
8.9,7.8,Huawei,9.5,9.4,9.0,8.9,//cdn-files.kimovil.com/devicerender/0004/54/thumb_353975_devicerender_small.jpeg,Huawei P40 Pro+,0
8.0,7.7,Huawei,8.8,7.6,7.7,8.2,//cdn-files.kimovil.com/phone_front/0004/45/thumb_344642_phone_front_medium.jpeg,Huawei Honor 30S,0
6.2,8.3,Huawei,5.5,4.4,6.3,6.5,//cdn-files.kimovil.com/phone_front/0004/46/thumb_345714_phone_front_medium.jpeg,Huawei Honor Play 9A,0
5.3,4.6,Huawei,4.7,5.3,5.5,6.4,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221835_devicerender_small.jpeg,Huawei Honor 8A Prime,0
6.8,7.0,Huawei,6.5,6.6,6.7,7.3,//cdn-files.kimovil.com/devicerender/0004/55/thumb_354000_devicerender_small.jpeg,Huawei P40 Lite E,0
7.3,6.7,Huawei,8.1,6.4,7.3,7.9,//cdn-files.kimovil.com/phone_front/0004/48/thumb_347011_phone_front_medium.jpeg,Huawei Honor Play 4T Pro,0
6.3,6.4,Huawei,7.8,5.2,5.9,6.4,//cdn-files.kimovil.com/phone_front/0004/47/thumb_346824_phone_front_medium.jpeg,Huawei Honor Play 4T,0
8.6,7.1,Huawei,9.2,9.3,8.7,8.6,//cdn-files.kimovil.com/phone_front/0004/52/thumb_351756_phone_front_medium.jpeg,Huawei Honor 30 Pro,0
8.3,7.2,Huawei,9.1,8.5,8.4,8.3,//cdn-files.kimovil.com/phone_front/0004/52/thumb_351769_phone_front_medium.jpeg,Huawei Honor 30,0
7.8,7.3,Huawei,8.7,7.5,7.5,8.2,//cdn-files.kimovil.com/phone_front/0004/56/thumb_355492_phone_front_medium.jpeg,Huawei nova 7 SE,0
8.3,7.2,Huawei,9.2,8.5,8.4,8.3,//cdn-files.kimovil.com/phone_front/0004/56/thumb_355407_phone_front_medium.jpeg,Huawei Nova 7,0
2.4,2.2,Xiaomi,2.1,3.3,2.3,2.3,//cdn-files.kimovil.com/phone_front/0001/01/thumb_945_phone_front_medium.jpeg,Xiaomi Mi2a,0
2.6,2.1,Xiaomi,3.7,2.7,2.4,2.1,//cdn-files.kimovil.com/phone_front/0001/01/thumb_915_phone_front_medium.jpeg,Xiaomi HongMi,0
4.6,4.4,Xiaomi,5.7,3.7,4.5,4.8,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1172_phone_front_medium.jpeg,Xiaomi Mi3,0
3.9,5.4,Xiaomi,4.1,4.7,2.3,3.1,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1614_phone_front_medium.jpeg,Xiaomi Redmi Note,0
2.8,2.1,Xiaomi,3.7,2.8,3.2,2.3,//cdn-files.kimovil.com/phone_front/0001/01/thumb_915_phone_front_medium.jpeg,Xiaomi HongMi 1s,0
5.2,6.2,Xiaomi,5.8,4.7,4.5,5.0,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1067_phone_front_medium.jpeg,Xiaomi Mi4,0
5.6,4.1,Xiaomi,6.6,4.8,6.8,5.5,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2531_phone_front_medium.jpeg,Xiaomi Mi Note Pro,0
5.5,4.0,Xiaomi,6.6,4.8,6.8,5.2,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2530_phone_front_medium.jpeg,Xiaomi Mi Note,0
5.2,4.7,Xiaomi,5.8,5.4,6.1,4.1,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3994_phone_front_medium.jpeg,Xiaomi Mi4i,0
4.9,4.1,Xiaomi,5.8,5.9,4.4,4.3,//cdn-files.kimovil.com/phone_front/0001/27/thumb_26534_phone_front_medium.jpeg,Xiaomi Redmi Note 2,0
3.4,2.8,Xiaomi,3.9,4.3,3.5,2.6,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2563_phone_front_medium.jpeg,Xiaomi Redmi 2,0
5.8,5.1,Xiaomi,6.4,5.8,6.4,5.3,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5524_phone_front_medium.jpeg,Xiaomi Mi4c,0
5.6,6.5,Xiaomi,5.7,6.0,5.0,5.0,//cdn-files.kimovil.com/phone_front/0001/07/thumb_6774_phone_front_medium.jpeg,Xiaomi Redmi Note 3,0
5.1,6.9,Xiaomi,5.5,5.3,4.1,3.9,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7556_phone_front_medium.jpeg,Xiaomi Redmi 3,0
5.5,5.5,Xiaomi,5.2,6.1,5.5,5.1,//cdn-files.kimovil.com/phone_front/0001/09/thumb_8183_phone_front_medium.jpeg,Xiaomi Mi4S,0
6.4,5.1,Xiaomi,7.1,6.5,6.5,6.7,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7459_phone_front_medium.jpeg,Xiaomi Mi5,0
5.3,7.0,Xiaomi,5.4,5.5,4.3,4.2,//cdn-files.kimovil.com/phone_front/0001/12/thumb_11289_phone_front_medium.jpeg,Xiaomi Redmi 3 Pro,0
6.1,6.7,Xiaomi,5.9,7.2,5.0,5.7,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220490_devicerender_small.jpeg,Xiaomi Redmi Note 3 Pro,0
6.6,8.1,Xiaomi,6.8,6.1,6.2,5.8,//cdn-files.kimovil.com/phone_front/0001/22/thumb_21644_phone_front_medium.jpeg,Xiaomi Mi Max,0
5.3,7.1,Xiaomi,5.5,5.5,4.3,4.2,//cdn-files.kimovil.com/phone_front/0001/28/thumb_27431_phone_front_medium.jpeg,Xiaomi Redmi 3S,0
5.2,7.1,Xiaomi,5.4,5.1,4.2,4.0,//cdn-files.kimovil.com/phone_front/0001/28/thumb_27431_phone_front_medium.jpeg,Xiaomi Redmi 3X,0
6.1,6.5,Xiaomi,6.9,5.9,5.7,5.6,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220537_devicerender_small.jpeg,Xiaomi Redmi Pro,0
6.4,7.5,Xiaomi,6.5,6.1,6.2,5.7,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220767_devicerender_small.jpeg,Xiaomi Redmi Note 4,0
6.7,6.5,Xiaomi,7.1,6.9,6.0,6.9,//cdn-files.kimovil.com/phone_front/0001/40/thumb_39106_phone_front_medium.jpeg,Xiaomi Mi5s Plus,0
6.5,5.6,Xiaomi,7.3,6.8,5.8,6.8,//cdn-files.kimovil.com/phone_front/0001/40/thumb_39140_phone_front_medium.jpeg,Xiaomi Mi5s,0
7.2,7.5,Xiaomi,7.0,7.0,7.5,7.1,//cdn-files.kimovil.com/phone_front/0001/43/thumb_42484_phone_front_medium.jpeg,Xiaomi Mi Note 2,0
7.5,7.9,Xiaomi,6.8,7.3,8.6,6.7,//cdn-files.kimovil.com/phone_front/0001/43/thumb_42465_phone_front_medium.jpeg,Xiaomi Mi Mix,0
4.9,5.3,Xiaomi,4.2,4.9,5.2,4.7,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220801_devicerender_small.jpeg,Xiaomi Redmi 4A,0
5.9,7.6,Xiaomi,5.5,5.5,5.5,5.2,//cdn-files.kimovil.com/phone_front/0001/44/thumb_43921_phone_front_medium.jpeg,Xiaomi Redmi 4 Prime,0
5.3,7.1,Xiaomi,5.5,4.6,4.4,4.7,//cdn-files.kimovil.com/phone_front/0001/44/thumb_43921_phone_front_medium.jpeg,Xiaomi Redmi 4,0
6.3,7.5,Xiaomi,6.0,6.1,6.0,6.0,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220828_devicerender_small.jpeg,Xiaomi Redmi Note 4X,0
5.7,7.1,Xiaomi,5.4,5.6,5.2,5.3,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220917_devicerender_small.jpeg,Xiaomi Redmi 4X,0
5.2,3.6,Xiaomi,3.9,6.0,6.5,6.1,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220898_devicerender_small.jpeg,Xiaomi Mi5c,0
6.9,5.9,Xiaomi,7.6,7.0,6.3,7.8,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220965_devicerender_small.jpeg,Xiaomi Mi6,0
6.9,8.8,Xiaomi,6.7,6.5,6.4,6.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221030_devicerender_small.jpeg,Xiaomi Mi Max 2,0
5.9,5.0,Xiaomi,6.3,6.5,5.8,5.7,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221115_devicerender_small.jpeg,Xiaomi Mi5x,0
5.1,5.1,Xiaomi,3.9,6.0,6.0,4.5,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221093_devicerender_small.jpeg,Xiaomi Redmi Note 5A,0
6.2,5.0,Xiaomi,6.3,6.9,6.4,6.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221115_devicerender_small.jpeg,Xiaomi Mi A1,0
7.0,6.0,Xiaomi,7.8,7.0,6.9,7.1,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221263_devicerender_small.jpeg,Xiaomi Mi Note 3,0
7.2,5.9,Xiaomi,7.3,8.6,6.6,7.5,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221247_devicerender_small.jpeg,Xiaomi Mi Mix 2,0
4.8,5.0,Xiaomi,4.2,5.6,4.8,4.4,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221213_devicerender_small.jpeg,Xiaomi Redmi 5A,0
5.2,5.1,Xiaomi,4.2,6.0,6.4,4.3,//cdn-files.kimovil.com/phone_front/0002/01/thumb_100244_phone_front_medium.jpeg,Xiaomi Redmi Y1 Lite,0
5.3,4.6,Xiaomi,4.6,6.0,6.4,5.0,//cdn-files.kimovil.com/phone_front/0002/01/thumb_100220_phone_front_medium.jpeg,Xiaomi Redmi Y1,0
5.8,6.9,Xiaomi,4.1,6.3,6.2,5.7,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221314_devicerender_small.jpeg,Xiaomi Redmi 5 Plus,0
5.3,5.7,Xiaomi,3.8,6.0,5.5,5.4,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221311_devicerender_small.jpeg,Xiaomi Redmi 5,0
