average_rating,battery_rating,brand,camera_rating,connectivity_rating,design_rating,performance_rating,phone_image,phone_name,user_rating
6.4,6.9,Xiaomi,6.8,5.6,6.3,6.4,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221349_devicerender_small.jpeg,Xiaomi Redmi Note 5 Pro,0
6.7,6.9,Xiaomi,7.1,6.7,6.3,6.4,//cdn-files.kimovil.com/phone_front/0002/27/thumb_126184_phone_front_medium.jpeg,Xiaomi Redmi Note 5,0
7.6,5.9,Xiaomi,7.9,8.9,7.3,8.1,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221414_devicerender_small.jpeg,Xiaomi Mi Mix 2s,0
6.1,4.4,Xiaomi,7.2,6.0,6.1,6.7,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221499_devicerender_small.jpeg,Xiaomi Mi 6x,0
5.7,6.8,Xiaomi,4.3,7.0,4.8,5.6,//cdn-files.kimovil.com/phone_front/0002/06/thumb_105977_phone_front_medium.jpeg,Xiaomi R1,0
5.8,5.0,Xiaomi,6.8,6.1,5.2,6.0,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221455_devicerender_small.jpeg,Xiaomi Redmi S2,0
7.5,5.8,Xiaomi,8.0,7.8,7.9,8.1,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221542_devicerender_small.jpeg,Xiaomi Mi8,0
6.8,5.2,Xiaomi,7.5,6.5,7.3,7.5,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221548_devicerender_small.jpeg,Xiaomi Mi8 SE,0
5.5,5.0,Xiaomi,6.8,4.9,5.4,5.5,//cdn-files.kimovil.com/phone_front/0002/39/thumb_138620_phone_front_medium.jpeg,Xiaomi Redmi Y2,0
4.9,5.2,Xiaomi,4.2,5.5,4.5,5.1,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221608_devicerender_small.jpeg,Xiaomi Redmi 6A,0
5.5,4.3,Xiaomi,6.6,5.8,4.8,5.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221616_devicerender_small.jpeg,Xiaomi Redmi 6,0
6.4,6.9,Xiaomi,6.6,6.3,6.3,6.1,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221605_devicerender_small.jpeg,Xiaomi Redmi 6 Pro,0
7.3,8.9,Xiaomi,7.4,7.1,6.5,6.7,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221682_devicerender_small.jpeg,Xiaomi Mi Max 3,0
6.3,4.4,Xiaomi,7.3,6.6,6.6,6.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221598_devicerender_small.jpeg,Xiaomi Mi A2,0
6.6,6.9,Xiaomi,6.7,6.8,6.5,5.9,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221600_devicerender_small.jpeg,Xiaomi Mi A2 Lite,0
7.3,6.9,Xiaomi,7.5,6.7,7.3,8.0,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221573_devicerender_small.jpeg,Xiaomi Pocophone F1,0
6.9,6.9,Xiaomi,7.3,6.9,6.9,6.5,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221637_devicerender_small.jpeg,Xiaomi Redmi Note 6 Pro,0
7.0,5.6,Xiaomi,7.5,7.2,7.4,7.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221630_devicerender_small.jpeg,Xiaomi Mi8 Lite,0
7.8,5.4,Xiaomi,8.1,9.3,8.1,8.1,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221703_devicerender_small.jpeg,Xiaomi Mi Mix 3,0
7.3,4.4,Xiaomi,8.0,8.0,8.0,8.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221746_devicerender_small.jpeg,Xiaomi Mi8 Pro,0
5.8,4.4,Xiaomi,5.0,6.7,6.7,6.4,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221754_devicerender_small.jpeg,Xiaomi Mi Play,0
7.1,6.8,Xiaomi,7.3,7.1,7.4,7.0,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221750_devicerender_small.jpeg,Xiaomi Redmi Note 7,0
4.9,5.0,Xiaomi,3.8,6.2,5.8,3.9,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221846_devicerender_small.jpeg,Xiaomi Redmi Go,0
7.4,5.0,Xiaomi,8.4,7.6,8.6,7.6,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221822_devicerender_small.jpeg,Xiaomi Mi 9 SE,0
7.8,5.7,Xiaomi,8.1,8.0,8.7,8.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221843_devicerender_small.jpeg,Xiaomi Mi 9,0
7.8,6.5,Xiaomi,8.1,7.8,8.0,8.4,//cdn-files.kimovil.com/devicerender/0003/28/thumb_227732_devicerender_small.jpeg,Xiaomi Mi Mix 3 5G,0
7.3,7.0,Xiaomi,8.0,6.7,7.4,7.6,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221750_devicerender_small.jpeg,Xiaomi Redmi Note 7 Pro,0
6.3,7.0,Xiaomi,4.9,6.2,6.9,6.5,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221914_devicerender_small.jpeg,Xiaomi Redmi 7,0
6.5,7.0,Xiaomi,5.4,6.6,7.1,6.4,//cdn-files.kimovil.com/phone_front/0003/05/thumb_204661_phone_front_medium.jpeg,Xiaomi Redmi Y3,0
6.9,6.8,Xiaomi,7.5,5.8,7.4,7.0,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221938_devicerender_small.jpeg,Xiaomi Redmi Note 7S,0
5.8,3.9,Xiaomi,6.7,5.3,6.6,6.7,//cdn-files.kimovil.com/phone_front/0002/78/thumb_177962_phone_front_medium.jpeg,Xiaomi Redmi 7 Pro,0
5.5,7.3,Xiaomi,4.8,4.9,4.5,6.0,//cdn-files.kimovil.com/devicerender/0003/37/thumb_236879_devicerender_small.jpeg,Xiaomi Redmi 7A,0
8.0,7.2,Xiaomi,8.4,7.6,8.6,8.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221931_devicerender_small.jpeg,Xiaomi Redmi K20 Pro,0
7.9,7.3,Xiaomi,8.3,7.3,8.6,7.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221931_devicerender_small.jpeg,Xiaomi Redmi K20,0
7.9,7.3,Xiaomi,8.0,7.8,8.6,7.8,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221931_devicerender_small.jpeg,Xiaomi Mi 9T,0
7.7,7.3,Xiaomi,8.1,7.1,8.3,7.6,//cdn-files.kimovil.com/devicerender/0003/27/thumb_226986_devicerender_small.jpeg,Xiaomi CC9,0
7.2,7.4,Xiaomi,8.0,6.1,7.5,7.2,//cdn-files.kimovil.com/devicerender/0003/29/thumb_228892_devicerender_small.jpeg,Xiaomi CC9e,0
7.5,7.4,Xiaomi,8.0,7.3,7.4,7.2,//cdn-files.kimovil.com/devicerender/0003/31/thumb_230078_devicerender_small.jpeg,Xiaomi Mi A3,0
8.1,7.2,Xiaomi,8.4,7.9,8.6,8.3,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221931_devicerender_small.jpeg,Xiaomi Mi 9T Pro,0
8.0,7.9,Xiaomi,8.0,7.8,8.2,7.9,//cdn-files.kimovil.com/devicerender/0003/54/thumb_253879_devicerender_small.jpeg,Xiaomi Redmi Note 8 Pro,0
7.3,7.1,Xiaomi,7.7,7.1,7.2,7.2,//cdn-files.kimovil.com/devicerender/0003/70/thumb_269266_devicerender_small.jpeg,Xiaomi Redmi Note 8,0
7.8,7.3,Xiaomi,8.1,7.8,8.4,7.6,//cdn-files.kimovil.com/devicerender/0003/85/thumb_284593_devicerender_small.jpeg,Xiaomi Mi 9 Lite,0
8.2,7.4,Xiaomi,8.4,8.2,8.5,8.6,//cdn-files.kimovil.com/devicerender/0003/69/thumb_268746_devicerender_small.jpeg,Xiaomi Mi 9 Pro,0
8.2,7.0,Xiaomi,9.3,7.4,8.3,9.0,//cdn-files.kimovil.com/devicerender/0003/70/thumb_269267_devicerender_small.jpeg,Xiaomi Mi Mix Alpha,0
6.8,8.4,Xiaomi,6.9,6.0,6.5,6.1,//cdn-files.kimovil.com/devicerender/0004/17/thumb_316295_devicerender_small.jpeg,Xiaomi Redmi 8A,0
7.1,8.4,Xiaomi,7.3,6.5,6.8,6.3,//cdn-files.kimovil.com/devicerender/0003/68/thumb_267578_devicerender_small.jpeg,Xiaomi Redmi 8,0
8.4,8.8,Xiaomi,9.3,7.4,8.8,7.8,//cdn-files.kimovil.com/devicerender/0003/91/thumb_290770_devicerender_small.jpeg,Xiaomi Mi CC9 Pro,0
8.5,8.8,Xiaomi,9.3,8.0,8.8,7.8,//cdn-files.kimovil.com/devicerender/0003/91/thumb_290770_devicerender_small.jpeg,Xiaomi Mi Note 10,0
7.3,7.1,Xiaomi,7.7,7.7,6.6,7.2,//cdn-files.kimovil.com/devicerender/0003/91/thumb_290946_devicerender_small.jpeg,Xiaomi redmi Note 8T,0
8.2,8.0,Xiaomi,8.8,7.6,8.4,8.0,//cdn-files.kimovil.com/devicerender/0004/23/thumb_322283_devicerender_small.jpeg,Xiaomi Redmi K30 5G,0
8.0,8.0,Xiaomi,8.8,7.0,8.4,7.9,//cdn-files.kimovil.com/devicerender/0004/23/thumb_322283_devicerender_small.jpeg,Xiaomi Redmi K30,0
8.0,8.0,Xiaomi,8.8,6.9,8.5,7.9,//cdn-files.kimovil.com/devicerender/0004/23/thumb_322283_devicerender_small.jpeg,Xiaomi Poco X2,0
6.2,8.4,Xiaomi,4.9,4.7,6.7,6.1,//cdn-files.kimovil.com/phone_front/0003/54/thumb_253560_phone_front_medium.jpeg,Xiaomi Redmi 8A Dual,0
8.8,8.1,Xiaomi,9.6,8.0,9.0,9.2,//cdn-files.kimovil.com/phone_front/0004/24/thumb_323526_phone_front_medium.jpeg,Xiaomi Mi 10 Pro,0
8.7,8.3,Xiaomi,9.3,8.0,9.0,9.0,//cdn-files.kimovil.com/phone_front/0004/24/thumb_323504_phone_front_medium.jpeg,Xiaomi Mi 10,0
7.6,8.7,Xiaomi,7.4,6.1,8.0,7.8,//cdn-files.kimovil.com/phone_front/0004/36/thumb_335705_phone_front_medium.jpeg,Xiaomi Redmi Note 9 Pro Max,0
7.7,8.7,Xiaomi,7.9,6.1,8.0,7.8,//cdn-files.kimovil.com/phone_front/0004/36/thumb_335705_phone_front_medium.jpeg,Xiaomi Redmi Note 9 Pro,0
8.0,8.7,Xiaomi,7.8,7.4,8.1,7.8,//cdn-files.kimovil.com/phone_front/0004/36/thumb_335705_phone_front_medium.jpeg,Xiaomi Redmi Note 9S,0
8.4,8.1,Xiaomi,8.4,7.8,8.9,9.0,//cdn-files.kimovil.com/phone_front/0004/42/thumb_341641_phone_front_medium.jpeg,Xiaomi Redmi K30 Pro,0
7.7,7.6,Xiaomi,7.1,8.0,7.9,8.0,//cdn-files.kimovil.com/phone_front/0004/43/thumb_342735_phone_front_medium.jpeg,Xiaomi Mi 10 Lite 5G,0
7.6,7.5,Xiaomi,7.4,7.5,7.9,7.9,//cdn-files.kimovil.com/phone_front/0004/56/thumb_355680_phone_front_medium.jpeg,Xiaomi Mi 10 Youth Edition,0
7.2,8.4,Xiaomi,6.1,7.0,7.3,7.3,//cdn-files.kimovil.com/phone_front/0004/53/thumb_352892_phone_front_medium.jpeg,Xiaomi Redmi Note 9,0
8.1,8.0,Xiaomi,8.8,7.6,8.1,8.0,//cdn-files.kimovil.com/phone_front/0003/88/thumb_287063_phone_front_medium.jpeg,Xiaomi Pocophone F2,0
3.7,9.1,Apple,3.2,2.7,2.0,1.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1149_phone_front_medium.jpeg,Apple iPhone 4,0
3.4,6.1,Apple,3.4,2.9,2.2,2.2,//cdn-files.kimovil.com/phone_front/0001/01/thumb_982_phone_front_medium.jpeg,Apple iPhone 4S,0
7.8,7.3,Samsung,7.8,8.0,8.0,8.0,//cdn-files.kimovil.com/phone_front/0003/87/thumb_286643_phone_front_medium.jpeg,Samsung Galaxy A51 5G,0
6.7,6.0,Samsung,6.1,8.3,6.4,6.5,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221302_devicerender_small.jpeg,Samsung Galaxy A8+,0
6.2,4.7,Samsung,7.0,7.3,5.9,6.1,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5698_phone_front_medium.jpeg,Samsung Galaxy Note 5,0
4.2,3.2,Samsung,5.0,4.5,4.8,3.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1092_phone_front_medium.jpeg,Samsung Galaxy S4 Duos I9502,0
2.1,2.6,Samsung,1.8,2.4,1.8,1.7,//cdn-files.kimovil.com/phone_front/0001/01/thumb_934_phone_front_medium.jpeg,Samsung Galaxy Ace,0
1.9,2.0,Samsung,1.8,2.3,1.8,1.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1155_phone_front_medium.jpeg,Samsung Galaxy Ace Plus,0
2.1,1.9,Samsung,1.8,3.3,1.8,1.8,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1068_phone_front_medium.jpeg,Samsung Galaxy Ace 2,0
3.2,2.5,Samsung,3.3,4.1,3.8,2.2,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1127_phone_front_medium.jpeg,Samsung Galaxy S3,0
3.1,2.3,Samsung,2.7,4.3,3.7,2.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1913_phone_front_medium.jpeg,Samsung Galaxy S3 LTE I9305,0
2.0,3.1,Samsung,1.7,1.8,1.7,1.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1019_phone_front_medium.jpeg,Samsung Galaxy Ace Duos,0
2.9,2.7,Samsung,2.1,3.9,3.5,2.4,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2470_phone_front_medium.jpeg,Samsung Ativ S,0
2.3,1.9,Samsung,1.8,3.7,2.1,1.8,//cdn-files.kimovil.com/phone_front/0001/01/thumb_941_phone_front_medium.jpeg,Samsung Galaxy S3 mini,0
2.5,2.7,Samsung,2.7,3.1,1.9,2.0,//cdn-files.kimovil.com/phone_front/0001/01/thumb_970_phone_front_medium.jpeg,Samsung Galaxy Grand,0
2.5,2.7,Samsung,2.7,3.2,1.9,2.0,//cdn-files.kimovil.com/phone_front/0001/01/thumb_970_phone_front_medium.jpeg,Samsung Galaxy Grand I9082,0
2.7,2.8,Samsung,1.9,4.9,2.1,2.0,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1040_phone_front_medium.jpeg,Samsung Galaxy Express,0
2.5,1.9,Samsung,2.1,4.0,2.2,2.2,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1064_phone_front_medium.jpeg,Samsung Galaxy S2 Plus,0
2.1,2.1,Samsung,1.8,2.7,2.4,1.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1816_phone_front_medium.jpeg,Samsung Galaxy Xcover 2,0
2.0,2.1,Samsung,1.7,2.6,1.7,1.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1145_phone_front_medium.jpeg,Samsung Galaxy Young,0
4.3,3.2,Samsung,5.5,4.4,4.9,3.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1075_phone_front_medium.jpeg,Samsung Galaxy S4 I9500,0
1.8,1.8,Samsung,1.8,1.8,1.8,1.7,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2995_phone_front_medium.jpeg,Samsung Galaxy Trend II,0
3.8,5.5,Samsung,2.4,6.0,2.5,2.5,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1121_phone_front_medium.jpeg,Samsung Galaxy Mega 6.3,0
2.6,3.6,Samsung,2.3,3.1,2.1,2.0,//cdn-files.kimovil.com/phone_front/0001/01/thumb_993_phone_front_medium.jpeg,Samsung Galaxy Mega 5.8,0
4.8,3.4,Samsung,4.9,6.8,5.5,3.6,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1173_phone_front_medium.jpeg,Samsung Galaxy S4 I9505,0
2.1,2.1,Samsung,1.8,2.5,2.2,1.8,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1097_phone_front_medium.jpeg,Samsung Galaxy Core,0
4.8,3.4,Samsung,5.0,6.8,5.3,3.5,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1101_phone_front_medium.jpeg,Samsung Galaxy S4 Active,0
3.8,3.7,Samsung,7.3,3.9,1.7,2.2,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1017_phone_front_medium.jpeg,Samsung Galaxy S4 zoom,0
2.9,2.3,Samsung,2.7,3.3,3.3,2.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1085_phone_front_medium.jpeg,Samsung Galaxy S4 mini I9190,0
2.8,2.3,Samsung,2.7,3.5,3.3,2.4,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1257_phone_front_medium.jpeg,Samsung Galaxy S4 mini I9192 Duos,0
3.4,2.3,Samsung,2.7,5.8,3.3,2.8,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1174_phone_front_medium.jpeg,Samsung Galaxy S4 Mini I9195 LTE,0
1.9,1.8,Samsung,1.8,1.8,2.1,1.9,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1005_phone_front_medium.jpeg,Samsung Galaxy Ace 3,0
5.5,8.2,Samsung,5.5,4.3,5.2,4.1,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1047_phone_front_medium.jpeg,Samsung Galaxy Note 3 N9000,0
5.2,5.0,Samsung,5.5,6.1,5.0,4.5,//cdn-files.kimovil.com/phone_front/0001/01/thumb_929_phone_front_medium.jpeg,Samsung Galaxy Note 3 N9005 LTE,0
2.2,2.4,Samsung,2.0,2.4,2.4,1.8,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3089_phone_front_medium.jpeg,Samsung Core Plus,0
2.8,2.7,Samsung,1.8,4.6,2.1,2.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1131_phone_front_medium.jpeg,Samsung Galaxy Express 2,0
2.7,3.6,Samsung,2.1,3.3,2.4,2.3,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1132_phone_front_medium.jpeg,Samsung Galaxy Grand 2,0
2.1,1.9,Samsung,2.0,2.5,2.3,1.8,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3004_phone_front_medium.jpeg,Samsung Galaxy Trend Plus,0
2.2,2.6,Samsung,1.8,2.7,1.9,1.9,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1258_phone_front_medium.jpeg,Samsung Galaxy Grand Neo,0
2.6,2.6,Samsung,1.8,4.5,2.1,1.8,//cdn-files.kimovil.com/phone_front/0001/01/thumb_988_phone_front_medium.jpeg,Samsung Galaxy Core LTE,0
4.2,4.7,Samsung,3.3,6.2,3.3,3.5,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1014_phone_front_medium.jpeg,Samsung Galaxy Note 3 Neo LTE+,0
5.5,4.2,Samsung,6.0,6.3,6.6,4.4,//cdn-files.kimovil.com/phone_front/0001/01/thumb_967_phone_front_medium.jpeg,Samsung Galaxy S5,0
2.0,2.1,Samsung,1.9,2.1,2.1,1.7,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2999_phone_front_medium.jpeg,Samsung Galaxy Trend Lite,0
2.1,1.8,Samsung,1.8,3.0,2.1,1.8,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1002_phone_front_medium.jpeg,Samsung Galaxy S3 Mini VE,0
2.9,2.5,Samsung,2.7,3.3,3.4,2.5,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1783_phone_front_medium.jpeg,Samsung Galaxy S3 Neo,0
3.9,2.9,Samsung,7.6,3.7,1.8,3.5,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1281_phone_front_medium.jpeg,Samsung Galaxy K zoom,0
4.9,3.8,Samsung,6.0,4.4,6.0,4.5,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1181_phone_front_medium.jpeg,Samsung Galaxy S5 Octa core,0
4.9,3.6,Samsung,6.0,4.6,6.4,3.9,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1001_phone_front_medium.jpeg,Samsung Galaxy S5 Duos,0
3.8,2.5,Samsung,2.7,5.3,5.6,2.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1169_phone_front_medium.jpeg,Samsung Galaxy S5 Mini,0
2.0,1.8,Samsung,2.1,2.2,1.9,2.2,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1887_phone_front_medium.jpeg,Samsung Galaxy Ace 4,0
2.1,2.5,Samsung,1.8,2.4,2.0,1.9,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1827_phone_front_medium.jpeg,Samsung Galaxy Core 2,0
2.1,2.5,Samsung,1.8,2.5,1.8,1.7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1752_phone_front_medium.jpeg,Samsung Galaxy Young 2,0
4.8,3.9,Samsung,4.1,6.3,5.5,4.2,//cdn-files.kimovil.com/phone_front/0001/09/thumb_8170_phone_front_medium.jpeg,Samsung Galaxy Alpha,0
3.2,3.7,Samsung,2.6,4.7,2.2,2.7,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2615_phone_front_medium.jpeg,Samsung Galaxy Grand Prime,0
3.4,3.4,Samsung,3.0,5.4,2.3,3.1,//cdn-files.kimovil.com/phone_front/0001/01/thumb_992_phone_front_medium.jpeg,Samsung Galaxy Mega 2,0
6.7,8.9,Samsung,6.7,6.1,6.4,5.3,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1757_phone_front_medium.jpeg,Samsung Galaxy Note Edge,0
6.3,7.5,Samsung,6.9,6.2,6.1,4.9,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1750_phone_front_medium.jpeg,Samsung Galaxy Note 4,0
4.4,2.9,Samsung,5.6,6.0,4.6,3.1,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2537_phone_front_medium.jpeg,Samsung Galaxy A5,0
3.8,2.1,Samsung,3.1,6.4,4.6,2.8,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2514_phone_front_medium.jpeg,Samsung Galaxy A3,0
5.5,3.7,Samsung,6.0,6.7,6.5,4.5,//cdn-files.kimovil.com/phone_front/0001/07/thumb_6207_phone_front_medium.jpeg,Samsung Galaxy S5 Plus,0
2.7,2.3,Samsung,2.2,3.4,2.8,2.6,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3043_phone_front_medium.jpeg,Samsung Galaxy Core Prime,0
2.3,2.6,Samsung,2.2,2.7,1.9,2.0,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3058_phone_front_medium.jpeg,Samsung Galaxy Grand Neo Plus,0
3.2,3.0,Samsung,2.5,3.6,3.7,3.1,//cdn-files.kimovil.com/phone_front/0001/12/thumb_11925_phone_front_medium.jpeg,Samsung Galaxy E5,0
2.2,2.5,Samsung,1.9,2.5,2.2,1.8,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3675_phone_front_medium.jpeg,Samsung Galaxy J1,0
3.9,4.5,Samsung,3.8,4.5,3.5,3.1,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3246_phone_front_medium.jpeg,Samsung Galaxy E7,0
4.1,3.2,Samsung,2.7,5.0,6.1,3.7,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3101_phone_front_medium.jpeg,Samsung Galaxy A7,0
2.5,1.8,Samsung,3.5,2.5,2.2,2.4,//cdn-files.kimovil.com/phone_front/0001/22/thumb_21916_phone_front_medium.jpeg,Samsung Galaxy J1 mini,0
3.5,2.9,Samsung,2.4,4.8,4.9,2.4,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3943_phone_front_medium.jpeg,Samsung Galaxy Xcover 3,0
6.1,3.3,Samsung,7.1,7.5,6.5,6.1,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3297_phone_front_medium.jpeg,Samsung Galaxy S6,0
5.8,3.4,Samsung,6.9,6.2,6.8,5.9,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3255_phone_front_medium.jpeg,Samsung Galaxy S6 Edge,0
3.6,3.5,Samsung,4.3,3.9,3.3,3.0,//cdn-files.kimovil.com/phone_front/0001/05/thumb_4962_phone_front_medium.jpeg,Samsung Galaxy J5,0
6.4,6.1,Samsung,6.9,7.0,6.9,5.3,//cdn-files.kimovil.com/phone_front/0001/32/thumb_31839_phone_front_medium.jpeg,Samsung Galaxy S6 Active,0
5.2,4.1,Samsung,6.4,5.9,6.0,3.6,//cdn-files.kimovil.com/phone_front/0001/05/thumb_4939_phone_front_medium.jpeg,Samsung Galaxy A8,0
6.2,4.7,Samsung,6.9,6.8,6.8,5.8,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5199_phone_front_medium.jpeg,Samsung Galaxy S6 edge+,0
4.1,4.1,Samsung,4.3,4.5,3.4,4.2,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5688_phone_front_medium.jpeg,Samsung Galaxy J7,0
2.9,2.3,Samsung,3.5,2.7,3.4,2.8,//cdn-files.kimovil.com/phone_front/0001/15/thumb_14384_phone_front_medium.jpeg,Samsung Galaxy J2,0
3.5,3.6,Samsung,3.6,4.3,3.3,2.9,//cdn-files.kimovil.com/phone_front/0001/07/thumb_6139_phone_front_medium.jpeg,Samsung Galaxy On5,0
3.8,4.8,Samsung,3.9,4.1,3.2,3.1,//cdn-files.kimovil.com/phone_front/0001/07/thumb_6133_phone_front_medium.jpeg,Samsung Galaxy On7,0
3.5,3.5,Samsung,2.5,4.4,3.8,3.2,//cdn-files.kimovil.com/phone_front/0001/09/thumb_8417_phone_front_medium.jpeg,Samsung Galaxy J3,0
5.9,6.4,Samsung,6.5,6.7,4.6,5.2,//cdn-files.kimovil.com/devicerender/0003/22/thumb_221721_devicerender_small.jpeg,Samsung Galaxy A9 (2016),0
5.5,5.3,Samsung,5.5,6.3,5.8,4.6,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7755_phone_front_medium.jpeg,Samsung Galaxy A7 (2016),0
4.4,3.1,Samsung,4.3,5.4,5.5,3.6,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220236_devicerender_small.jpeg,Samsung Galaxy A3 (2016),0
5.2,4.0,Samsung,5.5,5.7,6.0,4.6,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7562_phone_front_medium.jpeg,Samsung Galaxy A5 (2016),0
3.2,2.5,Samsung,3.5,4.6,2.7,2.8,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220237_devicerender_small.jpeg,Samsung Galaxy J1 (2016),0
6.8,4.8,Samsung,7.3,7.9,7.2,6.9,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220304_devicerender_small.jpeg,Samsung Galaxy S7,0
7.1,6.2,Samsung,7.5,7.9,7.2,6.9,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220303_devicerender_small.jpeg,Samsung Galaxy S7 Edge,0
4.6,5.4,Samsung,5.7,5.1,3.5,3.4,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220349_devicerender_small.jpeg,Samsung Galaxy J5 (2016),0
4.7,5.8,Samsung,4.4,4.8,3.6,4.9,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220347_devicerender_small.jpeg,Samsung Galaxy J7 (2016),0
6.4,8.1,Samsung,6.5,6.7,5.4,5.4,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7414_phone_front_medium.jpeg,Samsung Galaxy A9 Pro,0
3.5,3.5,Samsung,2.4,4.8,3.8,3.1,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220247_devicerender_small.jpeg,Samsung Galaxy J3 (2016),0
5.5,5.6,Samsung,4.7,6.3,5.2,5.5,//cdn-files.kimovil.com/phone_front/0001/33/thumb_32346_phone_front_medium.jpeg,Samsung Galaxy C7,0
