brand,phone_name,phone_image,average_rating,battery_rating,camera_rating,connectivity_rating,design_rating,performance_rating,user_rating,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,platform_os,platform_cpu,memory_card_slot,memory_internal,main_camera_single,main_camera_video,sound_loudspeaker,sound_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,battery,battery_talk_time,misc_colors,misc_price,network_3g_bands,network_speed,battery_stand-by
Huawei,Huawei G610s,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1266_phone_front_medium.jpeg,2.1,2.6,2,2,1.9,1.9,0,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2013, July. Released 2013, August",Discontinued,142 x 73.6 x 9.9 mm (5.59 x 2.90 x 0.39 in),170 g (6.00 oz),Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~65.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","5 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2150 mAh battery,-,"Black, White",150,HSDPA 900 / 2100 - SIM 1,HSPA 7.2/5.76 Mbps,-
Huawei,Huawei Ascend G525,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1010_phone_front_medium.jpeg,1.9,1.8,1.9,2.1,1.8,1.9,0,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2013. Released 2013,Discontinued,134 x 66.8 x 9.9 mm (5.28 x 2.63 x 0.39 in),155 g (5.47 oz),Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~62.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","5 MP, AF",Yes,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","2.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1700 mAh battery,Up to 5 h 50 min,"Black, White",160,HSDPA 900 / 2100 - SIM 1,HSPA 7.2/5.76 Mbps,Up to 340 h
Huawei,Huawei Ascend G700,//cdn-files.kimovil.com/phone_front/0001/01/thumb_889_phone_front_medium.jpeg,2.4,2.6,2.3,1.9,2.6,2.4,0,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2013. Released 2013,Discontinued,142.5 x 72.8 x 9 mm (5.61 x 2.87 x 0.35 in),155 g (5.47 oz),"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~66.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","8 GB, 2 GB RAM","8 MP, AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 2150 mAh battery,-,"Black, White",190,HSDPA 900 / 2100 - SIM 1,HSPA 42.2/5.76 Mbps,-
Huawei,Huawei Ascend G740,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1815_phone_front_medium.jpeg,2.6,3.6,2.3,2.9,2.4,2,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2013, October. Released 2013, November",Discontinued,139.5 x 71.5 x 9.3 mm (5.49 x 2.81 x 0.37 in),150 g (5.29 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.1.2 (Jelly Bean),Dual-core 1.2 GHz Krait 200,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM","8 MP, AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 2400 mAh battery,-,Black/White,250,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",-
Huawei,Huawei Ascend G6 4G,//cdn-files.kimovil.com/phone_front/0001/01/thumb_852_phone_front_medium.jpeg,3.6,2.4,5.4,4.9,3.3,2.2,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, May",131.2 x 65.3 x 7.9 mm (5.17 x 2.57 x 0.31 in),115 g (4.06 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~65.2% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.3 (Jelly Bean); EMUI Lite 2,Quad-core 1.2 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM","8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 2000 mAh battery,-,"Black, White/ Color sides",240,HSDPA 850 / 900 / 1700 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Huawei,Huawei Ascend Y530,//cdn-files.kimovil.com/phone_front/0001/01/thumb_805_phone_front_medium.jpeg,2.1,2.2,2,2.6,1.9,1.8,0,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, February",132.5 x 67 x 9.3 mm (5.22 x 2.64 x 0.37 in),145 g (5.11 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~62.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.3 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM","5 MP, AF",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1750 mAh battery,-,"Black, White, Red, Yellow",100,HSDPA 850 / 1900 / 2100,HSPA 21.1/5.76 Mbps,-
Huawei,Huawei Ascend G730,//cdn-files.kimovil.com/phone_front/0001/01/thumb_842_phone_front_medium.jpeg,2.3,2.8,2.5,2.2,1.9,2.2,0,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2014, February","Available. Released 2014, April",149.5 x 78 x 9.6 mm (5.89 x 3.07 x 0.38 in),180 g (6.35 oz),"Dual SIM, (Dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~200 ppi density)",Android 4.2 (Jelly Bean); EMUI 2,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","5 MP, AF",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2300 mAh battery,Up to 3 h,"Black, White",270,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Up to 200 h
Huawei,Huawei Ascend G6,//cdn-files.kimovil.com/phone_front/0001/01/thumb_834_phone_front_medium.jpeg,2.9,2.4,5.4,1.9,2.9,2,0,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, May",130 x 65 x 7.5 mm (5.12 x 2.56 x 0.30 in),115 g (4.06 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~66.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.3 (Jelly Bean); EMUI Lite 2,Quad-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 2000 mAh battery,-,"Black, White, Blue, Gold, Pink",250,HSDPA 900 / 2100,HSPA,-
Huawei,Huawei Ascend Y600,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3210_phone_front_medium.jpeg,2.3,2.8,2.9,2.2,1.8,1.8,0,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, March","Available. Released 2014, June",144.5 x 74.5 x 10.8 mm (5.69 x 2.93 x 0.43 in),180 g (6.35 oz),Micro-SIM,TFT capacitive touchscreen,"5.0 inches, 68.9 cm (~64.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 4.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",5 MP,Yes,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2100 mAh battery,-,"Black, White",100,HSDPA 900 / 2100,HSPA,-
Huawei,Huawei Ascend Y330,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2431_phone_front_medium.jpeg,1.9,1.9,1.8,1.8,2,1.8,0,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, March","Available. Released 2014, March",122.1 x 63.5 x 11.3 mm (4.81 x 2.5 x 0.44 in),126 g (4.44 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 41.2 cm (~53.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~245 ppi density)",Android 4.2 (Jelly Bean); EMUI Lite 2,Dual-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",3.15 MP,480p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,Up to 5 h,"Black, White, Blue, Coral Pink, Yellow",70,HSDPA 900 / 2100 - Y330-U01/U11,HSPA 21.1/5.76 Mbps,Up to 320 h
Huawei,Huawei Ascend G630,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1102_phone_front_medium.jpeg,2.7,2.3,3.7,2.9,2.5,2,0,GSM / HSPA,GSM 900 / 1800 / 1900,Yes,Yes,"2014, March","Available. Released 2014, March",143 x 71.7 x 7.8 mm (5.63 x 2.82 x 0.31 in),160 g (5.64 oz),Micro-SIM,"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.3 (Jelly Bean); EMUI Lite 2,Quad-core 1.2 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","8 MP, AF",Yes,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Non-removable Li-Ion 2000 mAh battery,-,"Black, White",170,HSDPA 900 / 2100,HSPA,-
Huawei,Huawei Ascend P7 mini,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1952_phone_front_medium.jpeg,3.6,2.4,5.4,4.9,3.3,2.2,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, April. Released 2014, May",Discontinued,131.2 x 65.3 x 7.8 mm (5.17 x 2.57 x 0.31 in),115 g (4.06 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~65.2% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.3 (Jelly Bean); EMUI Lite 2,Quad-core 1.2 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM","8 MP, AF",Yes,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB Host","Accelerometer, proximity, compass",Non-removable Li-Po 2000 mAh battery,Up to 12 h (3G),"Black, White",180,HSDPA,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Up to 370 h (3G)
Huawei,Huawei Ascend P7,//cdn-files.kimovil.com/phone_front/0001/01/thumb_872_phone_front_medium.jpeg,4.4,3,6,4.4,5.2,3.4,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Up to 60 kbps,Up to 236.8 kbps,"2014, May","Available. Released 2014, June",139.8 x 68.8 x 6.5 mm (5.50 x 2.71 x 0.26 in),124 g (4.37 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM/ Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop); EMUI 2.3",Quad-core 1.8 GHz Cortex-A9,"microSD, up to 64 GB (dedicated slot) - single-SIM modelNo microSD - dual-SIM model","16 GB, 2 GB RAM","13 MP, f/2.0, 28mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB Host","Accelerometer, proximity, compass",Non-removable Li-Po 2500 mAh battery,Up to 22 h (2G) / Up to 14 h (3G),"Black, white, pink",250,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Up to 422 h (3G)
Huawei,Huawei Ascend G7,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1894_phone_front_medium.jpeg,4.4,5,5.9,3.1,4.6,3.2,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,Yes,Yes,"2014, September","Available. Released 2014, October",153.5 x 77.3 x 7.6 mm (6.04 x 3.04 x 0.30 in),165 g (5.82 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~70.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.2 (KitKat), upgradable to 6 (Marshmallow); EMUI 3",Quad-core 1.2 GHz Cortex-A53,"microSD, up to 32 GB (dedicated slot)","16 GB, 2 GB RAM","13 MP, AF, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB Host","Accelerometer, proximity, compass",Non-removable Li-Po 3000 mAh battery,-,"Black, white",260,HSDPA 900 / 2100 - L01,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Up to 600 h (3G)
