_id,aspect_ratio,available_status,average_rating,battery,battery_rating,brand,camera_rating,connectivity_rating,cpu,density,design_rating,diagonal,front_camera,main_camera,os,os_version,performance_rating,phone_image,phone_name,phone_price,processor_model,ram,resolution,screen_type,size,storage,usable_surface,user_rating,weight
5eafa66442e02aec582352d4,19:09,On Sale,6.1,3260 mAh,5.4,Vivo,5.2,5.7,4x Kryo 260 2.2 Ghz,403 ppi Very high density,7.5,6.26,16 Mpx/2.0,13 Mpx/2.2,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),6.8,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430810/Vivo_Z3x_sppoo3.jpg,Vivo Z3x,170,Qualcomm Snapdragon 660 MSM8976 Plus,4 GB RAM,1080 x 2280 px,LCD IPS,75.0 mm  154.8 mm  7.9 mm,64 GB,84%,0,150 g
5eafa66442e02aec5823532c,16:09,On Sale,4.9,4100 mAh,7.6,Nokia,2.6,5.5,ARM Cortex,294 ppi Medium Density,6.2,5,5 Mpx/--,8 Mpx/2.6,Android 8.0Oreo,Android 8.1 Oreo,2.4,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430772/Nokia_2_ax0snh.jpg,Nokia 2,92,Qualcomm Snapdragon 212 MSM8909 v2,1 GB RAM,720 x 1280 px,LCD IPS,71.3 mm  143.5 mm  9.3 mm,8 GB,67%,0,100 g
5eafa66442e02aec58235287,19.5:9,On Sale,6.8,5000 mAh,8.4,Samsung,5.2,6.7,2x 1.8 GHz ARM Cortex,409 ppi Very high density,7.1,6.3,8 Mpx/--,13 Mpx/1.9,Android 10Q,Android 10,6.6,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430794/Samsung_Galaxy_M20_vmktuf.jpg,Samsung Galaxy M20,172,Samsung Exynos 7 Octa 7904,4 GB RAM,1080 x 2340 px,TFT LCD (IPS),74.5 mm  156.4 mm  8.8 mm,64 GB,83%,0,186 g
5eafa66442e02aec5823526e,16:09,On Sale,4.3,2300 mAh,3.1,Samsung,4.1,5.4,4x1.5 GHz ARM Cortex,312 ppi High Density,5.5,4.7,5 Mpx/--,13 Mpx/1.9,Android 5.0Lollipop,Android 5.1.1 Lollipop,3.6,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430786/Samsung_Galaxy_A3_2016_jsozws.jpg,Samsung Galaxy A3 (2016),244,Samsung Exynos 7 Octa 7578,1.5 GB RAM,720 x 1280 px,Super Amoled,65.2 mm  134.5 mm  7.3 mm,16 GB,69%,0,132 g
5eafa66442e02aec5823529d,20:09,On Sale,7,4050 mAh,7.4,Samsung,6,7.5,4x2.3 GHz ARM Cortex,418 ppi Very high density,7,6.3,13 Mpx/2.0,25 Mpx/1.7,Android 10Q,Android 10,7.2,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430799/Samsung_Galaxy_XCover_Pro_oazz6c.jpg,Samsung Galaxy XCover Pro,483,Samsung Exynos 7 Octa 9611,4 GB RAM,1080 x 2400 px,TFT LCD (IPS),76.7 mm  159.9 mm  9.9 mm,64 GB,78%,0,218 g
5eafa66442e02aec582351da,18:09,On Sale,6.8,5000 mAh,8.3,Huawei,6.2,5.7,4x Kryo 260 1.8 GHz+ 4x Kryo 260 1.6 GHz,350 ppi High Density,7.4,7.12,8 Mpx/2.0,16 Mpx/2.2,Android 8.0Oreo,Android 8.1 Oreo,6.6,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430805/Huawei_Honor_8x_Max_v9ujjt.jpg,Huawei Honor 8x Max,227,Qualcomm Snapdragon 636,4 GB RAM,1080 x 2244 px,LCD IPS,86.2 mm  177.6 mm  8.1 mm,64 GB,83%,0,210 g
5eafa66442e02aec582352cf,19:09,On Sale,5.9,4030 mAh,7,Vivo,5,4.7,4x1.95 GHz ARM Cortex,271 ppi Medium Density,6.7,6.2,8 Mpx/2.0,13 Mpx/2.2,Android 8.0Oreo,Funtouch 4.5 OS (Android 8.1 Oreo),6.3,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430802/Vivo_U1_pqqrso.jpg,Vivo U1,151,Qualcomm Snapdragon 439,3 GB RAM,720 x 1520 px,LCD IPS,75.1 mm  155.1 mm  8.3 mm,64 GB,82%,0,163 g
5eafa66442e02aec582352b1,16:09,On Sale,5.6,4000 mAh,6.5,Vivo,6.7,5.1,4x 1.8 GHz ARM Cortex,386 ppi High Density,4.1,5.7,16 Mpx/--,16 Mpx/2.0,Android 5.0Lollipop,Funtouch 2.5.1 OS (Android 5.1 Lollipop),5.5,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430804/Vivo_X7_Plus_wrj9qv.jpg,Vivo X7 Plus,395,Qualcomm Snapdragon 652 MSM8976,4 GB RAM,1080 x 1920 px,Super Amoled,77.9 mm  158.9 mm  7.5 mm,64 GB,72%,0,183 g
5eafa66442e02aec582351e7,19.5:9,On Sale,7,3750 mAh,6.3,Huawei,6.6,6,4x 2.4 GHz ARM Cortex,398 ppi High Density,8.1,6.4,24.8 Mpx/2.0,20.1 Mpx/1.8,Android 9.0P,Android 9.0 Pie,7.8,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430829/Huawei_nova_4_nsarrx.jpg,Huawei nova 4,298,Huawei HiSilicon KIRIN 970,8 GB RAM,1080 x 2310 px,LCD IPS,75.1 mm  157.0 mm  7.8 mm,128 GB,86%,0,172 g
5eafa66442e02aec5823521a,20:09,Presell,8.4,4000 mAh,7.3,Huawei,9.2,8.6,2.58 GHz ARM Cortex,403 ppi Very high density,8.3,6.53,32 Mpx/2.0,64 Mpx/1.8,Android 10Q,Android 10,8.4,//res.cloudinary.com/dgly8b9lq/image/upload/v1588541400/note7_tgkoij.jpg,Huawei Nova 7,550,Huawei HiSilicon KIRIN 985,8 GB RAM,1080 x 2400 px,Oled,74.3 mm  160.6 mm  8.0 mm,128 GB,86%,0,180 g
5eafa66442e02aec58235256,19:09,On Sale,6.8,5000 mAh,8.4,Xiaomi,6.9,6.1,4x1.95 GHz ARM Cortex,271 ppi Medium Density,6.5,6.22,8 Mpx/2.0,12 Mpx/1.8,Android 9.0P,MIUI V10 (Android 9 Pie),6.1,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430821/Xiaomi_Redmi_8A_cxfmuj.jpg,Xiaomi Redmi 8A,88,Qualcomm Snapdragon 439,2 GB RAM,720 x 1520 px,LCD IPS,75.4 mm  156.5 mm  9.4 mm,32 GB,81%,0,188 g
5eafa66442e02aec58235249,19.5:9,On Sale,7.8,3800 mAh,6.5,Xiaomi,8.2,7.8,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,403 ppi Very high density,8.1,6.39,24.8 Mpx/2.2,12 Mpx/1.8,Android 9.0P,MIUI V11 (Android 9 P),8.3,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430817/Xiaomi_Mi_Mix_3_5G_sxemnb.jpg,Xiaomi Mi Mix 3 5G,400,Qualcomm Snapdragon 855,6 GB RAM,1080 x 2340 px,Amoled,74.7 mm  157.9 mm  9.4 mm,64 GB,85%,0,225 g
5eafa66442e02aec582351fe,19.5:9,On Sale,7.6,3500 mAh,6.1,Huawei,8.8,7.1,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,403 ppi Very high density,7.9,6.39,32 Mpx/2.0,48 Mpx/1.8,Android 9.0P,Android 9.0 Pie,8.2,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430830/Huawei_nova_5_Pro_tlgleg.jpg,Huawei nova 5 Pro,350,Huawei HiSilicon KIRIN 980,8 GB RAM,1080 x 2340 px,Amoled,74.8 mm  157.4 mm  7.3 mm,128 GB,85%,0,171 g
5eafa66442e02aec582352c5,19:09,On Sale,6.4,3315 mAh,5.6,Vivo,6.7,5.4,4x 2.00GHz ARM Cortex A73 + 4x 2.00GHz ARM Cortex A53,400 ppi Very high density,7.4,6.3,16 Mpx/2.0,16 Mpx/2.0,Android 8.0Oreo,Funtouch 4.0 OS (Android 8.1 Oreo),6.8,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430810/Vivo_Y97_wyawte.jpg,Vivo Y97,195,MediaTek Helio P60 MT6771,4 GB RAM,1080 x 2280 px,LCD IPS,75.6 mm  156.0 mm  8.1 mm,128 GB,84%,0,162 g
5eafa66442e02aec582351ba,18:09,On Sale,5.5,3340 mAh,5.5,Huawei,5.9,4.5,4x2.36 GHz ARM Cortex,409 ppi Very high density,5.3,5.9,13 Mpx/2.0,16 Mpx/2.2,Android 7.0Nougat,Android 7.0 Nougat,6.1,//res.cloudinary.com/dgly8b9lq/image/upload/v1588540798/nova2i_op9kyw.jpg,Huawei nova 2i,297,Huawei HiSilicon KIRIN 659,4 GB RAM,1080 x 2160 px,LCD IPS,75.2 mm  156.2 mm  7.5 mm,64 GB,76%,0,164 g
5eafa66442e02aec58235226,16:09,On Sale,6.3,4100 mAh,7.5,Xiaomi,5.9,6.1,ARM Cortex,401 ppi Very high density,6,5.5,5 Mpx/--,13 Mpx/2.0,Android 7.0Nougat,MIUI V9 (Android 7.1 Nougat),6,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430824/Xiaomi_Redmi_Note_4X_eaxqwo.jpg,Xiaomi Redmi Note 4X,135,Qualcomm Snapdragon 625 MSM8953,3 GB RAM,1080 x 1920 px,LCD IPS,76.0 mm  151.0 mm  8.4 mm,32 GB,72%,0,165 g
5eafa66442e02aec5823524d,19.5:9,On Sale,7.8,4000 mAh,7.3,Xiaomi,8.3,7.2,2x2.2 GHz Kryo 470 + 6x1.8 GHz Kryo 470,403 ppi Very high density,8.6,6.39,20 Mpx/2.2,48 Mpx/1.75,Android 9.0P,MIUI (Android 9.0 Pie),7.8,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430821/Xiaomi_Redmi_K20_nd5jen.jpg,Xiaomi Redmi K20,270,Qualcomm Snapdragon 730,6 GB RAM,1080 x 2340 px,Amoled,74.3 mm  156.7 mm  8.8 mm,64 GB,86%,0,191 g
5eafa66442e02aec58235229,16:09,On Sale,6.9,3350 mAh,5.9,Xiaomi,7.6,7.1,4x 2.45 GHz Kryo + 4x 2.15 GHz Kryo,428 ppi Very high density,6.3,5.15,8 Mpx/--,12 Mpx/1.8,Android 9.0P,MIUI V11 (Android 9 P),7.7,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430813/Xiaomi_Mi6_sffi9u.jpg,Xiaomi Mi6,226,Qualcomm Snapdragon 835,6 GB RAM,1080 x 1920 px,LCD IPS,70.5 mm  145.2 mm  7.5 mm,64 GB,71%,0,168 g
5eafa66442e02aec582352b3,16:09,On Sale,6,4000 mAh,6.4,Vivo,5.4,6,4x 1.95 GHz ARM Cortex,375 ppi High Density,5.8,5.88,20.2 Mpx/--,16 Mpx/2.0,Android 6.0Marshmallow,Funtouch 3.0 OS (Android 6.0.1 Marshmallow),6.4,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430804/Vivo_X9_Plus_d9wiva.jpg,Vivo X9 Plus,230,Qualcomm Snapdragon 653 MSM8976 Pro,6 GB RAM,1080 x 1920 px,Super Amoled,79.0 mm  162.0 mm  7.5 mm,64 GB,74%,0,199 g
5eafa66442e02aec58235281,18:09,On Sale,4.9,3300 mAh,5.5,Samsung,4.9,5.4,ARM Cortex,274 ppi Medium Density,4,6,4.9 Mpx/--,13 Mpx/1.9,Android 8.0Oreo,Android 8.1 Oreo,4.6,//res.cloudinary.com/dgly8b9lq/image/upload/v1588542000/j4_rvxrwl.jpg,Samsung Galaxy J4+,166,Qualcomm Snapdragon 425 MSM8917,2 GB RAM,720 x 1480 px,LCD IPS,76.7 mm  161.3 mm  7.9 mm,32 GB,73%,0,178 g
5eafa66442e02aec58235196,16:09,On Sale,5.1,3000 mAh,3.9,Huawei,6.2,5.9,4x1.7 GHz ARM Cortex,401 ppi Very high density,5.4,5.5,5 Mpx/--,13 Mpx,Android 5.0Lollipop,Android 5.1.1 Lollipop,4.3,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430790/Huawei_GX8_vybb0c.jpg,Huawei GX8,167,Qualcomm Snapdragon 616 MSM8939v2,3 GB RAM,1080 x 1920 px,LCD IPS,76.5 mm  152.0 mm  7.5 mm,32 GB,71%,0,167 g
5eafa66442e02aec582352b2,16:09,On Sale,4.7,3000 mAh,4.1,Vivo,4.7,4.4,4x 1.8 GHz ARM Cortex,424 ppi Very high density,4.6,5.2,16 Mpx/--,13 Mpx/2.2,Android 5.0Lollipop,Funtouch 2.5.1 OS (Android 5.1 Lollipop),5.8,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430804/Vivo_X7_eyszvm.jpg,Vivo X7,167,Qualcomm Snapdragon 652 MSM8976,4 GB RAM,1080 x 1920 px,Super Amoled,71.9 mm  147.3 mm  7.2 mm,64 GB,70%,0,151 g
5eafa66442e02aec5823533a,19.5:9,On Sale,6.3,3500 mAh,6,Nokia,4.6,7.4,4x Kryo 260 1.8 GHz+ 4x Kryo 260 1.6 GHz,409 ppi Very high density,6.7,6.3,8 Mpx/--,16 Mpx,Android 10Q,Android 10,6.6,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430773/Nokia_6.2_xadzb8.jpg,Nokia 6.2,235,Qualcomm Snapdragon 636,4 GB RAM,1080 x 2340 px,LCD IPS,75.2 mm  159.9 mm  8.3 mm,64 GB,81%,0,180 g
5eafa66442e02aec58235333,18:09,On Sale,7.2,3500 mAh,6.1,Nokia,8.1,7.4,"QualcommÂ® Kryoâ¢ 360 CPU, Octa",408 ppi Very high density,7.1,6.18,20 Mpx/2.0,12 Mpx/1.8,Android 10Q,Android 10,7.2,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430772/Nokia_3.2_gtxwsd.jpg,Nokia 8.1,357,Qualcomm Snapdragon 710,4 GB RAM,1080 x 2280 px,LCD IPS,75.8 mm  154.8 mm  8.0 mm,64 GB,81%,0,180 g
5eafa66442e02aec582352f6,16:09,On Sale,6.7,2700 mAh,3.8,Google,7.7,8.1,4x 2.45 GHz Kryo + 4x 2.15 GHz Kryo,443 ppi Very high density,6.8,5,8 Mpx/2.4,12 Mpx/1.8,Android 9.0P,Android 9.0 Pie,7.2,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430770/Google_Pixel_2_bpldmg.jpg,Google Pixel 2,166,Qualcomm Snapdragon 835,4 GB RAM,1080 x 1920 px,pOLED,69.7 mm  145.7 mm  7.8 mm,64 GB,67%,0,143 g
5eafa66442e02aec582352fc,19:09,On Sale,7.3,2800 mAh,4,Google,8.5,8.3,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,443 ppi Very high density,7.4,5.7,8 Mpx/2.0,12 Mpx/1.7,Android 10Q,Android 10,8.3,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430783/Google_Pixel_4_erbvys.jpg,Google Pixel 4,508,Qualcomm Snapdragon 855,6 GB RAM,1080 x 2280 px,Oled,68.8 mm  147.1 mm  8.2 mm,64 GB,80%,0,162 g
5eafa66442e02aec582352ed,19.5:9,On Sale,8.4,4000 mAh,7,OnePlus,8.6,9,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,515 ppi Very high density,9,6.67,16 Mpx/2.0,48 Mpx/1.6,Android 10Q,Oxygen 10 (Android 10),8.5,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430776/OnePlus_7_Pro_gk4nwi.jpg,OnePlus 7 Pro,710,Qualcomm Snapdragon 855,6 GB RAM,1440 x 3120 px,Amoled,75.9 mm  162.6 mm  8.8 mm,128 GB,88%,0,206 g
5eafa66442e02aec58235329,16:09,On Sale,2.1,1430 mAh,1.7,Nokia,2.7,2.4,ARM Cortex,245 ppi Medium Density,2,4,0 Mpx/--,5 Mpx/2.4,Windows Phone 8.1,Microsoft Windows Phone 8.1,1.9,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430774/Nokia_Lumia_530_ybwvwe.jpg,Nokia Lumia 530,85,Qualcomm Snapdragon 200 MSM8212,512 MB RAM,480 x 854 px,LCD IPS,62.3 mm  119.7 mm  11.7 mm,4 GB,59%,0,129 g
5eafa66442e02aec582351a5,16:09,On Sale,5.3,3340 mAh,5.7,Huawei,5,5.6,4x 2.1 GHz ARM Cortex A53 + 4x 1.7 GHz ARM Cortex A53,401 ppi Very high density,4.8,5.5,8 Mpx/--,12 Mpx/2.2,Android 8.0Oreo,Android 8.0 Oreo,5.4,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430797/Huawei_Honor_6X_rabno8.jpg,Huawei Honor 6X,109,Huawei HiSilicon Kirin 655,3 GB RAM,1080 x 1920 px,LCD IPS,76.2 mm  150.9 mm  8.2 mm,32 GB,72%,0,162 g
5eafa66442e02aec582352bf,18:09,On Sale,6.5,3170 mAh,5.3,Vivo,6.3,6.2,4x 2.00GHz ARM Cortex A73 + 4x 2.00GHz ARM Cortex A53,402 ppi Very high density,7.7,6.28,12.2 Mpx/--,12.2 Mpx/1.8,Android 8.0Oreo,Funtouch OS (Android 8.1 Oreo),6.8,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430775/vivo%20x21i.jpg,Vivo X21i,280,MediaTek Helio P60 MT6771,6 GB RAM,1080 x 2280 px,Super Amoled,74.8 mm  154.5 mm  7.4 mm,64 GB,85%,0,156 g
5eafa66442e02aec582351db,19:09,On Sale,6.9,3750 mAh,6.3,Huawei,6.5,6.6,4x2.2 GHz ARM Cortex,396 ppi High Density,7.8,6.5,16 Mpx/2.0,20 Mpx/1.8,Android 8.0Oreo,Android 8.1 Oreo,7.1,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430803/Huawei_Honor_8x_chtcve.jpg,Huawei Honor 8x,187,Huawei HiSilicon KIRIN 710,4 GB RAM,1080 x 2340 px,LCD IPS,76.6 mm  160.4 mm  7.8 mm,64 GB,84%,0,175 g
5eafa66442e02aec5823523d,18:09,On Sale,6.4,3010 mAh,4.5,Xiaomi,7.4,6.8,4x Kryo 260 2.2 Ghz,403 ppi Very high density,6.6,5.99,20 Mpx/2.2,12 Mpx/1.75,Android 10Q,MIUI V11 (Android 10),6.8,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430816/Xiaomi_Mi_A2_amdsrv.jpg,Xiaomi Mi A2,155,Qualcomm Snapdragon 660 MSM8976 Plus,4 GB RAM,1080 x 2160 px,LCD IPS,75.4 mm  158.7 mm  7.3 mm,32 GB,77%,0,166 g
5eafa66442e02aec582351cf,18:09,On Sale,4.7,3000 mAh,4.1,Huawei,4.4,5.6,4x1.4GHz ARM Cortex A53 + 4x1.1GHz ARM Cortex,282 ppi Medium Density,4.5,5.7,5 Mpx/--,13 Mpx/2.2,Android 8.0Oreo,Android 8.0 Oreo,5.1,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430785/Huawei_Enjoy_8e_xrpptr.jpg,Huawei Enjoy 8e,195,Qualcomm Snapdragon 430 MSM8937,3 GB RAM,720 x 1440 px,LCD IPS,73.0 mm  152.4 mm  7.8 mm,32 GB,75%,0,150 g
5eafa66442e02aec582351ea,19.5:9,On Sale,6.5,3400 mAh,5.8,Huawei,6.1,5.9,4x2.2 GHz ARM Cortex,415 ppi Very high density,7.5,6.21,8 Mpx/2.0,13 Mpx/1.8,Android 10Q,Android 10,7,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430766/Huawei_P_smart_2019_uexa2j.jpg,Huawei P Smart 2019,145,Huawei HiSilicon KIRIN 710,3 GB RAM,1080 x 2340 px,LCD IPS,73.4 mm  155.2 mm  8.0 mm,64 GB,83%,0,160 g
5eafa66442e02aec58235268,5:03,On Sale,2.6,2000 mAh,2.3,Samsung,2.2,3.3,ARM Cortex,207 ppi Medium Density,2.7,4.5,2 Mpx/--,5 Mpx/2.6,Android 5.0Lollipop,Android 5.0.2 Lollipop,2.6,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430791/Samsung_Galaxy_Core_Prime_gyhtdr.jpg,Samsung Galaxy Core Prime,302,Qualcomm Snapdragon 410 MSM8916v2,1 GB RAM,480 x 800 px,LCD IPS,68.4 mm  131.3 mm  8.8 mm,8 GB,64%,0,130 g
5eafa66442e02aec58235274,16:09,On Sale,3.8,2600 mAh,3.5,Samsung,3.6,5.1,ARM Cortex,220 ppi Medium Density,2.8,5,5 Mpx/--,8 Mpx/2.2,Android 6.0Marshmallow,Android 6.0.1 Marshmallow,4.1,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430791/Samsung_Galaxy_Grand_Prime_gpqq4r.jpg,Samsung Galaxy Grand Prime+,150,MediaTek MT6737T,1.5 GB RAM,540 x 960 px,PLS,72.1 mm  144.8 mm  8.9 mm,16 GB,66%,0,160 g
5eafa66442e02aec5823528c,20:09,On Sale,7.3,3700 mAh,6.3,Samsung,6.7,7.8,2x2.2 GHz Kryo 470 + 6x1.8 GHz Kryo 470,393 ppi High Density,7.7,6.7,--/--,48 Mpx/2.0,Android 9.0P,Android 9.0 Pie,7.8,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430790/Samsung_Galaxy_A80_ku89pc.jpg,Samsung Galaxy A80,379,Qualcomm Snapdragon 730,8 GB RAM,1080 x 2400 px,Super Amoled,76.5 mm  165.2 mm  9.0 mm,128 GB,85%,0,219 g
5eafa66442e02aec5823529f,20:09,On Sale,8.7,4500 mAh,8.1,Samsung,8.5,8.5,2x2.7GHz Custom CPU +2x2.5GHz Cortex,524 ppi Very high density,9.7,6.7,10 Mpx/2.2,12 Mpx/1.8,Android 10Q,Android 10,8.8,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430798/Samsung_Galaxy_S20_gyqfly.jpg,Samsung Galaxy S20+,883,Samsung Exynos 990,8 GB RAM,1440 x 3200 px,Amoled,73.7 mm  161.9 mm  7.8 mm,128 GB,90%,0,186 g
5eafa66442e02aec58235290,19.5:9,On Sale,7,5000 mAh,8.5,Samsung,5.5,7.1,2x 1.8 GHz ARM Cortex,268 ppi Medium Density,7.2,6.4,15.9 Mpx/2.0,13 Mpx/1.9,Android 9.0P,Android 9.0 Pie,6.7,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430789/Samsung_Galaxy_A40s_zimzi7.jpg,Samsung Galaxy A40s,297,Samsung Exynos 7 Octa 7904,4 GB RAM,720 x 1560 px,Super Amoled,75.1 mm  159.1 mm  8.5 mm,128 GB,84%,0,174 g
5eafa66442e02aec582351c8,18:09,On Sale,6.9,3400 mAh,5.8,Huawei,6.6,7.8,4x 2.4 GHz ARM Cortex,428 ppi Very high density,6.5,5.8,24 Mpx/1.6,12 Mpx/1.8,Android 10Q,Android 10,7.7,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430764/Huawei_P20_urykwk.jpg,Huawei P20,298,Huawei HiSilicon KIRIN 970,4 GB RAM,1080 x 2244 px,LCD IPS,70.8 mm  149.1 mm  7.7 mm,128 GB,80%,0,165 g
5eafa66442e02aec58235271,16:09,On Sale,7.1,3600 mAh,6.2,Samsung,7.4,7.9,2.3GHz Quad (Custom Core) + 1.6GHz Quad (Cortex,534 ppi Very high density,7.2,5.5,5 Mpx/--,12 Mpx/1.7,Android 8.0Oreo,Android 8.0 Oreo,6.9,//res.cloudinary.com/dgly8b9lq/image/upload/v1588541800/samsungs7_ifxtv3.jpg,Samsung Galaxy S7 Edge,189,Samsung Exynos 8 Octa 8890 2.3,4 GB RAM,1440 x 2560 px,Super Amoled,72.6 mm  150.9 mm  7.7 mm,32 GB,76%,0,157 g
5eafa66442e02aec58235292,16:09,On Sale,5.7,2800 mAh,3.8,Samsung,4.6,6.9,2x 2.2GHz ARM Cortex,294 ppi Medium Density,6.7,5,5 Mpx/2.2,16 Mpx/1.7,Android 9.0P,Android 9.0 Pie,6.5,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430799/Samsung_Galaxy_Xcover_4s_ucjp7w.jpg,Samsung Galaxy Xcover 4s,244,Samsung Exynos 7 Octa 7885,3 GB RAM,720 x 1280 px,LCD IPS,73.3 mm  146.2 mm  9.7 mm,32 GB,64%,0,172 g
5eafa66442e02aec582351a0,16:09,On Sale,4.5,3000 mAh,4.5,Huawei,4.4,3.6,4x 2.0 GHz ARM Cortex A53 + 4x 1.7 GHz ARM Cortex A53,424 ppi Very high density,4.8,5.2,8 Mpx/--,13 Mpx/2.0,Android 7.0Nougat,Android 7.0 Nougat,5,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430792/Huawei_Honor_5C_begaig.jpg,Huawei Honor 5C,83,Huawei HiSilicon KIRIN 650,2 GB RAM,1080 x 1920 px,LCD IPS,73.8 mm  147.1 mm  8.3 mm,16 GB,68%,0,156 g
5eafa66442e02aec582351b3,16:09,On Sale,5.4,3340 mAh,5.6,Huawei,5.5,4.6,4x2.36 GHz ARM Cortex,401 ppi Very high density,5.4,5.5,20 Mpx/2.0,12 Mpx/1.8,Android 7.0Nougat,Android 7.0 Nougat,6.1,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430831/Huawei_Nova_2_Plus_twcllc.jpg,Huawei Nova 2 Plus,184,Huawei HiSilicon KIRIN 659,4 GB RAM,1080 x 1920 px,LCD IPS,74.9 mm  153.9 mm  6.9 mm,128 GB,72%,0,169 g
5eafa66442e02aec582351e9,19.5:9,On Sale,7.9,4000 mAh,7.3,Huawei,7.9,7.9,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,398 ppi High Density,8,6.4,25 Mpx/2.0,48 Mpx/1.8,Android 10Q,Android 10,8.2,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430827/Huawei_Honor_View_20_xpqmfs.jpg,Huawei Honor View 20,426,Huawei HiSilicon KIRIN 980,6 GB RAM,1080 x 2310 px,LCD IPS,75.4 mm  156.9 mm  8.1 mm,128 GB,85%,0,180 g
5eafa66442e02aec582351f5,19:09,On Sale,5,3020 mAh,5.2,Huawei,4.5,5.4,ARM Cortex,295 ppi Medium Density,4.7,5.71,5 Mpx/--,13 Mpx/1.8,Android 9.0P,Android 9.0 Pie,5.2,//res.cloudinary.com/dgly8b9lq/image/upload/v1588541154/huaweiy5_mm8fbu.jpg,Huawei Y5,85,MediaTek Helio A22 (MT6761),2 GB RAM,720 x 1520 px,LCD IPS,70.8 mm  147.1 mm  8.5 mm,16 GB,78%,0,146 g
5eafa66442e02aec58235267,16:09,On Sale,3.2,2600 mAh,3.7,Samsung,2.6,4.6,4xARM Cortex,220 ppi Medium Density,2.2,5,5 Mpx/--,8 Mpx,Android 5.0Lollipop,Android 5.1 Lollipop,2.7,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430791/Samsung_Galaxy_Grand_Prime_gs1tlo.jpg,Samsung Galaxy Grand Prime,150,Qualcomm Snapdragon 410 MSM8916,1 GB RAM,540 x 960 px,LCD IPS,72.1 mm  144.8 mm  8.6 mm,8 GB,66%,0,156 g
5eafa66442e02aec5823524c,19.5:9,On Sale,8,4000 mAh,7.2,Xiaomi,8.4,7.6,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,403 ppi Very high density,8.6,6.39,20 Mpx/2.2,48 Mpx/1.75,Android 10Q,MIUI V11 (Android 10),8.3,//res.cloudinary.com/dgly8b9lq/image/upload/v1588430823/Xiaomi_Redmi_K20_Pro_kzglmq.jpg,Xiaomi Redmi K20 Pro,342,Qualcomm Snapdragon 855,6 GB RAM,1080 x 2340 px,Amoled,74.3 mm  156.7 mm  8.8 mm,64 GB,86%,0,191 g
