2019/09/03, 170374.324028062
2019/09/06, 169094.14279450453
2019/09/09, 168049.7844197603
2019/09/12, 167931.8729903537
2019/09/15, 167915.0285004385
2019/09/18, 167190.7154340836
2019/09/20, 166028.44562993277
2019/09/23, 165068.3097047647
2019/09/26, 164967.24276527332
2019/09/29, 164967.24276527332
2019/10/02, 164832.48684595147
2019/10/05, 164596.66398713828
2019/10/07, 164411.37459807075
2019/10/10, 164411.37459807075
2019/10/13, 164411.37459807075
2019/10/16, 164259.7741888337
2019/10/19, 164007.10684010523
2019/10/22, 163636.5280619702
2019/10/24, 162929.05948553054
2019/10/27, 162171.05743934523
2019/10/30, 161109.85457468577
2019/11/02, 159930.7402806197
2019/11/05, 159071.67129494302
2019/11/08, 158936.91537562117
2019/11/10, 158802.15945629933
2019/11/13, 157648.31189710612
2019/11/16, 156064.92984507454
2019/11/19, 154995.30473545747
2019/11/22, 154843.7043262204
2019/11/25, 154725.7928968138
2019/11/27, 154102.5467699503
2019/11/30, 153378.23370359544
2019/12/03, 152923.43247588424
2019/12/06, 152805.52104647766
2019/12/09, 152738.1430868167
2019/12/12, 152704.45410698626
2019/12/14, 152552.8536977492
2019/12/17, 152552.8536977492
2019/12/20, 152418.09777842736
2019/12/23, 152215.9638994446
2019/12/26, 151306.36144402222
2019/12/29, 150287.26980415086
2019/12/31, 148906.02163110202
2020/01/03, 147171.03916983338
2020/01/06, 145596.07936275942
2020/01/09, 145326.56752411576
2020/01/12, 145326.56752411576
2020/01/14, 145124.43364513302
2020/01/17, 144737.01037708274
2020/01/20, 144366.43159894767
2020/01/23, 143894.78588132127
2020/01/26, 143456.82914352528
2020/01/29, 143187.3173048816
2020/01/31, 143052.5613855598
2020/02/03, 142766.2050570009
2020/02/06, 142126.11444022215
2020/02/09, 141502.8683133587
2020/02/12, 140896.4666764104
2020/02/15, 140391.13197895352
2020/02/17, 139986.864220988
2020/02/20, 139868.9527915814
2020/02/23, 139767.88585209002
